region,site,latitude,longitude,date_yyyy.mm.dd,year,n_otter
"west prince of wales island, alaska",2017_H_01,55.68129,-133.370499,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.680126,-133.384644,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.683109,-133.39151,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.687454,-133.398102,13/6/17,2017,6
"west prince of wales island, alaska",2017_H_01,55.677181,-133.395096,13/6/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.680134,-133.40155,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.682785,-133.401367,13/6/17,2017,12
"west prince of wales island, alaska",2017_H_01,55.677906,-133.414276,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.670311,-133.406708,13/6/17,2017,3
"west prince of wales island, alaska",2017_H_01,55.668968,-133.397598,13/6/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.670788,-133.410782,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.670124,-133.409973,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.668713,-133.412994,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.667927,-133.416351,13/6/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.669147,-133.409668,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.673531,-133.423248,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.679821,-133.37355,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.703995,-133.400558,13/6/17,2017,3
"west prince of wales island, alaska",2017_H_01,55.696404,-133.402023,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.693138,-133.403473,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.689583,-133.400864,13/6/17,2017,7
"west prince of wales island, alaska",2017_H_01,55.689545,-133.390106,13/6/17,2017,7
"west prince of wales island, alaska",2017_H_01,55.689499,-133.389832,13/6/17,2017,7
"west prince of wales island, alaska",2017_H_01,55.689636,-133.390015,13/6/17,2017,3
"west prince of wales island, alaska",2017_H_01,55.689648,-133.383362,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.688053,-133.382614,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.692844,-133.381119,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.689014,-133.378616,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.680443,-133.373596,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.691071,-133.362961,13/6/17,2017,3
"west prince of wales island, alaska",2017_H_01,55.689541,-133.357407,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.682083,-133.368042,13/6/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.675625,-133.381119,13/6/17,2017,4
"west prince of wales island, alaska",2017_H_01,55.672958,-133.381912,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.683666,-133.379776,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.684475,-133.388062,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.683258,-133.402786,13/6/17,2017,11
"west prince of wales island, alaska",2017_H_01,55.667957,-133.408218,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.668655,-133.411209,13/6/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.676907,-133.433044,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.674073,-133.433657,13/6/17,2017,5
"west prince of wales island, alaska",2017_H_01,55.672249,-133.430969,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.673492,-133.427017,13/6/17,2017,12
"west prince of wales island, alaska",2017_H_01,55.662968,-133.432953,13/6/17,2017,24
"west prince of wales island, alaska",2017_H_01,55.656342,-133.41925,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.659824,-133.423828,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.659767,-133.425949,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.663696,-133.418854,13/6/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.662369,-133.421265,13/6/17,2017,5
"west prince of wales island, alaska",2017_H_01,55.659576,-133.421387,13/6/17,2017,9
"west prince of wales island, alaska",2017_H_01,55.696905,-133.399301,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.700661,-133.393661,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.694904,-133.395126,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.691959,-133.391464,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.690411,-133.401382,9/8/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.688389,-133.398941,9/8/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.689182,-133.390991,9/8/17,2017,12
"west prince of wales island, alaska",2017_H_01,55.687977,-133.383972,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.690334,-133.366882,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.688313,-133.365417,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.686596,-133.366959,9/8/17,2017,3
"west prince of wales island, alaska",2017_H_01,55.686504,-133.361374,9/8/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.692394,-133.363052,9/8/17,2017,2
"west prince of wales island, alaska",2017_H_01,55.684082,-133.36879,9/8/17,2017,4
"west prince of wales island, alaska",2017_H_01,55.68924,-133.359238,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.681263,-133.372253,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.677513,-133.376175,9/8/17,2017,3
"west prince of wales island, alaska",2017_H_01,55.68478,-133.37561,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.673893,-133.379333,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.673279,-133.381546,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.680717,-133.384293,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.683296,-133.384888,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.682995,-133.398819,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.683311,-133.401138,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.685898,-133.385651,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_01,55.67931,-133.406479,9/8/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.742424,-133.349731,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.739788,-133.345352,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.737988,-133.343948,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.732716,-133.342651,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.72385,-133.350098,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.717709,-133.334351,23/6/17,2017,10
"west prince of wales island, alaska",2017_H_02,55.715092,-133.336914,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.716122,-133.344864,23/6/17,2017,3
"west prince of wales island, alaska",2017_H_02,55.712334,-133.341644,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.712517,-133.345627,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.713089,-133.347672,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.719166,-133.350632,23/6/17,2017,3
"west prince of wales island, alaska",2017_H_02,55.72065,-133.355698,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.729664,-133.362305,23/6/17,2017,2
"west prince of wales island, alaska",2017_H_02,55.727631,-133.363113,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.729561,-133.370819,23/6/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.73262,-133.342987,21/7/17,2017,5
"west prince of wales island, alaska",2017_H_02,55.734688,-133.344833,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.736729,-133.338562,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.73138,-133.339005,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.736,-133.341888,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.73262,-133.34021,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.732185,-133.339279,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.732372,-133.335815,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.73177,-133.335785,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.729633,-133.341446,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.729134,-133.342209,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.728756,-133.340027,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.72752,-133.344513,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.728691,-133.341278,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.724396,-133.340134,21/7/17,2017,3
"west prince of wales island, alaska",2017_H_02,55.724495,-133.342285,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.72533,-133.343262,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.718117,-133.339844,21/7/17,2017,8
"west prince of wales island, alaska",2017_H_02,55.719254,-133.337234,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.71957,-133.334305,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.719707,-133.338287,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.719292,-133.33815,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.716297,-133.333694,21/7/17,2017,3
"west prince of wales island, alaska",2017_H_02,55.713963,-133.331757,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.714672,-133.338806,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.713261,-133.343399,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.712433,-133.341644,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.712444,-133.343674,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.71241,-133.345215,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.712669,-133.349625,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.711403,-133.344467,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.711281,-133.340744,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.712234,-133.338211,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.717701,-133.354156,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.721951,-133.351944,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.723255,-133.352448,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.724869,-133.352798,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.718075,-133.357162,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.727352,-133.350723,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.728378,-133.349487,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.729534,-133.350372,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_02,55.72578,-133.361313,21/7/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.838356,-133.213821,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.834488,-133.201035,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.830719,-133.208679,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.832222,-133.203293,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.826572,-133.213333,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.804684,-133.229126,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.805607,-133.194901,24/6/17,2017,2
"west prince of wales island, alaska",2017_H_03,55.808239,-133.191467,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.808186,-133.185974,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.81609,-133.196945,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.817642,-133.199142,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.815845,-133.191345,24/6/17,2017,19
"west prince of wales island, alaska",2017_H_03,55.816597,-133.192734,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.812252,-133.182541,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.816872,-133.186264,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.814094,-133.177369,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.815479,-133.17598,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.81168,-133.172348,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.812042,-133.177826,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.813354,-133.172226,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.809444,-133.171265,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.819069,-133.182693,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.819378,-133.183563,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.822891,-133.189026,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.83247,-133.188873,24/6/17,2017,3
"west prince of wales island, alaska",2017_H_03,55.832893,-133.181061,24/6/17,2017,8
"west prince of wales island, alaska",2017_H_03,55.836807,-133.202042,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.835556,-133.169937,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.834114,-133.166443,24/6/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.816036,-133.213104,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.814785,-133.212738,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.818649,-133.202377,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.82814,-133.194733,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.83046,-133.187592,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.836605,-133.169388,8/8/17,2017,2
"west prince of wales island, alaska",2017_H_03,55.831657,-133.175934,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.830627,-133.171097,8/8/17,2017,3
"west prince of wales island, alaska",2017_H_03,55.827496,-133.174774,8/8/17,2017,2
"west prince of wales island, alaska",2017_H_03,55.829765,-133.172852,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.822613,-133.180832,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.824234,-133.177826,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.820896,-133.18103,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.820911,-133.17691,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.819321,-133.178268,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.816048,-133.18071,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.817085,-133.175507,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.813923,-133.179306,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.812546,-133.181168,8/8/17,2017,11
"west prince of wales island, alaska",2017_H_03,55.810814,-133.171906,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.810562,-133.175262,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.808769,-133.17308,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.810482,-133.17749,8/8/17,2017,2
"west prince of wales island, alaska",2017_H_03,55.815712,-133.191757,8/8/17,2017,3
"west prince of wales island, alaska",2017_H_03,55.811935,-133.191177,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.809216,-133.196243,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.814438,-133.19133,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.815292,-133.194839,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.808689,-133.189468,8/8/17,2017,3
"west prince of wales island, alaska",2017_H_03,55.807007,-133.187851,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.806152,-133.192429,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_03,55.806229,-133.186981,8/8/17,2017,1
"west prince of wales island, alaska",2017_H_04,55.760426,-133.269135,25/6/17,2017,4
"west prince of wales island, alaska",2017_H_04,55.757675,-133.253143,25/6/17,2017,1
"west prince of wales island, alaska",2017_H_04,55.757675,-133.264801,25/6/17,2017,2
"west prince of wales island, alaska",2017_H_04,55.756676,-133.260513,25/6/17,2017,1
"west prince of wales island, alaska",2017_H_04,55.755161,-133.257965,25/6/17,2017,1
"west prince of wales island, alaska",2017_H_04,55.752285,-133.263245,25/6/17,2017,1
