"","site","date","YYYYMMDD","trans_type","trans_bin","trans_m","pit_bin","sed1_type","sed2_type","sed1_no","sed2_no","field_collector"
"612","2017_M_08","8/21/2013",20170822,"Inside",2,20,0,"Muddy Sand","Muddy Sand",3,3,"Wendel Raymond"
"613","2017_M_08","8/21/2013",20170822,"Inside",3,30,0,"Muddy Sand","Sand",3,4,"Wendel Raymond"
"614","2017_M_08","8/21/2013",20170822,"Inside",4,40,0,"Muddy Sand","Sand",3,4,"Wendel Raymond"
"615","2017_M_08","8/21/2013",20170822,"Inside",5,50,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"616","2017_M_08","8/21/2013",20170822,"Inside",6,60,0,"Gravel","Muddy Sand",7,3,"Wendel Raymond"
"617","2017_M_08","8/21/2013",20170822,"Inside",7,70,0,"Sandy Mud","Gravel",2,7,"Wendel Raymond"
"618","2017_M_08","8/21/2013",20170822,"Inside",8,80,0,"Sand","Gravel",4,7,"Wendel Raymond"
"619","2017_M_08","8/21/2013",20170822,"Inside",9,90,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"620","2017_M_08","8/21/2013",20170822,"Inside",10,100,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"621","2017_M_08","8/21/2013",20170822,"Outside",1,10,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"622","2017_M_08","8/21/2013",20170822,"Outside",2,20,0,"Coarse Sand","Gravel",5,7,"Wendel Raymond"
"623","2017_M_08","8/21/2013",20170822,"Outside",3,30,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"624","2017_M_08","8/21/2013",20170822,"Outside",4,40,0,"Gravel","Coarse Sand",7,5,"Wendel Raymond"
"625","2017_M_08","8/21/2013",20170822,"Outside",5,50,0,"Gravel","Coarse Sand",7,5,"Wendel Raymond"
"626","2017_M_08","8/21/2013",20170822,"Outside",6,60,0,"Coarse Sand","Gravel",5,7,"Wendel Raymond"
"627","2017_M_08","8/21/2013",20170822,"Outside",7,70,0,"Coarse Sand","Gravel",5,7,"Wendel Raymond"
"628","2017_M_08","8/21/2013",20170822,"Outside",8,80,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"629","2017_M_08","8/21/2013",20170822,"Outside",9,90,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
"630","2017_M_08","8/21/2013",20170822,"Outside",10,100,0,"Muddy Sand","Gravel",3,7,"Wendel Raymond"
