"ID","Batch","Species_common","Species_scientific","sp_code","sp_group","a.C17.0","a.C18.0","C14.0","C15.0","C16.0","C16.1w7","C16.2w3","C16.2w6","C16.3w3","C16.4w3","C17.0","C17.1w","C17.1w9","C18.0","C18.1w7","C18.1w9","C18.2w3","C18.2w6","C18.3w3","C18.3w6","C18.4w3","C20.0","C20.1w7","C20.1w9","C20.2w3","C20.2w6","C20.3w3","C20.3w6","C20.4w3","C20.4w6","C20.5w3","C22.0","C22.1w9","C22.2w6","C22.3w3","C22.4w3","C22.4w6","C22.5w3","C22.6w3","i.C15.0","i.C16.0","i.C17.0"
"B_231","6","Particulate organic matter","Particulate organic matter","POM","PP",0.1451,0,29.7724,1.9263,43.1651,22.8198,1.8552,7.3534,2.8254,11.4558,0.5443,0,0.1009,5.2274,1.8161,3.7837,0,5.6952,4.1578,2.1083,13.3259,1.254,0.5486,0.8639,0.0683,0.5919,0.2834,0.4,2.2459,1.4739,45.498,0.6563,0.6106,0.2573,0.101,0.4488,0.2111,3.2661,40.4042,0.6913,0.1978,0.2849
"B_232","6","Particulate organic matter","Particulate organic matter","POM","PP",0.145,0,28.8297,1.9055,42.9469,21.9706,1.6474,5.7158,2.1487,7.6825,0.5769,0,0.0921,5.953,1.7939,3.7833,0,5.3972,3.413,1.8783,10.2145,2.011,0.5899,0.9299,0.0686,0.6286,0.3226,0.4525,2.1564,1.2713,36.1682,0.6232,0.5876,0.2379,0.0863,0.5006,0.1905,2.831,35.7573,0.6422,0.1896,0.2792
"B_239","6","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.0338,0,0.712,0.2836,30.8423,1.2205,0.0041,0.0555,0,0,0.5028,0,0.0918,12.4475,2.4137,4.9446,0,1.2059,0.2505,0.0504,0.1998,0.1902,0.3639,0.6346,0,0.206,0.0639,0.1295,0.3355,6.1635,27.0332,0.1342,0.3361,0,0.1102,0.12,0.2982,5.0543,43.3713,0.0161,0.0167,0.153
"B_241","6","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.0488,0,1.6022,0.4806,34.5874,2.0581,0.0196,0.0997,0,0,0.5885,0,0.1621,12.8512,2.8526,7.8623,0,1.7075,0.6172,0.1046,0.8369,0.1855,0.2855,1.2017,0,0.2177,0.0618,0.102,0.7385,4.7317,25.395,0.1045,0.3073,0,0.1097,0.1945,0.1255,4.2119,52.7864,0.1118,0.0337,0.2144
"B_242","6","Dock shrimp","Pandalus danae","SHRDOC","SC",0.293,0,2.461,1.9561,29.4775,4.9428,0.0017,0.1188,0,0,2.1147,0,1.2605,9.9253,5.5279,8.4135,0,3.1295,1.1128,0.1976,0.3109,0.2936,0.7756,0.9944,0,0.3757,0.1304,0.1315,0.3796,4.084,39.4197,0.2228,0.3065,0,0.0496,0.812,0.3614,4.0824,22.7127,0.1214,0.1584,0.7285
"B_244","6","Dock shrimp","Pandalus danae","SHRDOC","SC",0.1278,0,2.4058,2.9789,29.8452,4.4951,0.0098,0.1343,0,0,2.0797,0,2.0429,8.7143,5.2226,8.8151,0,3.3735,1.1915,0.1574,0.2218,0.2593,0.5071,0.279,0,0.303,0.1399,0.0899,0.2569,3.4848,37.277,0.1688,0.2689,0,0.0334,0.7316,0.1608,2.343,23.9232,0.0823,0.0687,0.354
"B_247","6","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.1803,0,1.1055,0.3489,25.4368,2.5631,0.0262,0.0932,0,0,0.6396,0,0.1194,12.4965,3.489,7.1114,0,1.8506,1.0897,0.1241,0.8464,0.1808,1.1499,0.9074,0,0.6059,0.1924,0.2766,0.8387,4.9071,35.2235,0.0658,0.2387,0,0.0818,0.616,0.9771,15.2057,32.4097,0.0622,0.088,0.4701
"B_248","6","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.0979,0,0.7025,0.3072,22.48,1.5272,0.0162,0.0404,0,0,0.5849,0,0.098,10.9739,2.8255,5.1515,0,1.6484,1.1794,0.1089,0.461,0.1225,0.8908,0.6929,0,0.6041,0.2204,0.2884,0.7481,5.5667,30.2421,0.0499,0.1689,0,0.0613,0.275,0.8044,13.9574,30.2983,0.041,0.0585,0.2888
"B_250","6","Dock shrimp","Pandalus danae","SHRDOC","SC",0.349,0,3.5706,1.2671,32.1229,5.5325,0.0118,0.1755,0,0,1.6499,0,0.61,9.6017,5.9289,9.3001,0,2.6286,0.6988,0.1493,0.4242,0.3223,0.6489,0.9119,0,0.2691,0.0807,0.1027,0.3969,3.9741,41.9687,0.2391,0.3614,0,0.0481,0.8116,0.2232,3.047,26.3256,0.1378,0.1839,0.7942
"B_251","6","Dock shrimp","Pandalus danae","SHRDOC","SC",0.1629,0,1.8727,0.7467,23.6175,3.3206,0.0047,0.043,0,0,0.9608,0,0.3082,6.0248,3.8565,6.5743,0,1.8765,0.6517,0.0869,0.178,0.158,0.3335,0.5,0,0.2866,0.0857,0.0545,0.2339,2.5611,27.9757,0.0989,0.1376,0,0.0293,0.3398,0.2506,2.8424,19.0105,0.0773,0.0846,0.4024
"B_254","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.2586,0.059,1.5799,0.8955,26.9859,2.614,0,0.0678,0,0,1.2881,0.0928,0.4907,9.3654,3.2229,6.12,0,1.3503,0.5744,0.1071,0,0.0857,1.6314,1.6888,0,0.2981,0.1327,0.2332,0.4806,8.4722,37.3874,0.0499,0,0.078,0.1992,0.3262,0.9212,9.7982,29.4573,0.092,0.125,0.477
"B_255","6","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.3267,0,1.3569,0.8121,22.8486,2.6055,0.0172,0.0451,0,0,1.0722,0,0.4649,7.5776,2.9782,6.544,0,0.8568,0.2481,0.096,0.1968,0.0848,1.7609,1.4176,0,0.1996,0.0684,0.1917,0.3187,6.9379,28.0946,0.0591,0.6618,0,0.1678,0.5632,0.7782,6.1538,27.1652,0.0992,0.187,0.5508
"B_256","6","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.3726,0,1.4627,0.7488,23.1616,2.8675,0.016,0.0728,0,0,0.9686,0,0.3298,6.9668,3.1566,5.8716,0,0.9745,0.2507,0.1131,0.242,0.0672,1.7413,1.2474,0,0.2294,0.0879,0.2174,0.3807,7.0823,30.1199,0.0409,0.5418,0,0.1802,0.5026,1.0635,7.4602,23.3812,0.1026,0.2081,0.6153
"B_259","7","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.2561,0,5.2556,0.7971,57.1973,0.7503,0,0.6082,0,0,1.1073,0,0.829,19.161,6.8343,26.7435,0,3.3808,1.7507,0.3845,2.82,0.3874,1.3058,3.426,0,1.1539,0.716,0.3216,1.5341,6.737,43.7433,0.3144,0.2203,0.7841,0.1449,0.6312,1.3077,12.9966,47.0438,0.237,0.1567,0.6985
"B_260","7","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.0337,0,0.6731,0.2964,25.9384,1.1605,0,0.0803,0,0,0.425,0,0.1731,9.6204,1.8084,4.253,0,1.0005,0.3049,0.0462,0.1946,0.1497,0.3051,0.6449,0,0.1775,0.0522,0.08,0.2577,4.33,22.2256,0.1096,0.0362,0.0459,0.076,0.0695,0.1723,3.8646,35.885,0.0187,0.0184,0.1486
"B_262","7","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.0801,0,0.4983,0.2578,17.3011,1.0007,0,0.0563,0,0,0.3929,0,0.2197,7.2543,1.9132,4.6287,0,0.9366,0.3563,0.0593,0.1542,0.0805,0.3968,0.3846,0,0.1525,0.0643,0.1144,0.3441,4.0758,21.3634,0.0144,0.0257,0.0356,0.0509,0.1694,0.321,9.0488,24.8496,0.0366,0.0432,0.214
"B_265","7","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.1058,0,0.8677,0.2995,18.381,1.308,0,0.0862,0,0,0.4876,0,0.3247,7.3089,1.9503,5.9094,0,0.7975,0.3627,0.035,0.3863,0.0595,0.5488,0.6935,0,0.1293,0.0549,0.0702,0.5364,2.9757,20.057,0.0117,0.0378,0.0343,0.0595,0.2932,0.2406,6.8834,27.646,0.0461,0.0657,0.2732
"B_266","7","Limpet","Lottia_sp","LIMPET","PC",0.3068,0,18.7753,1.2531,66.0558,26.8568,0,2.1376,0,0,0.619,0,0.3214,19.9709,23.8211,14.2319,0,9.4669,4.3071,2.5396,9.198,1.4564,18.2594,16.2208,0,2.8132,4.1908,2.6829,8.1351,17.5904,81.8461,0.7834,0.1042,6.6059,0.2027,1.3688,0.7997,12.9054,6.6803,1.3992,0.5693,0.5973
"B_267","7","Dock shrimp","Pandalus danae","SHRDOC","SC",0.2054,0,2.0706,0.7239,22.4069,3.3486,0,0.0994,0,0,0.9211,0,0.7055,6.1738,3.9816,6.6378,0,1.8789,0.713,0.0952,0.2183,0.1712,0.4531,0.5486,0,0.1739,0.0469,0.0693,0.2447,2.361,28.8739,0.1235,0.0231,0.0715,0.0296,0.7428,0.2638,1.7422,16.7582,0.0929,0.1021,0.5541
"B_268","7","Dock shrimp","Pandalus danae","SHRDOC","SC",0.1244,0,2.2604,0.6025,23.6655,2.9232,0,0.07,0,0,0.878,0,0.376,6.8878,3.7071,7.2923,0,2.3675,0.9399,0.0663,0.1758,0.1616,0.4587,0.5166,0,0.1728,0.0716,0.035,0.1726,2.4884,28.2157,0.0896,0.0197,0.0365,0.016,0.3646,0.0558,1.1421,17.0041,0.0763,0.0652,0.362
"B_270","7","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.0288,0,0.8755,0.2254,21.6928,1.1017,0,0.0544,0,0,0.3123,0,0.1008,8.0478,1.6745,3.7751,0,0.8562,0.2813,0.0423,0.3297,0.0731,0.1831,0.4751,0,0.1222,0.0405,0.0414,0.2357,2.6178,15.8981,0.0418,0.0281,0.0424,0.0543,0.206,0.1009,2.4452,34.4969,0.0306,0.0165,0.1175
"B_271","7","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.331,0,12.4267,0.9695,87.3395,2.1239,0,1.4773,0,0,1.0272,0,1.1818,21.2204,11.2708,47.9419,0,5.346,1.9768,0.7248,3.389,0.5892,6.1712,4.1667,0,1.3145,0.4831,0.4762,1.5373,7.064,55.744,0.3514,0.2445,0.8823,0.1207,1.0423,0.8589,10.637,37.0006,0.2084,0.1998,1.031
"B_273","7","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.2161,0,0.7735,0.5921,13.888,1.5211,0,0.082,0,0,0.5713,0,0.3479,4.7212,1.8645,2.6918,0,0.4985,0.1917,0.043,0.1485,0.0358,1.6195,0.8302,0,0.1129,0.0279,0.0512,0.14,3.1586,16.7289,0.0204,0.0474,0.0439,0.0499,0.1558,0.2139,2.6504,15.4405,0.0648,0.1285,0.4905
"B_274","7","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.0832,0,1.2696,0.412,20.8372,2.1584,0,0.1767,0,0,0.497,0,0.1444,6.2305,2.0371,3.6173,0,1.0423,0.4545,0.087,0.856,0.045,0.2923,0.2916,0,0.1156,0.0367,0.0476,0.2512,2.3728,19.6638,0.0347,0.0384,0.0134,0.0594,0.1178,0.0516,1.1471,29.518,0.1251,0.0608,0.2535
"B_276","7","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.1697,0,0.3936,0.2158,14.9443,0.8291,0,0.0173,0,0,0.3322,0,0.0851,6.0852,1.4533,3.963,0,0.5563,0.233,0.0161,0.0866,0.0278,0.5526,0.2863,0,0.1346,0.0467,0.0524,0.1554,2.4622,15.4638,0.0097,0.0136,0.0944,0.0234,0.0925,0.3277,4.5752,17.4209,0.0223,0.0664,0.4547
"B_277","7","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.0271,0,0.2192,0.0762,13.0032,0.3507,0,0.0083,0,0,0.162,0,0.0314,4.4237,1.1251,3.0648,0,0.2369,0.1462,0.009,0.1001,0.0168,0.094,0.1265,0,0.0496,0.0233,0.0255,0.1029,1.1016,7.3393,0.0041,0.0056,0.017,0.0093,0.0289,0.0635,1.7091,8.6878,0.0127,0.0139,0.0803
"B_278","7","Eelgrass diatoms","Diatoms","EELDIA","PP",0.0442,0,13.5217,0.7086,26.9068,14.0141,0,2.3026,1.9974,0,0.126,0,0.0398,2.0541,0.7206,1.6773,0,2.7117,0.8925,9.0047,3.6357,0.1504,0.1189,0.0775,0,0.0898,0.03,0.4002,0.4249,2.9842,21.8808,0.0753,0.0254,1.1283,0.1193,0.068,0.0299,0.4414,2.9302,0.2826,0.067,0.1193
"B_280","7","Eelgrass diatoms","Diatoms","EELDIA","PP",0.0669,0,12.2874,0.7194,23.5313,12.764,0,3.0114,2.3576,0,0.1566,0,0.042,2.4274,0.7292,1.4764,0,2.5742,1.0574,7.4673,3.7146,0.1855,0.1929,0.1234,0,0.1718,0.059,0.4023,0.6028,3.8209,24.39,0.1153,0.0322,0.6858,0.1795,0.0956,0.0436,0.6842,4.2184,0.2936,0.0883,0.1545
"B_281","7","Eelgrass diatoms","Diatoms","EELDIA","PP",0.0454,0,14.0128,0.7116,27.1595,14.2957,0,3.0482,2.2463,0,0.129,0,0.0527,2.0818,0.7325,1.7413,0,2.9623,0.8363,9.8213,3.8954,0.1701,0.1253,0.0736,0,0.1044,0.0331,0.5045,0.4985,3.3655,24.298,0.0906,0.0259,0.7978,0.1199,0.0567,0.0324,0.5456,3.0137,0.2806,0.066,0.1217
"B_284","7","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.1004,0,1.6055,0.3068,18.5487,2.7294,0,0.1377,0,0,0.4069,0,0.2384,8.3922,2.6637,6.6706,0,1.3557,0.7691,0.1267,1.2037,0.129,0.6078,0.9566,0,0.5372,0.3829,0.1854,0.8592,3.5661,19.3471,0.0644,0.0599,0.2989,0.1133,0.3941,0.696,7.5774,22.9962,0.0873,0.0601,0.3084
"B_285","7","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.0834,0,1.4782,0.3321,19.0471,2.3811,0,0.1241,0,0,0.416,0,0.217,8.981,2.3824,6.0699,0,1.3862,0.8214,0.0924,1.4558,0.145,0.4628,0.9191,0,0.4601,0.2906,0.151,1.0039,3.6882,18.075,0.0702,0.0816,0.1637,0.1264,0.4252,0.463,7.0353,29.9872,0.1007,0.0555,0.2735
"B_287","1","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.2144,0,1.6822,0.4255,35.41,3.6386,0,0.3352,0,0,0.666,0,0.3083,13.824,6.7655,25.8879,0,2.9791,1.0304,0.0997,1.7478,0.1315,0.3795,0.9196,0,0.4149,0.2069,0.1972,3.2442,3.368,16.2662,0.0916,0.2779,0.0091,0.2716,0,0.5822,13.9694,58.0987,0.1126,0.1691,0.5194
"B_288","7","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.1207,0,0.9233,0.2275,14.2975,1.0542,0,0.0803,0,0,0.3753,0,0.1548,7.1868,1.6527,5.5344,0,1.326,0.8772,0.0583,0.6771,0.0623,0.3554,0.5344,0,0.3252,0.1737,0.178,1.2634,3.2683,15.2989,0.0132,0.0355,0.0775,0.106,0.3088,0.4099,7.9021,22.1973,0.0553,0.0701,0.2898
"B_291","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.1479,0.0316,2.4502,0.5028,29.2162,6.1264,0,1.3764,0,0,0.7159,0.0549,0.1226,8.9733,4.7253,4.0735,0,2.462,0.9845,0.7469,0,0.1034,1.2831,0.9961,0,0.45,0.1283,0.2719,0.7773,4.3388,41.4938,0.0765,0,0.116,0.1307,0.8233,0.3445,8.7598,38.5581,0.1075,0.0963,0.3359
"B_292","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.2816,0.07,2.3375,0.6606,31.7349,3.5726,0,0.1526,0,0,0.7728,0.1563,0.2067,10.0823,3.4609,9.8486,0,2.3459,0.9129,0.139,0,0.128,1.4158,1.4088,0,0.6626,0.1708,0.1602,0.9251,5.0452,36.9266,0.0502,0,0.1575,0.1606,0.4678,0.7497,5.3022,40.5786,0.2153,0.1597,0.5698
"B_293","8","Dock shrimp","Pandalus danae","SHRDOC","SC",0.1673,0.073,2.3106,0.6522,30.6816,3.9645,0,0.0853,0,0,0.981,0,0.2898,7.3778,5.5886,9.5496,0,3.0918,0.8903,0.1058,0,0.2034,0.6013,0.6368,0,0.5811,0.1828,0.103,0.4424,2.3351,41.6861,0.1174,0.1388,0,0.034,0.7926,0.3794,3.5941,25.3204,0.0942,0.0877,0.4214
"B_294","8","Dock shrimp","Pandalus danae","SHRDOC","SC",0.0921,0.039,3.0577,0.6518,32.4389,4.0034,0,0.1019,0,0,0.9456,0,0.1855,8.3963,5.5891,8.8698,0,2.9812,0.5686,0.0889,0,0.3,0.5558,0.5456,0,0.4065,0.1205,0.0604,0.3419,2.1605,44.7467,0.1996,0.1596,0.003,0.0279,0.8167,0.231,2.4852,27.4512,0.0972,0.0589,0.2235
"B_295","8","Dock shrimp","Pandalus danae","SHRDOC","SC",0.1273,0.0693,2.6363,0.5531,30.0501,4.2153,0,0.1445,0,0,0.8315,0,0.2028,7.1741,5.4119,8.5758,0,2.6626,0.518,0.1276,0,0.1993,0.5654,0.5157,0,0.2678,0.058,0.0623,0.3859,1.822,41.7725,0.1213,0.1941,0,0.0343,1.4204,0.1174,1.3923,24.4906,0.0722,0.0616,0.332
"B_296","8","Red rock crab","Cancer productus","CRBRR","SC",0.4047,0.1637,0.3789,0.5742,19.5005,4.5478,0,0.0333,0,0,0.8595,0.0075,0.3446,8.3499,3.3061,7.4278,0,1.424,0.2484,0.0952,0,0.4212,1.8063,0.9719,0,1.1992,0.1776,0.1022,0.1827,8.0652,47.5979,0.3816,0.2913,0,0.0631,0.8712,0.27,2.2898,20.8662,0.0236,0.1716,0.9558
"B_299","8","Red rock crab","Cancer productus","CRBRR","SC",0.63,0.1824,0.3409,0.6353,18.5397,4.9971,0,0.0203,0,0,0.8024,0.0109,0.4891,6.8723,2.4422,5.7632,0,1.1501,0.3064,0.0639,0,0.2941,1.4863,0.7525,0,0.8598,0.1238,0.0687,0.1367,5.6983,42.7824,0.2956,0.0536,0,0.0625,0.9667,0.2184,2.0587,20.7819,0.0356,0.2255,1.5732
"B_301","8","Red rock crab","Cancer productus","CRBRR","SC",0.4403,0.104,0.2319,0.4065,18.8165,5.4637,0,0.0195,0,0,0.506,0.0111,0.3832,6.3007,2.9402,6.2355,0,1.0396,0.2271,0.0348,0,0.275,0.5981,0.6163,0,0.8435,0.0919,0.0327,0.0754,3.4901,47.4842,0.2619,0.0866,0,0.0246,0.4391,0.1608,1.2771,21.1346,0.0115,0.1225,0.9322
"B_302","8","Graceful crab","Metacarcinus gracilis","CRBDUN","SC",0.5327,0.1461,0.267,0.675,16.469,2.8979,0,0,0,0,1.4054,0.0238,0.6366,9.8734,3.095,5.6014,0,1.5552,0.5665,0.0384,0,0.4899,0.7068,0.8942,0,1.4673,0.3473,0.0819,0.1734,5.5576,40.7581,0.5136,0.1646,0,0.053,0.3281,0.6921,5.0846,17.9539,0.0483,0.1746,1.0382
"B_304","8","Red rock crab","Cancer productus","CRBRR","SC",0.4628,0.1378,0.4769,0.7713,18.2899,4.3774,0,0.0422,0,0,1.0507,0.0131,0.7195,8.3627,3.7305,5.2955,0,1.0668,0.2158,0.045,0,0.3589,1.3816,0.8104,0,0.7979,0.0881,0.0776,0.136,4.3292,48.4552,0.4883,0.0745,1e-04,0.0314,0.8253,0.1521,1.8186,17.3706,0.0191,0.1565,1.0205
"B_305","8","Red rock crab","Cancer productus","CRBRR","SC",0.3572,0.1108,0.2251,0.2767,14.8896,4.2421,0,0.0162,0,0,0.4472,0.0063,0.4106,6.2972,1.9468,4.9902,0,0.7019,0.1558,0.0311,0,0.3196,0.4804,0.5324,0,0.7703,0.0679,0.0358,0.0621,4.188,40.6597,0.4501,0.2221,0,0.0244,0.5291,0.1889,1.2679,16.2305,0.01,0.0778,0.7445
"B_307","8","Graceful crab","Metacarcinus gracilis","CRBDUN","SC",1.0426,0.1849,0.5368,2.3203,21.722,5.2066,0,0,0,0,2.3141,0.0333,2.6649,6.938,2.4846,5.7103,0,1.2644,0.249,0.1082,0,0.299,1.6469,1.4626,0,0.6367,0.0685,0.1213,0.2189,7.7501,47.0293,0.3045,0,0,0.0858,1.2935,0.4495,5.7941,20.178,0.0428,0.3946,1.6183
"B_308","8","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.1252,0.0708,4.9436,0.6994,51.9999,6.5526,0,0.5029,0,0,0.7819,0.1181,0.1967,19.0885,5.4556,19.5332,0,4.2155,1.273,0.3185,0,0.3752,1.2345,3.0421,0,0.7421,0.2025,0.2618,1.4728,6.5406,39.7679,0.2717,0.048,0.5153,0.1697,0.6525,0.6798,11.3335,61.3607,0.2637,0.0786,0.4127
"B_310","8","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.1102,0.0591,0.7673,0.2562,31.4143,2.1305,0,0.0572,0,0,0.5184,0.0622,0.1128,14.2651,3.5394,8.223,0,1.7223,0.561,0.0719,0,0.1466,0.5946,1.0397,0,0.6286,0.3002,0.2007,1.0735,5.5748,32.1372,0.0812,0.0793,0.134,0.1594,0.5662,0.6985,9.7941,51.6687,0.0365,0.0504,0.323
"B_315","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.267,0.0905,2.8424,0.776,35.8754,6.7278,0,0.3112,0,0,1.1826,0.0658,0.448,13.3898,5.8247,11.7535,0,3.4996,2.2478,0.2381,0,0.1382,1.7626,2.6389,0,2.6509,1.5125,0.4845,1.248,5.6993,51.1592,0.075,0,0.8868,0.1382,0.5601,2.9139,21.2458,22.0085,0.1452,0.1559,0.6257
"B_317","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.3071,0.0858,1.5795,0.7321,26.9104,3.4565,0,0.2245,0,0,1.1014,0.1147,0.2789,10.9878,4.3499,6.0641,0,2.487,0.9418,0.2339,0,0.1465,1.7625,1.6089,0,1.1692,0.3798,0.3131,0.6925,5.8636,38.722,0.0657,0,0.2014,0.1679,0.4598,1.4011,9.9121,37.6931,0.1439,0.1751,0.6335
"B_318","8","Eelgrass diatoms","Diatoms","EELDIA","PP",0.0239,0,19.7012,0.5486,33.2899,22.0663,0,5.5833,2.4248,10.0557,0.1199,0,0.0444,1.8387,0.7174,1.572,0,3.2612,1.0994,8.6671,0,0.1732,0.088,0.1323,0,0.0689,0.0365,0.3494,0.5756,2.532,48.3539,0.1984,0.126,0.5181,0.0782,0.2699,0.038,0.8074,2.9295,0.214,0,0.0842
"B_319","8","Eelgrass diatoms","Diatoms","EELDIA","PP",0.034,0,18.0538,0.4995,31.2741,20.9528,0,5.7766,2.4979,9.8599,0.1424,0,0.0438,2.1459,0.8268,1.6579,0,3.3929,1.4017,7.1118,0,0.2225,0.1707,0.2315,0,0.1334,0.0665,0.3184,0.5944,3.1613,45.9358,0.233,0.2356,0.329,0.0556,0.056,0.0356,0.7532,2.974,0.2,0,0.1289
"B_320","8","Dock shrimp","Pandalus danae","SHRDOC","SC",0.2398,0.0794,2.0577,0.6214,29.0228,3.9818,0,0.0878,0,0,1.0681,0,0.3241,7.5994,5.0389,7.6687,0,3.2853,0.8408,0.1098,0,0.2214,0.4259,0.5581,0,0.4516,0.1517,0.0683,0.34,2.4878,38.6461,0.1515,0.2616,0,0.035,0.5643,0.3285,3.3156,23.739,0.1096,0.1116,0.5607
"B_321","8","Dock shrimp","Pandalus danae","SHRDOC","SC",0.2389,0.1296,2.7547,0.9471,35.9489,4.3841,0,0.0816,0,0,1.3723,0,0.3653,9.5178,6.6849,9.7132,0,3.8181,0.8479,0.2008,0,0.2502,0.8206,0.9961,0,0.5779,0.1398,0.103,0.4304,3.6834,46.9689,0.1424,0,0.015,0.0398,0.8429,0.2687,3.0127,31.8725,0.1117,0.1221,0.6198
"B_322","8","Dock shrimp","Pandalus danae","SHRDOC","SC",0.1245,0.0773,3.619,0.7464,34.0441,5.7651,0,0.1583,0,0,1.2806,0,0.2816,9.9821,6.2822,9.9119,0,3.419,0.9913,0.1816,0,0.2497,0.7883,0.907,0,0.5542,0.2296,0.0946,0.4419,2.8131,47.988,0.1578,0,0,0.0429,1.3819,0.3394,5.3092,26.167,0.0777,0.0656,0.3614
"B_325","8","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.0536,0.0463,0.9961,0.2637,36.5743,2.0898,0,0.1417,0,0,0.5587,0.0382,0.11,14.8281,2.9975,7.4434,0,1.797,0.3658,0.1084,0,0.204,0.4582,0.8135,0,0.2438,0.0758,0.175,0.5474,6.9618,34.9132,0.1925,0,0.0359,0.1628,0.4817,0.2711,6.4099,53.9874,0.0408,0.0274,0.2262
"B_326","8","Shiner perch","Cymatogaster aggregata","PERCHSH","SC",0.1608,0.0714,1.0634,0.3086,31.3554,2.4374,0,0.1591,0,0,0.6203,0.046,0.1782,13.5695,3.3641,6.7445,0,1.5088,0.3368,0.0853,0,0.16,0.7388,1.1095,0,0.4614,0.1704,0.2243,0.6144,5.9103,31.9945,0.1036,0,0.1282,0.1579,0.7591,0.8669,10.5982,51.3854,0.039,0.0425,0.3107
"B_330","8","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.2523,0.0718,0.7089,0.686,24.7168,1.6508,0,0.0855,0,0,1.0904,0.1221,0.4225,11.787,2.8875,6.7998,0,1.2359,0.5017,0.065,0,0.1222,0.694,0.8931,0,0.3347,0.1064,0.1633,0.8767,3.8738,26.0858,0.0315,0,0,0.1628,0.301,0.4103,10.4969,50.474,0.0861,0.1178,0.558
"B_331","8","Staghorn sculpin","Leptocottus armatus","SCULPSTG","SC",0.4247,0.1075,1.098,1.2545,27.4006,2.6232,0,0.2305,0,0,1.5319,0.1456,0.9236,13.6358,3.7529,7.2459,0,1.4685,0.5829,0.1557,0,0.1527,1.1961,1.4907,0,0.4745,0.1371,0.2144,0.9669,5.0334,33.34,0.0364,0,0,0.1695,0.4582,0.5715,11.2574,55.9961,0.1336,0.1824,0.82
"B_333","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.3501,0.0816,1.4016,1.1487,27.3962,3.4853,0,0.2393,0,0,1.4675,0.1017,0.5664,11.0112,4.2163,5.5683,0,1.3947,0.5001,0.1686,0,0.1398,1.6975,1.9584,0,0.5322,0.1657,0.2746,0.6234,7.2596,40.4002,0.0863,0,0.1709,0.216,0.511,1.2066,11.3158,30.7677,0.1405,0.1648,0.6617
"B_335","8","Snake prickleback","Lumpenus sagitta","PRICKSN","SC",0.6598,0.1354,2.424,1.2624,32.1579,4.7423,0,0.3437,0,0,1.7746,0.1124,0.4965,12.9984,7.2257,6.2248,0,2.5282,1.4424,0.3003,0,0.214,3.0136,2.6653,0,1.0104,0.3224,0.4586,0.984,11.2193,46.4968,0.1371,0,0.4938,0.208,0.5246,1.4369,12.7318,30.4886,0.2911,0.314,1.0271
"B_339","8","Eelgrass diatoms","Diatoms","EELDIA","PP",0.0339,1e-04,12.1338,0.6748,30.6221,21.9192,0,3.4636,1.9503,4.3461,0.1547,0,0.105,2.1448,1.3536,1.5711,0,1.8871,1.1983,1.6357,0,0.3157,0.098,0.1716,0,0.0494,0.0317,0.1965,0.5625,2.1631,27.2553,0.2228,0.16,0.0308,0.0338,0.0398,0.0148,0.4143,2.5876,0.2754,0,0.0652
"B_340","8","Eelgrass diatoms","Diatoms","EELDIA","PP",0.0365,0,12.3589,0.7511,28.5786,20.911,0,3.5399,2.6403,4.3799,0.14,0,0.1189,2.1624,0.9983,1.6257,0,1.8091,1.2055,1.5568,0,0.2184,0.1169,0.2026,0,0.053,0.0255,0.1675,0.6158,1.8557,28.8623,0.251,0.0416,0,0.0534,0.0872,0.0208,0.563,3.4429,0.2917,0,0.0787
