"","site_code","site_name","latitude_N","longitude_E","date_MMDDYY","date_YYYYMMDD","trans_type","trans_bin","trans_m","pit_bin","sed1_type","sed2_type","sed1_no","sed2_no","sed_avg_no"
"389","L_06_a","Farallon Bay a",55.19112,-133.105314,"7/22/2013",20170723,"Outside",9,90,0,"Sand","Gravel",4,7,5.5
"390","L_06_a","Farallon Bay a",55.19112,-133.105314,"7/22/2013",20170723,"Outside",10,100,0,"Gravel","Sand",7,4,5.5
"391","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",1,10,0,"Muddy Sand","Gravel",3,7,5
"392","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",2,20,0,"Muddy Sand","Gravel",3,7,5
"393","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",3,30,0,"Sandy mud","Gravel",2,7,4.5
"394","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",4,40,1,"Sandy mud","Gravel",2,7,4.5
"395","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",5,50,0,"Muddy Sand","Muddy Sand",3,3,3
"396","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",6,60,0,"Sand","Muddy Sand",4,3,3.5
"397","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",7,70,0,"Muddy Sand","Gravel",3,7,5
"398","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",8,80,0,"Sandy mud","Gravel",2,7,4.5
"399","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",9,90,0,"Sandy mud","Gravel",2,7,4.5
"400","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Edge",10,100,0,"Sandy mud","Gravel",2,7,4.5
"401","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",1,10,0,"Sand","Gravel",4,7,5.5
"402","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",2,20,0,"Gravel","Sand",7,4,5.5
"403","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",3,30,0,"Sandy mud","Gravel",2,7,4.5
"404","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",4,40,0,"Sand","Sand",4,4,4
"405","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",5,50,0,"Muddy Sand","Mud",3,1,2
"406","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",6,60,0,"Sand","Muddy Sand",4,3,3.5
"407","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",7,70,0,"Sand","Pebble",4,6,5
"408","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",8,80,0,"Cobble","Pebble",8,6,7
"409","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",9,90,0,"Cobble","Pebble",8,6,7
"410","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Inside",10,100,0,"Cobble","Pebble",8,6,7
"411","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",1,10,0,"Muddy Sand","Gravel",3,7,5
"412","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",2,20,0,"Muddy Sand","Gravel",3,7,5
"413","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",3,30,0,"Muddy Sand","Gravel",3,7,5
"414","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",4,40,1,"Muddy Sand","Gravel",3,7,5
"415","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",5,50,0,"Sandy mud","Gravel",2,7,4.5
"416","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",6,60,0,"Muddy Sand","Gravel",3,7,5
"417","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",7,70,0,"Sandy mud","Gravel",2,7,4.5
"418","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",8,80,0,"Sandy mud","Gravel",2,7,4.5
"419","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",9,90,1,"Sandy mud","Gravel",2,7,4.5
"420","L_07_a","Hetta Cove a",55.155625,-132.589934,"7/21/2013",20170723,"Outside",10,100,2,"Sandy mud","Gravel",2,7,4.5
"421","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",1,10,0,"Sand","Sand",4,4,4
"422","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",2,20,2,"Sand","Sand",4,4,4
"423","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",3,30,0,"Sand","Sand",4,4,4
"424","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",4,40,0,"Sand","Sand",4,4,4
"425","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",5,50,0,"Sand","Cobble",4,8,6
"426","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",6,60,0,"Sand","Cobble",4,8,6
"427","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",7,70,1,"Sand","Gravel",4,7,5.5
"428","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",8,80,0,"Sand","Sand",4,4,4
"429","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",9,90,0,"Muddy Sand","Mud",3,1,2
"430","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Edge",10,100,0,"Sand","Muddy Sand",4,3,3.5
"431","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",1,10,1,"Sand","Sand",4,4,4
"432","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",2,20,1,"Sand","Sand",4,4,4
"433","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",3,30,2,"Sand","Sand",4,4,4
"434","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",4,40,0,"Muddy Sand","Muddy Sand",3,3,3
"435","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",5,50,0,"Muddy Sand","Muddy Sand",3,3,3
"436","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",6,60,0,"Muddy Sand","Sand",3,4,3.5
"437","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",7,70,0,"Muddy Sand","Muddy Sand",3,3,3
"438","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",8,80,0,"Muddy Sand","Muddy Sand",3,3,3
"439","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",9,90,0,"Muddy Sand","Muddy Sand",3,3,3
"440","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Inside",10,100,1,"Muddy Sand","Sand",3,4,3.5
"441","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",1,10,0,"Sand","Gravel",4,7,5.5
"442","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",2,20,0,"Sand","Gravel",4,7,5.5
"443","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",3,30,0,"Cobble","Sand",8,4,6
"444","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",4,40,0,"Cobble","Sand",8,4,6
"445","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",5,50,0,"Cobble","Sand",8,4,6
"446","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",6,60,0,"Cobble","Sand",8,4,6
"447","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",7,70,0,"Cobble","Sand",8,4,6
"448","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",8,80,0,"Sand","Gravel",4,7,5.5
"449","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",9,90,0,"Gravel","Sand",7,4,5.5
"450","M_02_a","N Fish Egg Island a",55.49709,-133.17,"7/20/2013",20170721,"Outside",10,100,0,"Cobble","Gravel",8,7,7.5
"451","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",1,10,0,"Muddy Sand","Gravel",3,7,5
"452","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",2,20,1,"Muddy Sand","Gravel",3,7,5
"453","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",3,30,2,"Muddy Sand","Cobble",3,8,5.5
"454","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",4,40,0,"Sand","Cobble",4,8,6
"455","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",5,50,0,"Sand","Gravel",4,7,5.5
"456","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",6,60,0,"Sand","Gravel",4,7,5.5
"457","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",7,70,0,"Gravel","Sand",7,4,5.5
"458","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",8,80,0,"Gravel","Sand",7,4,5.5
"459","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",9,90,4,"Gravel","Sand",7,4,5.5
"460","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Edge",10,100,15,"Gravel","Sand",7,4,5.5
"461","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",1,10,8,"Muddy Sand","Sand",3,4,3.5
"462","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",2,20,7,"Muddy Sand","Sand",3,4,3.5
"463","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",3,30,9,"Muddy Sand","Sand",3,4,3.5
"464","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",4,40,13,"Muddy Sand","Sand",3,4,3.5
"465","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",5,50,15,"Sand","Sand",4,4,4
"466","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",6,60,12,"Sand","Sand",4,4,4
"467","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",7,70,7,"Sand","Sand",4,4,4
"468","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",8,80,8,"Sand","Sand",4,4,4
"469","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",9,90,12,"Muddy Sand","Sand",3,4,3.5
"470","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Inside",10,100,15,"Muddy Sand","Sand",3,4,3.5
"471","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",1,10,2,"Muddy Sand","Cobble",3,8,5.5
"472","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",2,20,2,"Muddy Sand","Cobble",3,8,5.5
"473","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",3,30,1,"Muddy Sand","Cobble",3,8,5.5
"474","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",4,40,3,"Sand","Cobble",4,8,6
"475","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",5,50,2,"Sand","Muddy Sand",4,3,3.5
"476","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",6,60,11,"Sand","Gravel",4,7,5.5
"477","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",7,70,5,"Muddy Sand","Gravel",3,7,5
"478","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",8,80,5,"Muddy Sand","Gravel",3,7,5
"479","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",9,90,17,"Muddy Sand","Gravel",3,7,5
"480","M_03_a","S Fish Egg Island a",-133.174447,55.485687,"7/20/2013",20170721,"Outside",10,100,14,"Sand","Gravel",4,7,5.5
"481","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",1,10,3,"Muddy Sand","Muddy Sand",3,3,3
"482","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",2,20,2,"Sandy mud","Sandy mud",2,2,2
"483","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",3,30,1,"Muddy Sand","Sandy mud",3,2,2.5
"484","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",4,40,4,"Muddy Sand","Sandy mud",3,2,2.5
"485","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",5,50,0,"Muddy Sand","Sandy mud",3,2,2.5
"486","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",6,60,2,"Muddy Sand","Sandy mud",3,2,2.5
"487","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",7,70,1,"Muddy Sand","Sandy mud",3,2,2.5
"488","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",8,80,0,"Sandy mud","Sandy mud",2,2,2
"489","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",9,90,0,"Muddy Sand","Muddy Sand",3,3,3
"490","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Edge",10,100,0,"Muddy Sand","Gravel",3,7,5
"491","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",1,10,2,"Mud","Mud",1,1,1
"492","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",2,20,0,"Mud","Mud",1,1,1
"493","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",3,30,0,"Mud","Mud",1,1,1
"494","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",4,40,0,"Mud","Mud",1,1,1
"495","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",5,50,3,"Mud","Mud",1,1,1
"496","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",6,60,0,"Mud","Mud",1,1,1
"497","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",7,70,0,"Mud","Mud",1,1,1
"498","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",8,80,0,"Mud","Mud",1,1,1
"499","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",9,90,0,"Mud","Mud",1,1,1
"500","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Inside",10,100,0,"Mud","Mud",1,1,1
"501","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",1,10,5,"Muddy Sand","Muddy sand",3,3,3
"502","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",2,20,1,"Sandy mud","Muddy sand",2,3,2.5
"503","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",3,30,5,"Sandy mud","Mud",2,1,1.5
"504","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",4,40,4,"Sandy mud","Sandy mud",2,2,2
"505","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",5,50,5,"Sandy mud","Gravel",2,7,4.5
"506","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",6,60,11,"Sandy mud","Gravel",2,7,4.5
"507","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",7,70,2,"Sandy mud","Gravel",2,7,4.5
"508","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",8,80,0,"Sandy mud","Sandy mud",2,2,2
"509","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",9,90,0,"Muddy Sand","Gravel",3,7,5
"510","M_04_a","S Wadleigh Island a",55.52904,-133.147,"7/11/13",20170712,"Outside",10,100,0,"Muddy Sand","Gravel",3,7,5
"511","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",1,10,3,"Muddy Sand","Gravel",3,7,5
"512","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",2,20,4,"Muddy Sand","Gravel",3,7,5
"513","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",3,30,1,"Muddy Sand","Gravel",3,7,5
"514","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",4,40,1,"Sandy mud","Gravel",2,7,4.5
"515","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",5,50,1,"Muddy Sand","Gravel",3,7,5
"516","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",6,60,0,"Muddy Sand","Gravel",3,7,5
"517","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",7,70,0,"Sandy mud","Gravel",2,7,4.5
"518","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",8,80,0,"Muddy Sand","Gravel",3,7,5
"519","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",9,90,0,"Muddy Sand","Gravel",3,7,5
"520","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Edge",10,100,0,"Muddy Sand","Gravel",3,7,5
"521","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",1,10,0,"Mud","Mud",1,1,1
"522","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",2,20,0,"Mud","Mud",1,1,1
"523","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",3,30,0,"Mud","Mud",1,1,1
"524","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",4,40,1,"Mud","Mud",1,1,1
"525","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",5,50,0,"Mud","Mud",1,1,1
"526","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",6,60,0,"Mud","Mud",1,1,1
"527","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",7,70,0,"Mud","Mud",1,1,1
"528","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",8,80,0,"Mud","Mud",1,1,1
"529","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",9,90,0,"Mud","Mud",1,1,1
"530","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Inside",10,100,0,"Mud","Mud",1,1,1
"531","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",1,10,0,"Sand","Gravel",4,7,5.5
"532","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",2,20,0,"Sand","Gravel",4,7,5.5
"533","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",3,30,0,"Sand","Gravel",4,7,5.5
"534","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",4,40,0,"Sand","Gravel",4,7,5.5
"535","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",5,50,0,"Sand","Gravel",4,7,5.5
"536","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",6,60,0,"Sand","Gravel",4,7,5.5
"537","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",7,70,0,"Sand","Gravel",4,7,5.5
"538","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",8,80,0,"Sand","Gravel",4,7,5.5
"539","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",9,90,0,"Sand","Gravel",4,7,5.5
"540","M_05_a","Shinaku Inlet a",-133.160431,55.599083,"7/11/13",20170712,"Outside",10,100,0,"Sand","Gravel",4,7,5.5
"541","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",1,10,0,"Sand","Cobble",4,8,6
"542","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",2,20,0,"Sand","Cobble",4,8,6
"543","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",3,30,0,"Sand","Cobble",4,8,6
"544","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",4,40,0,"Sand","Sand",4,4,4
"545","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",5,50,0,"Sand","Sand",4,4,4
"546","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",6,60,0,"Sand","Sand",4,4,4
"547","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",7,70,0,"Sand","Sand",4,4,4
"548","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",8,80,0,"Gravel","Sand",7,4,5.5
"549","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",9,90,0,"Gravel","Sand",7,4,5.5
"550","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Edge",10,100,0,"Gravel","Sand",7,4,5.5
"551","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",1,10,0,"Coarse Sand","Cobble",5,8,6.5
"552","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",2,20,0,"Coarse Sand","Cobble",5,8,6.5
"553","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",3,30,0,"Coarse Sand","Cobble",5,8,6.5
"554","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",4,40,0,"Coarse Sand","Gravel",5,7,6
"555","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",5,50,0,"Coarse Sand","Gravel",5,7,6
"556","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",6,60,0,"Sand","Pebble",4,6,5
"557","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",7,70,0,"Sand","Gravel",4,7,5.5
"558","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",8,80,0,"Sand","Gravel",4,7,5.5
"559","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",9,90,0,"Coarse Sand","Cobble",5,8,6.5
"560","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Inside",10,100,0,"Coarse Sand","Gravel",5,7,6
"561","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",1,10,0,"Coarse Sand","Cobble",5,8,6.5
"562","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",2,20,0,"Coarse Sand","Cobble",5,8,6.5
"563","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",3,30,0,"Coarse Sand","Cobble",5,8,6.5
"564","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",4,40,0,"Coarse Sand","Cobble",5,8,6.5
"565","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",5,50,0,"Coarse Sand","Gravel",5,7,6
"566","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",6,60,0,"Sand","Gravel",4,7,5.5
"567","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",7,70,0,"Sand","Gravel",4,7,5.5
"568","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",8,80,0,"Coarse Sand","Gravel",5,7,6
"569","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",9,90,0,"Coarse Sand","Gravel",5,7,6
"570","M_06_a","Tracadera Bay a",55.344914,-133.0011,"8/20/2013",20170821,"Outside",10,100,1,"Coarse Sand","Gravel",5,7,6
"571","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",1,10,0,"Sand","Gravel",4,7,5.5
"572","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",2,20,1,"Sand","Gravel",4,7,5.5
"573","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",3,30,1,"Sand","Gravel",4,7,5.5
"574","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",4,40,5,"Muddy Sand","Gravel",3,7,5
"575","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",5,50,2,"Muddy Sand","Gravel",3,7,5
"576","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",6,60,6,"Muddy Sand","Pebble",3,6,4.5
"577","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",7,70,4,"Muddy Sand","Pebble",3,6,4.5
"578","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",8,80,2,"Muddy Sand","Gravel",3,7,5
"579","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",9,90,4,"Muddy Sand","Gravel",3,7,5
"580","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Edge",10,100,1,"Muddy Sand","Muddy Sand",3,3,3
"581","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Inside",1,10,0,"Sand","Gravel",4,7,5.5
"582","M_07_a","Garcia Bay a",55.552669,-133.431392,"7/25/2013",20170726,"Inside",2,20,1,"Muddy Sand","Gravel",3,7,5
