region,site_name,latitude_N,longitude_E,date_DDMMYY,year,replicate,n_otter
"west prince of wales island, alaska",Farallon Bay,55.19112,-133.105314,25/7/17,2017,1,0
"west prince of wales island, alaska",Farallon Bay,55.19112,-133.105314,20/8/17,2017,2,0
"west prince of wales island, alaska",Garcia Cove,55.568992,-133.385819,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.564701,-133.396118,26/7/17,2017,1,3
"west prince of wales island, alaska",Garcia Cove,55.572803,-133.428833,26/7/17,2017,1,2
"west prince of wales island, alaska",Garcia Cove,55.56831,-133.431259,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.569275,-133.441177,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.567822,-133.443787,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.565426,-133.432602,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.567451,-133.452927,26/7/17,2017,1,6
"west prince of wales island, alaska",Garcia Cove,55.566513,-133.456131,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.562248,-133.456619,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.557133,-133.458572,26/7/17,2017,1,2
"west prince of wales island, alaska",Garcia Cove,55.558895,-133.45137,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.55022,-133.458191,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.548729,-133.456482,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.554329,-133.466125,26/7/17,2017,1,1
"west prince of wales island, alaska",Garcia Cove,55.547607,-133.459183,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.546917,-133.45842,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.5457,-133.457352,19/8/17,2017,2,9
"west prince of wales island, alaska",Garcia Cove,55.544029,-133.458084,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.542931,-133.460953,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.543438,-133.462982,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.563354,-133.449188,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.564201,-133.45285,19/8/17,2017,2,7
"west prince of wales island, alaska",Garcia Cove,55.576454,-133.465302,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.563843,-133.427475,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.574669,-133.424988,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.577259,-133.413406,19/8/17,2017,2,1
"west prince of wales island, alaska",Garcia Cove,55.571144,-133.408615,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.572372,-133.417526,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.573215,-133.436829,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.569866,-133.42598,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.563629,-133.430984,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.561798,-133.434387,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.563274,-133.441254,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.56382,-133.447556,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.564392,-133.446381,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.565678,-133.451477,23/5/18,2018,1,23
"west prince of wales island, alaska",Garcia Cove,55.569313,-133.448288,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.56546,-133.457382,23/5/18,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.558716,-133.456207,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.557762,-133.457825,23/5/18,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.558914,-133.460007,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.552109,-133.460037,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.553585,-133.457657,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.550152,-133.457825,23/5/18,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.546383,-133.451538,23/5/18,2018,1,2
"west prince of wales island, alaska",Garcia Cove,55.550697,-133.449249,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.565861,-133.468246,23/5/18,2018,1,1
"west prince of wales island, alaska",Garcia Cove,55.571682,-133.409592,25/7/18,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.570847,-133.422546,25/7/18,2018,2,2
"west prince of wales island, alaska",Garcia Cove,55.569324,-133.428253,25/7/18,2018,2,2
"west prince of wales island, alaska",Garcia Cove,55.555939,-133.431931,25/7/18,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.566093,-133.450928,25/7/18,2018,2,3
"west prince of wales island, alaska",Garcia Cove,55.562099,-133.44899,25/7/18,2018,2,4
"west prince of wales island, alaska",Garcia Cove,55.557812,-133.450455,25/7/18,2018,2,2
"west prince of wales island, alaska",Garcia Cove,55.553936,-133.452713,25/7/18,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.551888,-133.450424,25/7/18,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.549713,-133.452103,25/7/18,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.550552,-133.457184,25/7/18,2018,2,8
"west prince of wales island, alaska",Garcia Cove,55.54958,-133.446945,25/7/18,2018,2,1
"west prince of wales island, alaska",Garcia Cove,55.546345,-133.45462,25/7/18,2018,2,11
"west prince of wales island, alaska",Goat Mouth Inlet,55.19286,-132.9,27/6/17,2017,1,0
"west prince of wales island, alaska",Goat Mouth Inlet,55.19286,-132.9,22/7/17,2017,2,0
"west prince of wales island, alaska",Goat Mouth Inlet,55.19286,-132.9,12/6/18,2018,1,0
"west prince of wales island, alaska",Goat Mouth Inlet,55.19286,-132.9,26/7/18,2018,2,0
"west prince of wales island, alaska",Guktu Cove 1,55.766502,-133.318039,21/7/17,2017,1,16
"west prince of wales island, alaska",Guktu Cove 1,55.765156,-133.318375,21/7/17,2017,1,10
"west prince of wales island, alaska",Guktu Cove 1,55.765476,-133.328369,21/7/17,2017,1,1
"west prince of wales island, alaska",Guktu Cove 1,55.764671,-133.265076,18/8/17,2017,2,25
"west prince of wales island, alaska",Guktu Cove 1,55.759293,-133.261353,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.759048,-133.258179,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.75481,-133.260727,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.751282,-133.268631,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.752544,-133.262253,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.749714,-133.269119,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.750175,-133.264343,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.754292,-133.273926,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.746658,-133.281616,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.752186,-133.285675,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.745209,-133.284378,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.743504,-133.285858,18/8/17,2017,2,2
"west prince of wales island, alaska",Guktu Cove 1,55.755043,-133.287903,18/8/17,2017,2,6
"west prince of wales island, alaska",Guktu Cove 1,55.76012,-133.280289,18/8/17,2017,2,18
"west prince of wales island, alaska",Guktu Cove 1,55.759949,-133.283997,18/8/17,2017,2,2
"west prince of wales island, alaska",Guktu Cove 1,55.766926,-133.289566,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.764164,-133.295959,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.759823,-133.298492,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.756977,-133.293304,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.751614,-133.296783,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.755219,-133.303772,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.748077,-133.301758,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.754513,-133.305008,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.756649,-133.311096,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.759247,-133.305649,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.753021,-133.303375,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.750942,-133.305191,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.748508,-133.307907,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.749886,-133.3125,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.750347,-133.30777,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.746841,-133.307831,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.745411,-133.30928,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.747749,-133.303101,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.741943,-133.312759,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.763676,-133.318344,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.763279,-133.317429,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.765293,-133.315887,18/8/17,2017,2,15
"west prince of wales island, alaska",Guktu Cove 1,55.762077,-133.307022,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 1,55.767059,-133.31839,18/8/17,2017,2,5
"west prince of wales island, alaska",Guktu Cove 1,55.761868,-133.329453,18/8/17,2017,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.761986,-133.327209,6/6/18,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.764294,-133.323639,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.768661,-133.326904,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.765911,-133.320877,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.770447,-133.312042,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.760326,-133.307114,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.767998,-133.311768,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.769699,-133.309067,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.767597,-133.300461,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.767147,-133.299179,6/6/18,2018,1,3
"west prince of wales island, alaska",Guktu Cove 2,55.764339,-133.300644,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.762115,-133.303635,6/6/18,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.758949,-133.308655,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.758083,-133.308044,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.751186,-133.288498,6/6/18,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.748653,-133.301529,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.75391,-133.299744,6/6/18,2018,1,2
"west prince of wales island, alaska",Guktu Cove 2,55.754585,-133.296021,6/6/18,2018,1,6
"west prince of wales island, alaska",Guktu Cove 2,55.75713,-133.300232,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.757771,-133.295471,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.759029,-133.290329,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.763535,-133.287292,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.761444,-133.281723,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.764179,-133.278687,6/6/18,2018,1,6
"west prince of wales island, alaska",Guktu Cove 2,55.761086,-133.274826,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.752193,-133.284683,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.746967,-133.276978,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.752132,-133.267273,6/6/18,2018,1,1
"west prince of wales island, alaska",Guktu Cove 2,55.750481,-133.262772,6/6/18,2018,1,3
"west prince of wales island, alaska",Guktu Cove 2,55.767433,-133.318695,31/7/18,2018,2,23
"west prince of wales island, alaska",Guktu Cove 2,55.769524,-133.310349,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.766155,-133.312088,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.761406,-133.304214,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.755524,-133.303299,31/7/18,2018,2,2
"west prince of wales island, alaska",Guktu Cove 2,55.752914,-133.301865,31/7/18,2018,2,3
"west prince of wales island, alaska",Guktu Cove 2,55.746338,-133.307251,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.754375,-133.300171,31/7/18,2018,2,27
"west prince of wales island, alaska",Guktu Cove 2,55.754162,-133.296967,31/7/18,2018,2,4
"west prince of wales island, alaska",Guktu Cove 2,55.750961,-133.291046,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.754528,-133.287582,31/7/18,2018,2,5
"west prince of wales island, alaska",Guktu Cove 2,55.755386,-133.290253,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.760189,-133.291687,31/7/18,2018,2,51
"west prince of wales island, alaska",Guktu Cove 2,55.76305,-133.284836,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.760532,-133.280762,31/7/18,2018,2,3
"west prince of wales island, alaska",Guktu Cove 2,55.759781,-133.283783,31/7/18,2018,2,1
"west prince of wales island, alaska",Guktu Cove 2,55.761009,-133.270859,31/7/18,2018,2,2
"west prince of wales island, alaska",Guktu Cove 2,55.747227,-133.26535,31/7/18,2018,2,2
"west prince of wales island, alaska",Guktu Cove 2,55.740803,-133.291962,31/7/18,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.848503,-133.195084,6/6/18,2018,1,3
"west prince of wales island, alaska",Hauti Island,55.849056,-133.190628,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.848515,-133.192307,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.843834,-133.180954,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.837101,-133.171738,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.848583,-133.17366,6/6/18,2018,1,2
"west prince of wales island, alaska",Hauti Island,55.853249,-133.171219,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.853832,-133.17511,6/6/18,2018,1,4
"west prince of wales island, alaska",Hauti Island,55.861637,-133.168777,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.858509,-133.169083,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.880466,-133.152298,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.884262,-133.170776,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.884251,-133.15889,6/6/18,2018,1,1
"west prince of wales island, alaska",Hauti Island,55.839386,-133.179855,31/7/18,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.844585,-133.188919,31/7/18,2018,2,7
"west prince of wales island, alaska",Hauti Island,55.849068,-133.193283,31/7/18,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.850529,-133.186752,31/7/18,2018,2,8
"west prince of wales island, alaska",Hauti Island,55.850952,-133.167786,31/7/18,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.847706,-133.168732,31/7/18,2018,2,3
"west prince of wales island, alaska",Hauti Island,55.84684,-133.164566,31/7/18,2018,2,2
"west prince of wales island, alaska",Hauti Island,55.847424,-133.173157,31/7/18,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.859211,-133.175888,31/7/18,2018,2,1
"west prince of wales island, alaska",Hauti Island,55.858982,-133.169327,31/7/18,2018,2,2
"west prince of wales island, alaska",Hauti Island,55.879932,-133.156769,31/7/18,2018,2,1
"west prince of wales island, alaska",Hetta Cove,55.155625,-132.589934,23/7/17,2017,1,0
"west prince of wales island, alaska",Hetta Cove,55.155625,-132.589934,11/8/17,2017,2,0
"west prince of wales island, alaska",Kaguk Cove,55.760426,-133.269135,25/6/17,2017,1,4
"west prince of wales island, alaska",Kaguk Cove,55.757675,-133.253143,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.757675,-133.264801,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.756676,-133.260513,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.755161,-133.257965,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.752285,-133.263245,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.750641,-133.257874,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.749557,-133.261475,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.749454,-133.2715,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.751717,-133.271133,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.752438,-133.279831,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.749382,-133.264328,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.747978,-133.286118,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.740875,-133.293808,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.743412,-133.292587,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.751457,-133.286469,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.754612,-133.281219,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.754566,-133.285217,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.752182,-133.275589,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.75948,-133.276764,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.764259,-133.265167,25/6/17,2017,1,25
"west prince of wales island, alaska",Kaguk Cove,55.760597,-133.280304,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.762501,-133.287262,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.761089,-133.288788,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.756905,-133.289474,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.753536,-133.292175,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.762825,-133.294571,25/6/17,2017,1,3
"west prince of wales island, alaska",Kaguk Cove,55.761433,-133.295059,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.768036,-133.300003,25/6/17,2017,1,12
"west prince of wales island, alaska",Kaguk Cove,55.755276,-133.298492,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.753643,-133.301453,25/6/17,2017,1,5
"west prince of wales island, alaska",Kaguk Cove,55.754459,-133.309357,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.751457,-133.307571,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.750187,-133.313324,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.751938,-133.312866,25/6/17,2017,1,1
"west prince of wales island, alaska",Kaguk Cove,55.747978,-133.305939,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.746971,-133.307648,25/6/17,2017,1,3
"west prince of wales island, alaska",Kaguk Cove,55.747959,-133.300583,25/6/17,2017,1,2
"west prince of wales island, alaska",Kaguk Cove,55.758522,-133.25975,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.75713,-133.261032,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.755348,-133.262329,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.752464,-133.264252,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.752899,-133.262894,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.75103,-133.261063,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.750156,-133.261398,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.747997,-133.266022,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.749001,-133.278717,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.746925,-133.27301,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.750114,-133.286118,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.744926,-133.283813,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.743008,-133.290237,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.739601,-133.291702,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.75832,-133.274307,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.759945,-133.276672,21/7/17,2017,2,3
"west prince of wales island, alaska",Kaguk Cove,55.758621,-133.28688,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.760052,-133.285828,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.762386,-133.28894,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.7626,-133.296799,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.760483,-133.296341,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.764252,-133.282669,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.757587,-133.30011,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.752853,-133.303757,21/7/17,2017,2,10
"west prince of wales island, alaska",Kaguk Cove,55.749382,-133.308884,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.750584,-133.307556,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.750519,-133.313934,21/7/17,2017,2,2
"west prince of wales island, alaska",Kaguk Cove,55.752209,-133.312943,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.748436,-133.314651,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.747025,-133.310104,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.746101,-133.312531,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.747623,-133.310287,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.743683,-133.314011,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.742737,-133.312454,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.757397,-133.308548,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.763309,-133.315231,21/7/17,2017,2,1
"west prince of wales island, alaska",Kaguk Cove,55.760326,-133.307114,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.762115,-133.303635,6/6/18,2018,1,2
"west prince of wales island, alaska",Kaguk Cove,55.758949,-133.308655,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.758083,-133.308044,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.751186,-133.288498,6/6/18,2018,1,2
"west prince of wales island, alaska",Kaguk Cove,55.748653,-133.301529,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.75391,-133.299744,6/6/18,2018,1,2
"west prince of wales island, alaska",Kaguk Cove,55.754585,-133.296021,6/6/18,2018,1,6
"west prince of wales island, alaska",Kaguk Cove,55.75713,-133.300232,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.757771,-133.295471,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.759029,-133.290329,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.763535,-133.287292,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.761444,-133.281723,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.764179,-133.278687,6/6/18,2018,1,6
"west prince of wales island, alaska",Kaguk Cove,55.761086,-133.274826,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.752193,-133.284683,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.73624,-133.295547,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.746967,-133.276978,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.752132,-133.267273,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.750481,-133.262772,6/6/18,2018,1,3
"west prince of wales island, alaska",Kaguk Cove,55.754589,-133.254517,6/6/18,2018,1,1
"west prince of wales island, alaska",Kaguk Cove,55.761406,-133.304214,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.755524,-133.303299,31/7/18,2018,2,2
"west prince of wales island, alaska",Kaguk Cove,55.752914,-133.301865,31/7/18,2018,2,3
"west prince of wales island, alaska",Kaguk Cove,55.746338,-133.307251,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.754375,-133.300171,31/7/18,2018,2,27
"west prince of wales island, alaska",Kaguk Cove,55.754162,-133.296967,31/7/18,2018,2,4
"west prince of wales island, alaska",Kaguk Cove,55.750961,-133.291046,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.754528,-133.287582,31/7/18,2018,2,5
"west prince of wales island, alaska",Kaguk Cove,55.755386,-133.290253,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.760189,-133.291687,31/7/18,2018,2,51
"west prince of wales island, alaska",Kaguk Cove,55.76305,-133.284836,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.760532,-133.280762,31/7/18,2018,2,3
"west prince of wales island, alaska",Kaguk Cove,55.759781,-133.283783,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.761009,-133.270859,31/7/18,2018,2,2
"west prince of wales island, alaska",Kaguk Cove,55.759583,-133.266006,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.754898,-133.257401,31/7/18,2018,2,1
"west prince of wales island, alaska",Kaguk Cove,55.747227,-133.26535,31/7/18,2018,2,2
"west prince of wales island, alaska",Kaguk Cove,55.740803,-133.291962,31/7/18,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.885738,-133.254913,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.887108,-133.268234,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.875191,-133.273544,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.878216,-133.280792,5/8/17,2018,2,1
"west prince of wales island, alaska",Kinani Point,55.880264,-133.285172,5/8/17,2018,2,75
"west prince of wales island, alaska",Kinani Point,55.882683,-133.279587,5/8/17,2018,2,1
