geo_region,site_name,site_code,so_region,latitude_N,longitude_E,date_mm.dd.yyyy,year,replicate,n_otter
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.694115,-133.401215,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.698647,-133.392776,7/5/18,2018,1,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.704212,-133.398407,7/5/18,2018,1,3
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.675209,-133.430313,12/7/18,2018,2,16
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.677731,-133.43129,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.674786,-133.424103,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.674522,-133.425476,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671906,-133.425919,12/7/18,2018,2,7
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.673477,-133.421478,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671207,-133.423233,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.667778,-133.414307,12/7/18,2018,2,4
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671818,-133.416046,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671059,-133.409927,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.673389,-133.403076,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.673233,-133.40683,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671799,-133.400528,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671925,-133.402496,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.671726,-133.399338,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.669258,-133.404053,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.682255,-133.400833,12/7/18,2018,2,7
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.681606,-133.399719,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.683399,-133.39595,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.691452,-133.401428,12/7/18,2018,2,6
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.686302,-133.387329,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.690586,-133.395172,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.691864,-133.392578,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.690361,-133.388916,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.689312,-133.3806,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.685089,-133.366455,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.684551,-133.367249,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.686489,-133.364838,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.69062,-133.367477,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.688236,-133.366745,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.693848,-133.362976,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.683289,-133.371262,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.678398,-133.376801,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.679207,-133.371872,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.677109,-133.380569,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.675602,-133.379822,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.674454,-133.381134,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.682831,-133.37561,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.683685,-133.378784,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.696644,-133.401978,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.699123,-133.397507,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.705498,-133.402908,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.701649,-133.398102,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.704926,-133.398865,12/7/18,2018,2,4
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.708084,-133.415878,12/7/18,2018,2,2
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.704983,-133.411392,12/7/18,2018,2,4
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.690819,-133.405426,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.68856,-133.418182,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.686234,-133.418427,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.683891,-133.411438,12/7/18,2018,2,1
"west prince of wales island, alaska",Salt Lake Bay b,H_01_b,High,55.678673,-133.419922,12/7/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.577496,-133.194855,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.577969,-133.187317,15/6/18,2018,1,4
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.574535,-133.187576,15/6/18,2018,1,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.57793,-133.182678,15/6/18,2018,1,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.572445,-133.181137,15/6/18,2018,1,7
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.576176,-133.17981,15/6/18,2018,1,3
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.579666,-133.175369,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.577389,-133.175995,15/6/18,2018,1,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.579586,-133.177643,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.578205,-133.171356,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.578053,-133.167053,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.576092,-133.171448,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.58614,-133.173431,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.599411,-133.170044,15/6/18,2018,1,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.591816,-133.160416,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595604,-133.164902,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595982,-133.169052,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.594265,-133.156815,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595024,-133.160156,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.600883,-133.172134,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.600895,-133.164291,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.599247,-133.162949,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.598869,-133.16687,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.590832,-133.167084,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.591587,-133.148315,15/6/18,2018,1,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.599392,-133.134293,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.59948,-133.137848,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.598644,-133.139938,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.593441,-133.143784,1/8/18,2018,2,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595455,-133.13858,1/8/18,2018,2,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595009,-133.135651,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.596603,-133.142075,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.592331,-133.139832,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.590195,-133.141785,1/8/18,2018,2,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.589573,-133.146088,1/8/18,2018,2,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.589367,-133.147369,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.591835,-133.143753,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595577,-133.149307,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595085,-133.156479,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.594486,-133.162643,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.594025,-133.159866,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.595512,-133.168564,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.588722,-133.168655,1/8/18,2018,2,28
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.599583,-133.167236,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.587433,-133.180191,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.585556,-133.176071,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.58297,-133.156204,1/8/18,2018,2,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.584103,-133.147659,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.580849,-133.160873,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.580154,-133.159241,1/8/18,2018,2,3
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.579651,-133.157852,1/8/18,2018,2,3
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.577175,-133.166092,1/8/18,2018,2,7
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.573849,-133.172852,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.570835,-133.180191,1/8/18,2018,2,33
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.568306,-133.164902,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.574371,-133.176361,1/8/18,2018,2,2
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.573227,-133.184097,1/8/18,2018,2,1
"west prince of wales island, alaska",Shinaku Inlet a,M_05_a,Mid,55.577427,-133.195084,1/8/18,2018,2,3
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.259254,-132.984833,18/7/18,2018,1,29
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.258007,-132.996094,18/7/18,2018,1,1
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.264385,-132.976685,18/7/18,2018,1,11
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.268215,-132.964676,18/7/18,2018,1,3
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.263847,-132.969543,18/7/18,2018,1,1
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.256599,-132.976562,18/7/18,2018,1,4
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.244736,-133.025635,29/7/18,2018,2,1
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.252159,-132.993164,29/7/18,2018,2,1
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.257137,-132.984619,29/7/18,2018,2,2
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.256115,-132.981979,29/7/18,2018,2,3
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.2551,-132.981552,29/7/18,2018,2,1
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.258575,-132.976273,29/7/18,2018,2,2
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.264893,-132.970993,29/7/18,2018,2,4
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.26474,-132.984161,29/7/18,2018,2,2
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.271324,-132.985168,29/7/18,2018,2,1
"west prince of wales island, alaska",Soda Bay a,L_01_a,Low,55.269993,-132.982437,29/7/18,2018,2,1
"west prince of wales island, alaska",Sukkwan Narrows a,L_08_a,Low,55.168964,-132.874207,12/6/18,2018,1,1
"west prince of wales island, alaska",Sukkwan Narrows a,L_08_a,Low,55.188785,-132.842514,26/7/18,2018,2,0
