site,date,YYYYMMDD,trans_type,trans_bin,trans_m,pit_bin,sed1_type,sed2_type,sed1_no,sed2_no,sedno_avg,field_collector,
2017_M_07,7/25/2013,20170726,Inside,1,10,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,2,20,1,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,3,30,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,4,40,1,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,5,50,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,6,60,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,7,70,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,8,80,0,Sand,Cobble,4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,9,90,0,Sand,Cobble,4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,10,100,0,Sand,Cobble,4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,1,10,1,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,2,20,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,3,30,3,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,4,40,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,5,50,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,6,60,5,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,7,70,9,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,8,80,2,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,9,90,4,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,10,100,6,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_H_01,8/18/2013,20170819,Edge,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,2,20,0,Sandy Mud,Sand,2,3,2.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,3,30,2,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,4,40,0,Sand,Pebble,4,3,3.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,5,50,0,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,6,60,0,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,7,70,3,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,8,80,0,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,9,90,1,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,10,100,0,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,2,20,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,3,30,2,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,4,40,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,5,50,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,6,60,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,7,70,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,8,80,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,9,90,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,10,100,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,1,10,5,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,2,20,5,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,3,30,5,Muddy Sand,Cobble,3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,4,40,5,Muddy Sand,Cobble,3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,5,50,10,Muddy Sand,Cobble,3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,6,60,5,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,7,70,10,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,8,80,25,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,9,90,30,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,10,100,5,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,2,20,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,3,30,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,4,40,3,Sandy Mud,Coarse Sand,2,5,3.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,5,50,4,Sandy Mud,Coarse Sand,2,5,3.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,6,60,2,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,7,70,3,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,8,80,2,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,9,90,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Edge,10,100,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,2,20,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,3,30,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,4,40,1,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,5,50,2,Sandy Mud,Gravel,2,7,4.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,6,60,1,Sandy Mud,Mud,2,1,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,7,70,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,8,80,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,9,90,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Inside,10,100,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,2,20,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,3,30,0,Mud,Sandy mud,1,2,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,4,40,0,Mud,Sandy mud,1,2,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,5,50,0,Mud,Sandy mud,1,2,1.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,6,60,1,Muddy Sand,Coarse Sand,3,5,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,7,70,1,Muddy Sand,Sand,3,4,3.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,8,80,0,Coarse Sand,Sand,5,4,4.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,9,90,0,Muddy Sand,Coarse Sand,3,5,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_02,8/21/2013,20170822,Outside,10,100,1,Muddy Sand,Coarse Sand,3,5,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,1,10,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,2,20,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,3,30,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,4,40,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,5,50,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,6,60,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,7,70,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,8,80,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,9,90,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Edge,10,100,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,2,20,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,3,30,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,4,40,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,5,50,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,6,60,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,7,70,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,8,80,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,9,90,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Inside,10,100,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,1,10,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,2,20,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,3,30,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,4,40,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,5,50,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,6,60,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,7,70,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,8,80,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,9,90,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_03,8/20/2013,20170821,Outside,10,100,0,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_07,8/19/2013,20170820,Edge,1,10,3,Sandy Mud,Cobble,2,8,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,2,20,6,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,3,30,8,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,4,40,10,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,5,50,10,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,6,60,6,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,7,70,4,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,8,80,9,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,9,90,14,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Edge,10,100,15,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,1,10,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,2,20,2,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,3,30,1,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,4,40,0,Sand,Muddy Sand,4,3,3.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,5,50,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,6,60,0,Muddy Sand,Sand,3,4,3.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,7,70,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,8,80,2,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,9,90,0,Muddy Sand,Sand,3,4,3.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Inside,10,100,6,Sandy Mud,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,1,10,6,Muddy Sand,Boulder,3,9,6,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,2,20,2,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,3,30,1,Muddy Sand,Cobble,3,8,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,4,40,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,5,50,2,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,6,60,8,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,7,70,2,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,8,80,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,9,90,4,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",
2017_H_07,8/19/2013,20170820,Outside,10,100,3,Sand,Gravel,4,7,5.5,"Tiff Stephens, Earthwatch",
2017_M_06,8/20/2013,20170821,Edge,1,10,0,Sand,Cobble,4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,2,20,0,Sand,Cobble,4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,3,30,0,Sand,Cobble,4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,4,40,0,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,5,50,0,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,6,60,0,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,7,70,0,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,8,80,0,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,9,90,0,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Edge,10,100,0,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,1,10,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,2,20,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,3,30,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,4,40,0,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,5,50,0,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,6,60,0,Sand,Pebble,4,6,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,7,70,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,8,80,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,9,90,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Inside,10,100,0,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,1,10,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,2,20,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,3,30,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,4,40,0,Coarse Sand,Cobble,5,8,6.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,5,50,0,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,6,60,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,7,70,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,8,80,0,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,9,90,0,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_06,8/20/2013,20170821,Outside,10,100,1,Coarse Sand,Gravel,5,7,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_08,8/21/2013,20170822,Edge,1,10,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,2,20,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,3,30,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,4,40,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,5,50,0,Coarse Sand,Coarse Sand,5,5,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,6,60,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,7,70,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,8,80,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,9,90,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Edge,10,100,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,1,10,0,Muddy Sand,Sandy mud,3,2,2.5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,2,20,0,Muddy Sand,Muddy Sand,3,3,3,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,3,30,0,Muddy Sand,Sand,3,4,3.5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,4,40,0,Muddy Sand,Sand,3,4,3.5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,5,50,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,6,60,0,Gravel,Muddy Sand,7,3,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,7,70,0,Sandy Mud,Gravel,2,7,4.5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,8,80,0,Sand,Gravel,4,7,5.5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,9,90,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Inside,10,100,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,1,10,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,2,20,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,3,30,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,4,40,0,Gravel,Coarse Sand,7,5,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,5,50,0,Gravel,Coarse Sand,7,5,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,6,60,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,7,70,0,Coarse Sand,Gravel,5,7,6,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,8,80,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,9,90,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
2017_M_08,8/21/2013,20170822,Outside,10,100,0,Muddy Sand,Gravel,3,7,5,Wendel Raymond,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
