"","site","longitude","latitude","n_otters","survey_dat"
"393","Calder Bay",-133.555832,56.185764,3,"2019/08/05"
"394","Calder Bay",-133.554092,56.185177,1,"2019/08/05"
"395","Calder Bay",-133.55127,56.183914,1,"2019/08/05"
"396","Calder Bay",-133.547379,56.18581,1,"2019/08/05"
"397","Calder Bay",-133.546249,56.188602,1,"2019/08/05"
"398","Calder Bay",-133.542801,56.183022,1,"2019/08/05"
"399","Calder Bay",-133.526535,56.180416,1,"2019/08/05"
"400","Calder Bay",-133.527771,56.189869,1,"2019/08/05"
"401","Calder Bay",-133.496658,56.175816,1,"2019/08/05"
"402","Calder Bay",-133.518463,56.172844,1,"2019/08/05"
"403","Calder Bay",-133.520493,56.171894,1,"2019/08/05"
"404","Calder Bay",-133.522766,56.168205,2,"2019/08/05"
"405","Calder Bay",-133.515671,56.17065,2,"2019/08/05"
"406","Calder Bay",-133.522141,56.167435,1,"2019/08/05"
"407","Calder Bay",-133.515915,56.168724,2,"2019/08/05"
"408","Calder Bay",-133.516144,56.17218,1,"2019/08/05"
"409","Calder Bay",-133.516769,56.16581,1,"2019/08/05"
"410","Calder Bay",-133.512039,56.165413,1,"2019/08/05"
"411","Calder Bay",-133.506821,56.168304,1,"2019/08/05"
"412","Calder Bay",-133.502075,56.165462,1,"2019/08/05"
"413","Naukati",-133.189636,55.84219,1,"2019/07/31"
"414","Naukati",-133.201859,55.840996,1,"2019/07/31"
"415","Naukati",-133.178513,55.851681,2,"2019/07/31"
"416","Naukati",-133.194336,55.839344,1,"2019/07/31"
"417","Naukati",-133.194168,55.840034,1,"2019/07/31"
"418","Naukati",-133.196426,55.840313,1,"2019/07/31"
"419","Naukati",-133.19545,55.83997,1,"2019/07/31"
"420","Naukati",-133.170471,55.846344,1,"2019/07/31"
"421","Naukati",-133.163818,55.84462,2,"2019/07/31"
"422","Naukati",-133.172424,55.845478,2,"2019/07/31"
"423","Naukati",-133.167007,55.845268,1,"2019/07/31"
"424","Naukati",-133.177872,55.854927,1,"2019/07/31"
"425","Naukati",-133.178131,55.856396,3,"2019/07/31"
"426","Naukati",-133.166061,55.862347,2,"2019/07/31"
"427","Naukati",-133.166504,55.863834,1,"2019/07/31"
"428","Naukati",-133.165512,55.863327,1,"2019/07/31"
"429","Naukati",-133.177704,55.864529,1,"2019/07/31"
"430","Naukati",-133.185165,55.859577,1,"2019/07/31"
"431","Naukati",-133.184128,55.8559,1,"2019/07/31"
"432","Naukati",-133.193329,55.852211,1,"2019/07/31"
"433","Naukati",-133.211395,55.858063,1,"2019/07/31"
"434","Naukati",-133.224731,55.85033,1,"2019/07/31"
"435","Chusini",-133.208313,55.829838,1,"2019/07/31"
"436","Chusini",-133.209045,55.831993,1,"2019/07/31"
"437","Chusini",-133.208237,55.828133,1,"2019/07/31"
"438","Chusini",-133.199402,55.832016,40,"2019/07/31"
"439","Chusini",-133.19429,55.83382,1,"2019/07/31"
"440","Chusini",-133.190872,55.827118,1,"2019/07/31"
"441","Chusini",-133.180038,55.832375,1,"2019/07/31"
"442","Chusini",-133.170303,55.835968,1,"2019/07/31"
"443","Chusini",-133.169281,55.834656,1,"2019/07/31"
"444","Chusini",-133.171326,55.835033,1,"2019/07/31"
"445","Chusini",-133.171463,55.834938,1,"2019/07/31"
"446","Chusini",-133.17038,55.834881,1,"2019/07/31"
"447","Chusini",-133.1707,55.835793,1,"2019/07/31"
"448","Chusini",-133.161026,55.834976,1,"2019/07/31"
"449","Chusini",-133.161453,55.833736,1,"2019/07/31"
"450","Chusini",-133.167557,55.831726,1,"2019/07/31"
"451","Chusini",-133.167114,55.830471,1,"2019/07/31"
"452","Chusini",-133.175446,55.826408,8,"2019/07/31"
"453","Chusini",-133.178436,55.827847,2,"2019/07/31"
"454","Chusini",-133.169418,55.825672,1,"2019/07/31"
"455","Chusini",-133.181839,55.826447,1,"2019/07/31"
"456","Chusini",-133.182709,55.825932,1,"2019/07/31"
"457","Chusini",-133.181427,55.826359,1,"2019/07/31"
"458","Chusini",-133.181198,55.825768,1,"2019/07/31"
"459","Chusini",-133.182617,55.825783,1,"2019/07/31"
"460","Chusini",-133.175674,55.824154,1,"2019/07/31"
"461","Chusini",-133.187134,55.821144,3,"2019/07/31"
"462","Chusini",-133.187378,55.825249,1,"2019/07/31"
"463","Chusini",-133.186646,55.825027,1,"2019/07/31"
"464","Chusini",-133.186874,55.819569,1,"2019/07/31"
"465","Chusini",-133.178818,55.813995,1,"2019/07/31"
"466","Chusini",-133.173386,55.810146,1,"2019/07/31"
"467","Chusini",-133.175781,55.809906,1,"2019/07/31"
"468","Chusini",-133.179352,55.812489,1,"2019/07/31"
"469","Chusini",-133.179367,55.8125,1,"2019/07/31"
"470","Chusini",-133.181885,55.811802,1,"2019/07/31"
"471","Chusini",-133.181976,55.811943,1,"2019/07/31"
"472","Chusini",-133.197189,55.813843,1,"2019/07/31"
"473","Chusini",-133.213821,55.809124,1,"2019/07/31"
"474","Chusini",-133.219666,55.804581,1,"2019/07/31"
"475","Kaguk & Guktu",-133.262192,55.757263,1,"2019/08/01"
"476","Kaguk & Guktu",-133.261765,55.757347,1,"2019/08/01"
"477","Kaguk & Guktu",-133.286896,55.74651,1,"2019/08/01"
"478","Kaguk & Guktu",-133.286758,55.747227,1,"2019/08/01"
"479","Kaguk & Guktu",-133.287598,55.7453,1,"2019/08/01"
"480","Kaguk & Guktu",-133.284378,55.74966,1,"2019/08/01"
"481","Kaguk & Guktu",-133.284286,55.7444,1,"2019/08/01"
"482","Kaguk & Guktu",-133.284836,55.750229,1,"2019/08/01"
"483","Kaguk & Guktu",-133.284775,55.749752,1,"2019/08/01"
"484","Kaguk & Guktu",-133.285904,55.752514,1,"2019/08/01"
"485","Kaguk & Guktu",-133.286697,55.75259,1,"2019/08/01"
"486","Kaguk & Guktu",-133.289062,55.75322,1,"2019/08/01"
"487","Kaguk & Guktu",-133.286407,55.754391,1,"2019/08/01"
"488","Kaguk & Guktu",-133.30014,55.7523,30,"2019/08/01"
"489","Kaguk & Guktu",-133.300552,55.749813,1,"2019/08/01"
"490","Kaguk & Guktu",-133.302139,55.750324,1,"2019/08/01"
"491","Kaguk & Guktu",-133.301224,55.748165,1,"2019/08/01"
"492","Kaguk & Guktu",-133.313217,55.753742,1,"2019/08/01"
"493","Kaguk & Guktu",-133.302246,55.756248,40,"2019/08/01"
"494","Kaguk & Guktu",-133.317032,55.766117,3,"2019/08/01"
"495","Kaguk & Guktu",-133.320251,55.765976,4,"2019/08/01"
"496","Kaguk & Guktu",-133.317978,55.770042,1,"2019/08/01"
"497","Kaguk & Guktu",-133.312576,55.77309,1,"2019/08/01"
"498","Kaguk & Guktu",-133.311295,55.771713,1,"2019/08/01"
"499","Kaguk & Guktu",-133.311401,55.771378,1,"2019/08/01"
"500","Kaguk & Guktu",-133.307251,55.763432,1,"2019/08/01"
"501","Kaguk & Guktu",-133.295761,55.764622,1,"2019/08/01"
"502","Kaguk & Guktu",-133.302399,55.768044,1,"2019/08/01"
"503","Kaguk & Guktu",-133.288925,55.763351,4,"2019/08/01"
"504","Kaguk & Guktu",-133.273834,55.75951,3,"2019/08/01"
"505","Nossuk",-133.370193,55.733723,1,"2019/08/01"
"506","Nossuk",-133.37114,55.730892,1,"2019/08/01"
"507","Nossuk",-133.345856,55.716095,1,"2019/08/01"
"508","Nossuk",-133.345795,55.718769,1,"2019/08/01"
"509","Nossuk",-133.34613,55.715115,1,"2019/08/01"
"510","Nossuk",-133.343704,55.713219,1,"2019/08/01"
"511","Nossuk",-133.337723,55.711514,1,"2019/08/01"
"512","Nossuk",-133.33699,55.715412,1,"2019/08/01"
"513","Nossuk",-133.346939,55.724796,1,"2019/08/01"
"514","Nossuk",-133.350128,55.72794,1,"2019/08/01"
"515","Nossuk",-133.348785,55.729889,1,"2019/08/01"
"516","Nossuk",-133.351852,55.729458,1,"2019/08/01"
"517","Nossuk",-133.34137,55.729996,1,"2019/08/01"
"518","Nossuk",-133.338577,55.732964,1,"2019/08/01"
"519","Nossuk",-133.34404,55.737103,1,"2019/08/01"
"520","Nossuk",-133.361359,55.731236,4,"2019/08/01"
"521","Heceta",-133.510986,55.767803,2,"2019/08/02"
"522","Heceta",-133.520447,55.767101,1,"2019/08/02"
"523","Heceta",-133.519333,55.76453,1,"2019/08/02"
"524","Heceta",-133.52356,55.765663,1,"2019/08/02"
"525","Heceta",-133.527603,55.767735,1,"2019/08/02"
"526","Heceta",-133.527527,55.772305,1,"2019/08/02"
"527","Heceta",-133.538071,55.774151,4,"2019/08/02"
"528","Heceta",-133.506927,55.755993,3,"2019/08/02"
"529","Heceta",-133.500595,55.758465,1,"2019/08/02"
"530","Heceta",-133.497391,55.754242,1,"2019/08/02"
