"Species_common","FA","n_all_sp","n","mean_prop_corr","sd_prop_corr","min_prop_corr","max_prop_corr"
"Shiner perch","C22.2w6",12,2,0.00703979479612754,0.00261117939658263,0.00519341213790937,0.00888617745434572
"Shiner perch","C22.4w3",12,1,0.00614976852873605,NA,0.00614976852873605,0.00614976852873605
"Shiner perch","C22.5w3",12,12,0.0118718033040311,0.00395107877195181,0.00721240373998189,0.018294862803051
"Shiner perch","C22.6w3",12,12,0.113719017523471,0.0341980477526168,0.0389688155652087,0.156680420877532
"Shiner perch","i.C15.0",12,3,0.0110804039825409,0.00968971865949768,0.00535249092800602,0.022268056007001
"Shiner perch","i.C17.0",12,12,0.0123168280390277,0.00399056456532162,0.00720989181363621,0.0186419818131246
"Snake prickleback","a.C17.0",11,11,0.0138246759447448,0.00497406668650517,0.00656534303163892,0.0220432211470147
"Snake prickleback","a.C19.0",11,2,0.00569656435330062,0.000648697001890884,0.0052378663043282,0.00615526240227305
"Snake prickleback","C14.0",11,11,0.0123593361010098,0.00281315286035131,0.00928467916288906,0.0171002668413004
"Snake prickleback","C15.0",11,6,0.00647885891769143,0.000979053630214018,0.0051899709641141,0.00765811517985015
"Snake prickleback","C16.0",11,11,0.17953813001531,0.0223772445038818,0.15057668486163,0.2280023953143
"Snake prickleback","C16.1w",11,11,0.0315283296546294,0.00896444811000841,0.0212429305907105,0.049662200859218
"Snake prickleback","C16.1w5",11,2,0.0122125686962187,0.00116028743335472,0.0113921215839681,0.0130330158084694
"Snake prickleback","C16.1w7",11,11,0.0159116961600263,0.00446773588776578,0.0119047088517482,0.0259719818081529
"Snake prickleback","C16.1w9",11,2,0.0139860360184373,0.00298592047007371,0.0118746714059645,0.0160974006309102
"Snake prickleback","C16.2w",11,1,0.00836566544267182,NA,0.00836566544267182,0.00836566544267182
"Snake prickleback","C16.2w6",11,7,0.0123691059277418,0.0117077530193973,0.00550941216388755,0.0386467678760155
"Snake prickleback","C17.0",11,9,0.00725402922697473,0.00123722242528455,0.00563728245917014,0.00909139525170349
"Snake prickleback","C17.1w",11,9,0.0239316881487146,0.0163241194602321,0.00938626337427153,0.0588133981408407
"Snake prickleback","C17.1w9",11,2,0.016955493341424,0.0107759630957233,0.00933573676262209,0.0245752499202259
"Snake prickleback","C18.0",11,11,0.0601983141108455,0.00748633627388868,0.0459838215457902,0.0697293163753109
"Snake prickleback","C18.1w",11,2,0.0521678804687294,0.013745019935991,0.042448683664446,0.0618870772730129
"Snake prickleback","C18.1w.1",11,7,0.0119356835029059,0.00359682091598004,0.00695035617953682,0.0189323008735585
"Snake prickleback","C18.1w7",11,11,0.0243025978925228,0.00456539043176473,0.0188724764362661,0.0332283744455393
"Snake prickleback","C18.1w9",11,11,0.0281286846176196,0.00720951639286867,0.0187052668886364,0.041231466490719
"Snake prickleback","C18.2w6",11,11,0.0168231193284308,0.00906926252380458,0.00762146964929522,0.0396830704755016
"Snake prickleback","C18.4w3",11,11,0.0257827070524417,0.0197674299017279,0.0069776161873857,0.071080642567224
"Snake prickleback","C19.0",11,11,0.189793004202261,0.0221944936970223,0.159316632209172,0.223705161583326
"Snake prickleback","C20.1w",11,11,0.0699740872252136,0.0368392148506442,0.021812082349661,0.143954085985207
"Snake prickleback","C20.1w.1",11,2,0.061566611518389,0.000234081658016755,0.0614010907906539,0.061732132246124
"Snake prickleback","C20.2w6",11,5,0.00985639938353373,0.0024335194876815,0.0075285966647231,0.0135981105212056
"Snake prickleback","C20.4w",11,9,0.0184727543109202,0.0070771707931178,0.00836793262751941,0.030723019881434
"Snake prickleback","C20.4w3",11,2,0.0102774157224277,0.00105486610565347,0.00953151274587628,0.0110233186989791
"Snake prickleback","C20.4w6",11,11,0.0152314872110646,0.00421220260950821,0.00999051194513192,0.0218096848473718
"Snake prickleback","C20.5w3",11,11,0.0888732012003148,0.00882871232941995,0.0749318499677478,0.101981630522344
"Snake prickleback","C22.1w9.1",11,2,0.0153552313854208,0.00240801428989808,0.0136525081518398,0.0170579546190019
"Snake prickleback","C22.2w6",11,4,0.0107487346327345,0.0059166988854502,0.006101341213402,0.0185461280300126
"Snake prickleback","C22.4w3",11,2,0.0265151900794861,0.0176902218938141,0.0140063142176754,0.0390240659412967
"Snake prickleback","C22.5w3",11,10,0.0137472337184653,0.00499237850188385,0.00743356363578713,0.0250545126699954
"Snake prickleback","C22.6w3",11,11,0.0769958221969545,0.0223737608965182,0.0416315183172197,0.124864995271818
"Snake prickleback","i.C15.0",11,6,0.00694041930136799,0.000726736983095864,0.00572277466732898,0.00766731971414819
"Snake prickleback","i.C16.0",11,8,0.00676518240677973,0.00178829871773866,0.00529813997508296,0.0105439762578374
"Snake prickleback","i.C17.0",11,11,0.0217095506315006,0.0062797418916137,0.0117173450896726,0.0357960511401518
"Staghorn sculpin","a.C17.0",12,10,0.0110853590590205,0.00429946046325153,0.00568684373746488,0.0182901482672947
"Staghorn sculpin","C14.0",12,10,0.00781477858937396,0.00266635401408645,0.00550315088956591,0.0132964930209863
"Staghorn sculpin","C15.0",12,2,0.00659596630521873,0.00194071799266118,0.00522367145223726,0.00796826115820019
"Staghorn sculpin","C16.0",12,12,0.195469096178749,0.0379588048981647,0.167029209152871,0.275783475445393
"Staghorn sculpin","C16.1w",12,11,0.027494181608079,0.0132807688347412,0.0115323141271718,0.0535608554397164
"Staghorn sculpin","C16.1w5",12,4,0.0071944835202634,0.000770570471052598,0.00649152792486795,0.00805729604599644
"Staghorn sculpin","C16.1w7",12,12,0.00829110277310117,0.00178396665274498,0.00547181222333102,0.0114387822086852
"Staghorn sculpin","C16.1w9",12,4,0.0148301681311049,0.00152794525800092,0.0127139031611447,0.0160953584538563
"Staghorn sculpin","C16.2w6",12,1,0.00659152829360585,NA,0.00659152829360585,0.00659152829360585
"Staghorn sculpin","C17.0",12,3,0.00737455619452935,0.00186119156294935,0.00536631035172891,0.00904143511186616
"Staghorn sculpin","C17.1w",12,6,0.0252092328233969,0.00720907847810263,0.0150498486326116,0.0318535397978384
"Staghorn sculpin","C17.1w9",12,5,0.011684117015188,0.00630829584461957,0.00530393310411493,0.0206413808653261
"Staghorn sculpin","C18.0",12,12,0.0852823329388075,0.00875521931717782,0.0721260360766744,0.10621164634988
"Staghorn sculpin","C18.1w",12,4,0.0444671851752116,0.00224140498223291,0.0419181242873052,0.0473750550903288
"Staghorn sculpin","C18.1w.1",12,2,0.0163156876092967,0.000592665035200145,0.0158966101439345,0.0167347650746589
"Staghorn sculpin","C18.1w7",12,12,0.0200520154240732,0.00307560720321506,0.0118312694955058,0.0239987563682379
"Staghorn sculpin","C18.1w9",12,12,0.0358592497849649,0.00487352198866604,0.0273635670392782,0.0445635994511714
"Staghorn sculpin","C18.2w6",12,11,0.0115375762699878,0.00294573891375811,0.0059468883264314,0.0153745090356783
"Staghorn sculpin","C18.3w3",12,3,0.00787614475557953,0.00270034727960727,0.00598816309797002,0.0109692096584636
"Staghorn sculpin","C18.4w3",12,12,0.0168327477028717,0.00847088570841864,0.00638497004316013,0.0357605636294841
"Staghorn sculpin","C19.0",12,12,0.221692075055919,0.0386783066295046,0.183189724306634,0.320698608885908
"Staghorn sculpin","C20.1w",12,11,0.0259960844689453,0.0144725594532,0.00924319131032096,0.0491912230073433
"Staghorn sculpin","C20.1w.1",12,4,0.0319314767068912,0.00829683299401594,0.0222622076893846,0.0407810046278368
"Staghorn sculpin","C20.2w",12,1,0.00767415480424016,NA,0.00767415480424016,0.00767415480424016
"Staghorn sculpin","C20.2w6",12,1,0.0110473879844158,NA,0.0110473879844158,0.0110473879844158
"Staghorn sculpin","C20.4w",12,7,0.0247335478127596,0.0183241932678668,0.00887168428337114,0.0631075101670225
"Staghorn sculpin","C20.4w3",12,5,0.0227996995458347,0.00717723066472182,0.010974481516683,0.0305687352230233
"Staghorn sculpin","C20.4w6",12,12,0.0131117860429622,0.00257280087927311,0.00899050271873428,0.0182136034667664
"Staghorn sculpin","C20.5w3",12,12,0.0830342078516631,0.0131632933237245,0.0608710141099433,0.107935172166966
"Staghorn sculpin","C22.1w9.1",12,4,0.00634273765683052,0.000606635552466011,0.00555346109453495,0.0068404163172689
"Staghorn sculpin","C22.2w3",12,2,0.00943833350167005,0.00123988237431414,0.00856160426691885,0.0103150627364213
"Staghorn sculpin","C22.4w3",12,4,0.011518755264751,0.00345438950775882,0.00891346842245332,0.0165549515603775
"Staghorn sculpin","C22.5w3",12,12,0.0208250633160338,0.0060630878938641,0.00922375347834366,0.03061433830898
"Staghorn sculpin","C22.6w3",12,12,0.111407018269067,0.027766328049735,0.0711407836387872,0.176708403590533
"Staghorn sculpin","i.C15.0",12,1,0.00656557026061057,NA,0.00656557026061057,0.00656557026061057
"Staghorn sculpin","i.C16.0",12,3,0.00581094668452254,0.000305551269913401,0.00545991054318167,0.00601715350150294
"Staghorn sculpin","i.C17.0",12,11,0.0205439241748559,0.00738197894984835,0.011409602434324,0.0373371490591856
"Staghorn sculpin","i.C18.0",12,1,0.00571674838279048,NA,0.00571674838279048,0.00571674838279048
"Sugar kelp","C14.0",11,11,0.111543863406735,0.0218134245448535,0.0736491299620102,0.146253227028911
"Sugar kelp","C15.0",11,4,0.00683529846569335,0.000307136410797591,0.00643821750511324,0.00709959562632439
"Sugar kelp","C16.0",11,11,0.179039360240085,0.031309752007121,0.135011145942534,0.236730407526682
"Sugar kelp","C16.1w",11,6,0.0152181292522141,0.00596583722051909,0.00715876013775561,0.0220177110450415
"Sugar kelp","C16.1w7",11,6,0.0335671340740959,0.063334051421314,0.00550921880309533,0.16274992135456
"Sugar kelp","C16.2w6",11,6,0.0286059402852834,0.00964339544304257,0.0170831649206843,0.0432581547374175
"Sugar kelp","C18.0",11,11,0.0139992032542799,0.00541247025852969,0.00584804483462511,0.0247792018030613
"Sugar kelp","C18.1w9",11,11,0.0372305334697222,0.0095105494396928,0.0252334946153481,0.0598754249217399
"Sugar kelp","C18.2w6",11,11,0.0450873375823783,0.00954400506850574,0.0330157164701519,0.0592313038878635
"Sugar kelp","C18.3w",11,1,0.0101499466871252,NA,0.0101499466871252,0.0101499466871252
"Sugar kelp","C18.3w3",11,11,0.0156810575299118,0.00595685920567157,0.00685974623100145,0.0292490903265764
"Sugar kelp","C18.3w6",11,11,0.0154099294660975,0.00411097347269991,0.00823162641083009,0.0215054724235934
"Sugar kelp","C18.4w3",11,11,0.148301652097592,0.0945049940349943,0.0349235451869904,0.313305536748809
"Sugar kelp","C19.0",11,11,0.258103980903421,0.0579733215519168,0.214644240890152,0.40148148236231
"Sugar kelp","C20.0",11,6,0.00717965434775758,0.00133184166672255,0.0052466817649299,0.00905952142901071
"Sugar kelp","C20.4w",11,2,0.0116923558660574,0.00477897879297869,0.00831310755439548,0.0150716041777193
"Sugar kelp","C20.4w3",11,2,0.00629334986865957,0.000364198677575298,0.0060358225140469,0.00655087722327224
"Sugar kelp","C20.4w3.1",11,4,0.0231112800607159,0.00641112201581548,0.0160185105941655,0.031570535076944
"Sugar kelp","C20.4w6",11,11,0.0573838753684382,0.010783625197975,0.0408885935650381,0.0717779153148776
"Sugar kelp","C20.5w3",11,11,0.0550192084414708,0.0158315065307994,0.0307749031795901,0.0887994693495104
"Sugar kelp","i.C15.0",11,1,0.0218671606202496,NA,0.0218671606202496,0.0218671606202496
"Ulva","C14.0",12,12,0.0115403609499336,0.00511579224828153,0.00570132627185426,0.0192686237964877
"Ulva","C16.0",12,12,0.236849614731557,0.0840585826123724,0.146940707154551,0.347130166610407
"Ulva","C16.1w5",12,4,0.031239185883786,0.00610556571406919,0.0265079525281111,0.040094834008722
"Ulva","C16.1w7",12,10,0.0248966235697071,0.0206542459132503,0.00524761907038183,0.0648085134466958
"Ulva","C16.2w6",12,11,0.0290795922597679,0.0349639045361122,0.00521902040422343,0.11035724227023
"Ulva","C16.3w3",12,5,0.1114564683877,0.0593359466830971,0.047072612334979,0.172441415599465
"Ulva","C16.4w3",12,8,0.0628354154741966,0.0494445222538238,0.00777028035611075,0.17214481740204
"Ulva","C17.1w",12,4,0.0762612104516106,0.0758147844148416,0.00617837110039735,0.14279054071798
"Ulva","C18.0",12,9,0.0099725840863619,0.00241482510304229,0.00671937712571049,0.0147607589490069
"Ulva","C18.1w7",12,12,0.0336906328201359,0.00593044835248804,0.0234384507561209,0.042698926599976
"Ulva","C18.1w9",12,9,0.00930064252750205,0.0018619596945106,0.00715596928575485,0.012478663666696
"Ulva","C18.2w6",12,12,0.0539087991863741,0.0265847256154406,0.0226604474001497,0.0933090011100471
"Ulva","C18.3w3",12,12,0.0871032607003192,0.0370838959725668,0.0474312467091689,0.15284905281803
"Ulva","C18.3w6",12,7,0.00766280502242413,0.00206113721772878,0.00540939548943967,0.0108770565064209
"Ulva","C18.4w3",12,12,0.172871373321,0.145957687876808,0.0421636192176964,0.499685918501508
"Ulva","C19.0",12,12,0.165315062388074,0.0926593112000409,0.0723982591754039,0.328503986039843
"Ulva","C20.1w",12,1,0.00543712097894444,NA,0.00543712097894444,0.00543712097894444
"Ulva","C20.1w7",12,5,0.0180853263156231,0.0027535555012733,0.0149293700353493,0.0215513227106
"Ulva","C20.4w3",12,3,0.0290765711359822,0.040389797601031,0.0052472546274574,0.0757109429015146
"Ulva","C20.4w3.1",12,1,0.0431127965403171,NA,0.0431127965403171,0.0431127965403171
"Ulva","C20.4w6",12,3,0.00600058107218856,0.000720896947601288,0.00527850413282932,0.00672029220502367
"Ulva","C20.5w3",12,9,0.00975494337925314,0.00213763148524527,0.00632278513455259,0.0126263992696281
"Ulva","C22.0",12,6,0.00792911122027928,0.00269886973160342,0.00539100795493872,0.0126841931614074
"Ulva","C22.1w9",12,1,0.00865221600300397,NA,0.00865221600300397,0.00865221600300397
"Ulva","C22.5w3",12,9,0.0158462521893785,0.00984031960391526,0.00813219631361437,0.0330869134847519
"Ulva","C24.0",12,2,0.0239487126785498,0.00241706710860545,0.0222395881354719,0.0256578372216277
