"ID","Sample","Batch","FA","Area","Conc"
"B_039","B_039_EG_322019_27.qgd","1","C16.1w5",-30,-3e-04
"B_104","B_104_EG_322019_8.qgd","1","C16.1w5",24,2e-04
"B_040","B_040_EG_342019_15.qgd","1","C16.1w5",31,3e-04
"B_063","B_063_EG_342019_7.qgd","1","C16.1w5",11,1e-04
"B_064","B_064_EG_342019_9.qgd","1","C16.1w5",-6,-1e-04
"B_005","B_005_Fucus_322019_20.qgd","1","C16.1w5",76400,0.6949
"B_006","B_006_Fucus_322019_21.qgd","1","C16.1w5",108713,0.9888
"B_030","B_030_Fucus_322019_13.qgd","1","C16.1w5",139159,1.2657
"B_031","B_031_Fucus_322019_14.qgd","1","C16.1w5",145002,1.3188
"B_066","B_066_Fucus_342019_8.qgd","1","C16.1w5",60895,0.5539
"B_067","B_067_Fucus_342019_19.qgd","1","C16.1w5",58131,0.5287
"B_033","B_033_SKelp_322019_15.qgd","1","C16.1w5",19663,0.1788
"B_034","B_034_SKelp_322019_24.qgd","1","C16.1w5",15442,0.1405
"B_060","B_060_SKelp_322019_16.qgd","1","C16.1w5",20930,0.1904
"B_061","B_061_SKelp_322019_18.qgd","1","C16.1w5",23377,0.2126
"B_001","B_001_ButterC__322019_11.qgd","1","C16.1w5",110620,1.0061
"B_002","B_002_ButterC_322019_12.qgd","1","C16.1w5",37354,0.3397
"B_048","B_048_ButterC_342019_18.qgd","1","C16.1w5",39904,0.3629
"B_050","B_050_Macoma_322019_7.qgd","1","C16.1w5",27977,0.2545
"B_018","B_018_Ido_342019_12.qgd","1","C16.1w5",36024,0.3277
"B_019","B_019_Ido_342019_13.qgd","1","C16.1w5",48106,0.4375
"B_020","B_020_Ido_342019_14.qgd","1","C16.1w5",34256,0.3116
"B_042","B_042_Ido_342019_16.qgd","1","C16.1w5",13865,0.1261
"B_079","B_079_Ido_342019_22.qgd","1","C16.1w5",20474,0.1862
"B_015","B_015_Dung_342019_11.qgd","1","C16.1w5",27454,0.2497
"B_287","B_287_Stag_322019_9.qgd","1","C16.1w5",50339,0.4579
"Blank","Blank_2-23__322019_10.qgd","1","C16.1w5",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C16.1w5",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C16.1w5",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C16.1w5",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","i.C17.0",17,0
"B_009","B_009_Ulva_322019_23.qgd","1","i.C17.0",8,0
"B_035","B_035_Ulva_322019_25.qgd","1","i.C17.0",10,0
"B_036","B_036_Ulva_322019_26.qgd","1","i.C17.0",0,0
"B_069","B_069_Ulva_342019_20.qgd","1","i.C17.0",21,0
"B_070","B_070_Ulva_342019_21.qgd","1","i.C17.0",7,0
"B_039","B_039_EG_322019_27.qgd","1","i.C17.0",15,0
"B_104","B_104_EG_322019_8.qgd","1","i.C17.0",27,1e-04
"B_040","B_040_EG_342019_15.qgd","1","i.C17.0",59,1e-04
"B_063","B_063_EG_342019_7.qgd","1","i.C17.0",9,0
"B_064","B_064_EG_342019_9.qgd","1","i.C17.0",11,0
"B_005","B_005_Fucus_322019_20.qgd","1","i.C17.0",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","i.C17.0",6,0
"B_030","B_030_Fucus_322019_13.qgd","1","i.C17.0",29,1e-04
"B_031","B_031_Fucus_322019_14.qgd","1","i.C17.0",20,0
"B_066","B_066_Fucus_342019_8.qgd","1","i.C17.0",6,0
"B_067","B_067_Fucus_342019_19.qgd","1","i.C17.0",7,0
"B_033","B_033_SKelp_322019_15.qgd","1","i.C17.0",-2,0
"B_034","B_034_SKelp_322019_24.qgd","1","i.C17.0",36,1e-04
"B_060","B_060_SKelp_322019_16.qgd","1","i.C17.0",14,0
"B_061","B_061_SKelp_322019_18.qgd","1","i.C17.0",35,1e-04
"B_001","B_001_ButterC__322019_11.qgd","1","i.C17.0",2993619,6.3
"B_002","B_002_ButterC_322019_12.qgd","1","i.C17.0",1869289,3.9339
"B_048","B_048_ButterC_342019_18.qgd","1","i.C17.0",2111775,4.4442
"B_050","B_050_Macoma_322019_7.qgd","1","i.C17.0",1420821,2.9901
"B_018","B_018_Ido_342019_12.qgd","1","i.C17.0",175005,0.3683
"B_019","B_019_Ido_342019_13.qgd","1","i.C17.0",144998,0.3051
"B_020","B_020_Ido_342019_14.qgd","1","i.C17.0",103941,0.2187
"B_042","B_042_Ido_342019_16.qgd","1","i.C17.0",79865,0.1681
"B_079","B_079_Ido_342019_22.qgd","1","i.C17.0",69370,0.146
"B_015","B_015_Dung_342019_11.qgd","1","i.C17.0",958193,2.0165
"B_287","B_287_Stag_322019_9.qgd","1","i.C17.0",246814,0.5194
"Blank","Blank_2-23__322019_10.qgd","1","i.C17.0",0,0
"Blank","Blank_2-27__322019_19.qgd","1","i.C17.0",14,0
"Blank","Blank_2-28_064__342019_10.qgd","1","i.C17.0",0,0
"Blank","Blank_3-1_342019_23.qgd","1","i.C17.0",697,0.0015
"B_008","B_008_Ulva_322019_22.qgd","1","C16.2w6",672546,5.3865
"B_009","B_009_Ulva_322019_23.qgd","1","C16.2w6",1131855,8.9681
"B_035","B_035_Ulva_322019_25.qgd","1","C16.2w6",817854,6.5814
"B_036","B_036_Ulva_322019_26.qgd","1","C16.2w6",484365,3.7639
"B_069","B_069_Ulva_342019_20.qgd","1","C16.2w6",260781,2.0679
"B_070","B_070_Ulva_342019_21.qgd","1","C16.2w6",597234,4.77
"B_039","B_039_EG_322019_27.qgd","1","C16.2w6",150035,1.2232
"B_104","B_104_EG_322019_8.qgd","1","C16.2w6",48143,0.3923
"B_040","B_040_EG_342019_15.qgd","1","C16.2w6",113938,0.9286
"B_063","B_063_EG_342019_7.qgd","1","C16.2w6",135164,1.1016
"B_064","B_064_EG_342019_9.qgd","1","C16.2w6",101839,0.83
"B_005","B_005_Fucus_322019_20.qgd","1","C16.2w6",483861,2.6829
"B_006","B_006_Fucus_322019_21.qgd","1","C16.2w6",597238,3.4238
"B_030","B_030_Fucus_322019_13.qgd","1","C16.2w6",601735,3.3199
"B_031","B_031_Fucus_322019_14.qgd","1","C16.2w6",617168,3.6509
"B_066","B_066_Fucus_342019_8.qgd","1","C16.2w6",452304,2.4607
"B_067","B_067_Fucus_342019_19.qgd","1","C16.2w6",511504,2.9987
"B_033","B_033_SKelp_322019_15.qgd","1","C16.2w6",208364,1.0449
"B_034","B_034_SKelp_322019_24.qgd","1","C16.2w6",288388,1.8497
"B_060","B_060_SKelp_322019_16.qgd","1","C16.2w6",129781,0.6375
"B_061","B_061_SKelp_322019_18.qgd","1","C16.2w6",95004,0.4301
"B_001","B_001_ButterC__322019_11.qgd","1","C16.2w6",201930,1.575
"B_002","B_002_ButterC_322019_12.qgd","1","C16.2w6",83420,0.6206
"B_048","B_048_ButterC_342019_18.qgd","1","C16.2w6",114215,0.8362
"B_050","B_050_Macoma_322019_7.qgd","1","C16.2w6",79027,0.608
"B_018","B_018_Ido_342019_12.qgd","1","C16.2w6",90152,0.7345
"B_019","B_019_Ido_342019_13.qgd","1","C16.2w6",227431,1.8533
"B_020","B_020_Ido_342019_14.qgd","1","C16.2w6",273714,2.2307
"B_042","B_042_Ido_342019_16.qgd","1","C16.2w6",27372,0.223
"B_079","B_079_Ido_342019_22.qgd","1","C16.2w6",67988,0.5539
"B_015","B_015_Dung_342019_11.qgd","1","C16.2w6",45647,0.3343
"B_287","B_287_Stag_322019_9.qgd","1","C16.2w6",55767,0.3352
"Blank","Blank_2-23__322019_10.qgd","1","C16.2w6",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C16.2w6",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C16.2w6",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C16.2w6",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","a.C17.0",4621,0.0097
"B_009","B_009_Ulva_322019_23.qgd","1","a.C17.0",4798,0.0101
"B_035","B_035_Ulva_322019_25.qgd","1","a.C17.0",2838,0.006
"B_036","B_036_Ulva_322019_26.qgd","1","a.C17.0",4380,0.0092
"B_069","B_069_Ulva_342019_20.qgd","1","a.C17.0",5256,0.0111
"B_070","B_070_Ulva_342019_21.qgd","1","a.C17.0",3774,0.0079
"B_039","B_039_EG_322019_27.qgd","1","a.C17.0",0,0
"B_104","B_104_EG_322019_8.qgd","1","a.C17.0",0,0
"B_040","B_040_EG_342019_15.qgd","1","a.C17.0",11,0
"B_063","B_063_EG_342019_7.qgd","1","a.C17.0",30,1e-04
"B_064","B_064_EG_342019_9.qgd","1","a.C17.0",17,0
"B_005","B_005_Fucus_322019_20.qgd","1","a.C17.0",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","a.C17.0",1,0
"B_030","B_030_Fucus_322019_13.qgd","1","a.C17.0",6,0
"B_031","B_031_Fucus_322019_14.qgd","1","a.C17.0",23,0
"B_066","B_066_Fucus_342019_8.qgd","1","a.C17.0",20,0
"B_067","B_067_Fucus_342019_19.qgd","1","a.C17.0",-8,0
"B_033","B_033_SKelp_322019_15.qgd","1","a.C17.0",0,0
"B_034","B_034_SKelp_322019_24.qgd","1","a.C17.0",3,0
"B_060","B_060_SKelp_322019_16.qgd","1","a.C17.0",0,0
"B_061","B_061_SKelp_322019_18.qgd","1","a.C17.0",0,0
"B_001","B_001_ButterC__322019_11.qgd","1","a.C17.0",1267280,2.6669
"B_002","B_002_ButterC_322019_12.qgd","1","a.C17.0",790971,1.6646
"B_048","B_048_ButterC_342019_18.qgd","1","a.C17.0",820429,1.7266
"B_050","B_050_Macoma_322019_7.qgd","1","a.C17.0",501870,1.0562
"B_018","B_018_Ido_342019_12.qgd","1","a.C17.0",109954,0.2314
"B_019","B_019_Ido_342019_13.qgd","1","a.C17.0",95600,0.2012
"B_020","B_020_Ido_342019_14.qgd","1","a.C17.0",63963,0.1346
"B_042","B_042_Ido_342019_16.qgd","1","a.C17.0",63337,0.1333
"B_079","B_079_Ido_342019_22.qgd","1","a.C17.0",48395,0.1018
"B_015","B_015_Dung_342019_11.qgd","1","a.C17.0",597503,1.2574
"B_287","B_287_Stag_322019_9.qgd","1","a.C17.0",101880,0.2144
"Blank","Blank_2-23__322019_10.qgd","1","a.C17.0",0,0
"Blank","Blank_2-27__322019_19.qgd","1","a.C17.0",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","a.C17.0",0,0
"Blank","Blank_3-1_342019_23.qgd","1","a.C17.0",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","C16.3w3",2817586,11.434
"B_009","B_009_Ulva_322019_23.qgd","1","C16.3w3",2940299,11.932
"B_035","B_035_Ulva_322019_25.qgd","1","C16.3w3",2260064,9.1716
"B_036","B_036_Ulva_322019_26.qgd","1","C16.3w3",2126708,8.6304
"B_069","B_069_Ulva_342019_20.qgd","1","C16.3w3",2078325,8.434
"B_070","B_070_Ulva_342019_21.qgd","1","C16.3w3",3350928,13.5984
"B_039","B_039_EG_322019_27.qgd","1","C16.3w3",4004022,16.2487
"B_104","B_104_EG_322019_8.qgd","1","C16.3w3",1156225,4.6921
"B_040","B_040_EG_342019_15.qgd","1","C16.3w3",3445947,13.984
"B_063","B_063_EG_342019_7.qgd","1","C16.3w3",3736760,15.1641
"B_064","B_064_EG_342019_9.qgd","1","C16.3w3",3258019,13.2214
"B_005","B_005_Fucus_322019_20.qgd","1","C16.3w3",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","C16.3w3",0,0
"B_030","B_030_Fucus_322019_13.qgd","1","C16.3w3",0,0
"B_031","B_031_Fucus_322019_14.qgd","1","C16.3w3",0,0
"B_066","B_066_Fucus_342019_8.qgd","1","C16.3w3",0,0
"B_067","B_067_Fucus_342019_19.qgd","1","C16.3w3",0,0
"B_033","B_033_SKelp_322019_15.qgd","1","C16.3w3",0,0
"B_034","B_034_SKelp_322019_24.qgd","1","C16.3w3",0,0
"B_060","B_060_SKelp_322019_16.qgd","1","C16.3w3",0,0
"B_061","B_061_SKelp_322019_18.qgd","1","C16.3w3",0,0
"B_001","B_001_ButterC__322019_11.qgd","1","C16.3w3",0,0
"B_002","B_002_ButterC_322019_12.qgd","1","C16.3w3",0,0
"B_048","B_048_ButterC_342019_18.qgd","1","C16.3w3",0,0
"B_050","B_050_Macoma_322019_7.qgd","1","C16.3w3",0,0
"B_018","B_018_Ido_342019_12.qgd","1","C16.3w3",0,0
"B_019","B_019_Ido_342019_13.qgd","1","C16.3w3",0,0
"B_020","B_020_Ido_342019_14.qgd","1","C16.3w3",0,0
"B_042","B_042_Ido_342019_16.qgd","1","C16.3w3",0,0
"B_079","B_079_Ido_342019_22.qgd","1","C16.3w3",0,0
"B_015","B_015_Dung_342019_11.qgd","1","C16.3w3",0,0
"B_287","B_287_Stag_322019_9.qgd","1","C16.3w3",0,0
"Blank","Blank_2-23__322019_10.qgd","1","C16.3w3",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C16.3w3",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C16.3w3",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C16.3w3",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","C16.2w",0,0
"B_009","B_009_Ulva_322019_23.qgd","1","C16.2w",0,0
"B_035","B_035_Ulva_322019_25.qgd","1","C16.2w",0,0
"B_036","B_036_Ulva_322019_26.qgd","1","C16.2w",0,0
"B_069","B_069_Ulva_342019_20.qgd","1","C16.2w",0,0
"B_070","B_070_Ulva_342019_21.qgd","1","C16.2w",0,0
"B_039","B_039_EG_322019_27.qgd","1","C16.2w",0,0
"B_104","B_104_EG_322019_8.qgd","1","C16.2w",0,0
"B_040","B_040_EG_342019_15.qgd","1","C16.2w",0,0
"B_063","B_063_EG_342019_7.qgd","1","C16.2w",0,0
"B_064","B_064_EG_342019_9.qgd","1","C16.2w",0,0
"B_005","B_005_Fucus_322019_20.qgd","1","C16.2w",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","C16.2w",0,0
"B_030","B_030_Fucus_322019_13.qgd","1","C16.2w",0,0
"B_031","B_031_Fucus_322019_14.qgd","1","C16.2w",0,0
"B_066","B_066_Fucus_342019_8.qgd","1","C16.2w",0,0
"B_067","B_067_Fucus_342019_19.qgd","1","C16.2w",0,0
"B_033","B_033_SKelp_322019_15.qgd","1","C16.2w",0,0
"B_034","B_034_SKelp_322019_24.qgd","1","C16.2w",0,0
"B_060","B_060_SKelp_322019_16.qgd","1","C16.2w",0,0
"B_061","B_061_SKelp_322019_18.qgd","1","C16.2w",0,0
"B_001","B_001_ButterC__322019_11.qgd","1","C16.2w",0,0
"B_002","B_002_ButterC_322019_12.qgd","1","C16.2w",0,0
"B_048","B_048_ButterC_342019_18.qgd","1","C16.2w",0,0
"B_050","B_050_Macoma_322019_7.qgd","1","C16.2w",0,0
"B_018","B_018_Ido_342019_12.qgd","1","C16.2w",0,0
"B_019","B_019_Ido_342019_13.qgd","1","C16.2w",0,0
"B_020","B_020_Ido_342019_14.qgd","1","C16.2w",0,0
"B_042","B_042_Ido_342019_16.qgd","1","C16.2w",0,0
"B_079","B_079_Ido_342019_22.qgd","1","C16.2w",0,0
"B_015","B_015_Dung_342019_11.qgd","1","C16.2w",0,0
"B_287","B_287_Stag_322019_9.qgd","1","C16.2w",0,0
"Blank","Blank_2-23__322019_10.qgd","1","C16.2w",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C16.2w",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C16.2w",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C16.2w",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","C17.0",31622,0.0665
"B_009","B_009_Ulva_322019_23.qgd","1","C17.0",35937,0.0756
"B_035","B_035_Ulva_322019_25.qgd","1","C17.0",18402,0.0387
"B_036","B_036_Ulva_322019_26.qgd","1","C17.0",22939,0.0483
"B_069","B_069_Ulva_342019_20.qgd","1","C17.0",31618,0.0665
"B_070","B_070_Ulva_342019_21.qgd","1","C17.0",37020,0.0779
"B_039","B_039_EG_322019_27.qgd","1","C17.0",107772,0.2268
"B_104","B_104_EG_322019_8.qgd","1","C17.0",51563,0.1085
"B_040","B_040_EG_342019_15.qgd","1","C17.0",89436,0.1882
"B_063","B_063_EG_342019_7.qgd","1","C17.0",140124,0.2949
"B_064","B_064_EG_342019_9.qgd","1","C17.0",92970,0.1957
"B_005","B_005_Fucus_322019_20.qgd","1","C17.0",466214,0.9811
"B_006","B_006_Fucus_322019_21.qgd","1","C17.0",688981,1.4499
"B_030","B_030_Fucus_322019_13.qgd","1","C17.0",470271,0.9897
"B_031","B_031_Fucus_322019_14.qgd","1","C17.0",480205,1.0106
"B_066","B_066_Fucus_342019_8.qgd","1","C17.0",428306,0.9014
"B_067","B_067_Fucus_342019_19.qgd","1","C17.0",450767,0.9486
"B_033","B_033_SKelp_322019_15.qgd","1","C17.0",51999,0.1094
"B_034","B_034_SKelp_322019_24.qgd","1","C17.0",66687,0.1403
"B_060","B_060_SKelp_322019_16.qgd","1","C17.0",73944,0.1556
"B_061","B_061_SKelp_322019_18.qgd","1","C17.0",63022,0.1326
"B_001","B_001_ButterC__322019_11.qgd","1","C17.0",1261225,2.6542
"B_002","B_002_ButterC_322019_12.qgd","1","C17.0",885765,1.8641
"B_048","B_048_ButterC_342019_18.qgd","1","C17.0",966030,2.033
"B_050","B_050_Macoma_322019_7.qgd","1","C17.0",1139103,2.3972
"B_018","B_018_Ido_342019_12.qgd","1","C17.0",399720,0.8412
"B_019","B_019_Ido_342019_13.qgd","1","C17.0",172209,0.3624
"B_020","B_020_Ido_342019_14.qgd","1","C17.0",126795,0.2668
"B_042","B_042_Ido_342019_16.qgd","1","C17.0",131554,0.2769
"B_079","B_079_Ido_342019_22.qgd","1","C17.0",107476,0.2262
"B_015","B_015_Dung_342019_11.qgd","1","C17.0",958898,2.018
"B_287","B_287_Stag_322019_9.qgd","1","C17.0",316471,0.666
"Blank","Blank_2-23__322019_10.qgd","1","C17.0",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C17.0",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C17.0",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C17.0",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","C17.1w9",56458,0.5639
"B_009","B_009_Ulva_322019_23.qgd","1","C17.1w9",74910,0.7482
"B_035","B_035_Ulva_322019_25.qgd","1","C17.1w9",59296,0.5923
"B_036","B_036_Ulva_322019_26.qgd","1","C17.1w9",70971,0.7089
"B_069","B_069_Ulva_342019_20.qgd","1","C17.1w9",136905,1.3675
"B_070","B_070_Ulva_342019_21.qgd","1","C17.1w9",190648,1.9043
"B_039","B_039_EG_322019_27.qgd","1","C17.1w9",91,9e-04
"B_104","B_104_EG_322019_8.qgd","1","C17.1w9",18,2e-04
"B_040","B_040_EG_342019_15.qgd","1","C17.1w9",5,0
"B_063","B_063_EG_342019_7.qgd","1","C17.1w9",54,5e-04
"B_064","B_064_EG_342019_9.qgd","1","C17.1w9",122,0.0012
"B_005","B_005_Fucus_322019_20.qgd","1","C17.1w9",124452,1.2431
"B_006","B_006_Fucus_322019_21.qgd","1","C17.1w9",188007,1.8779
"B_030","B_030_Fucus_322019_13.qgd","1","C17.1w9",212841,2.1259
"B_031","B_031_Fucus_322019_14.qgd","1","C17.1w9",213940,2.1369
"B_066","B_066_Fucus_342019_8.qgd","1","C17.1w9",115345,1.1521
"B_067","B_067_Fucus_342019_19.qgd","1","C17.1w9",123540,1.234
"B_033","B_033_SKelp_322019_15.qgd","1","C17.1w9",7681,0.0767
"B_034","B_034_SKelp_322019_24.qgd","1","C17.1w9",10359,0.1035
"B_060","B_060_SKelp_322019_16.qgd","1","C17.1w9",10961,0.1095
"B_061","B_061_SKelp_322019_18.qgd","1","C17.1w9",9597,0.0959
"B_001","B_001_ButterC__322019_11.qgd","1","C17.1w9",21594,0.2157
"B_002","B_002_ButterC_322019_12.qgd","1","C17.1w9",8627,0.0862
"B_048","B_048_ButterC_342019_18.qgd","1","C17.1w9",7873,0.0786
"B_050","B_050_Macoma_322019_7.qgd","1","C17.1w9",199644,1.9941
"B_018","B_018_Ido_342019_12.qgd","1","C17.1w9",16554,0.1653
"B_019","B_019_Ido_342019_13.qgd","1","C17.1w9",29460,0.2943
"B_020","B_020_Ido_342019_14.qgd","1","C17.1w9",19258,0.1924
"B_042","B_042_Ido_342019_16.qgd","1","C17.1w9",19240,0.1922
"B_079","B_079_Ido_342019_22.qgd","1","C17.1w9",9067,0.0906
"B_015","B_015_Dung_342019_11.qgd","1","C17.1w9",208095,2.0785
"B_287","B_287_Stag_322019_9.qgd","1","C17.1w9",30867,0.3083
"Blank","Blank_2-23__322019_10.qgd","1","C17.1w9",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C17.1w9",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C17.1w9",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C17.1w9",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","C16.4w3",0,0
"B_009","B_009_Ulva_322019_23.qgd","1","C16.4w3",0,0
"B_035","B_035_Ulva_322019_25.qgd","1","C16.4w3",0,0
"B_036","B_036_Ulva_322019_26.qgd","1","C16.4w3",0,0
"B_069","B_069_Ulva_342019_20.qgd","1","C16.4w3",0,0
"B_070","B_070_Ulva_342019_21.qgd","1","C16.4w3",0,0
"B_039","B_039_EG_322019_27.qgd","1","C16.4w3",0,0
"B_104","B_104_EG_322019_8.qgd","1","C16.4w3",0,0
"B_040","B_040_EG_342019_15.qgd","1","C16.4w3",0,0
"B_063","B_063_EG_342019_7.qgd","1","C16.4w3",0,0
"B_064","B_064_EG_342019_9.qgd","1","C16.4w3",0,0
"B_005","B_005_Fucus_322019_20.qgd","1","C16.4w3",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","C16.4w3",0,0
"B_030","B_030_Fucus_322019_13.qgd","1","C16.4w3",0,0
"B_031","B_031_Fucus_322019_14.qgd","1","C16.4w3",0,0
"B_066","B_066_Fucus_342019_8.qgd","1","C16.4w3",0,0
"B_067","B_067_Fucus_342019_19.qgd","1","C16.4w3",0,0
"B_033","B_033_SKelp_322019_15.qgd","1","C16.4w3",0,0
"B_034","B_034_SKelp_322019_24.qgd","1","C16.4w3",0,0
"B_060","B_060_SKelp_322019_16.qgd","1","C16.4w3",0,0
"B_061","B_061_SKelp_322019_18.qgd","1","C16.4w3",0,0
"B_001","B_001_ButterC__322019_11.qgd","1","C16.4w3",0,0
"B_002","B_002_ButterC_322019_12.qgd","1","C16.4w3",0,0
"B_048","B_048_ButterC_342019_18.qgd","1","C16.4w3",0,0
"B_050","B_050_Macoma_322019_7.qgd","1","C16.4w3",0,0
"B_018","B_018_Ido_342019_12.qgd","1","C16.4w3",0,0
"B_019","B_019_Ido_342019_13.qgd","1","C16.4w3",0,0
"B_020","B_020_Ido_342019_14.qgd","1","C16.4w3",0,0
"B_042","B_042_Ido_342019_16.qgd","1","C16.4w3",0,0
"B_079","B_079_Ido_342019_22.qgd","1","C16.4w3",0,0
"B_015","B_015_Dung_342019_11.qgd","1","C16.4w3",0,0
"B_287","B_287_Stag_322019_9.qgd","1","C16.4w3",0,0
"Blank","Blank_2-23__322019_10.qgd","1","C16.4w3",0,0
"Blank","Blank_2-27__322019_19.qgd","1","C16.4w3",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","C16.4w3",0,0
"Blank","Blank_3-1_342019_23.qgd","1","C16.4w3",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","i.C18.0",0,0
"B_009","B_009_Ulva_322019_23.qgd","1","i.C18.0",0,0
"B_035","B_035_Ulva_322019_25.qgd","1","i.C18.0",0,0
"B_036","B_036_Ulva_322019_26.qgd","1","i.C18.0",0,0
"B_069","B_069_Ulva_342019_20.qgd","1","i.C18.0",0,0
"B_070","B_070_Ulva_342019_21.qgd","1","i.C18.0",0,0
"B_039","B_039_EG_322019_27.qgd","1","i.C18.0",0,0
"B_104","B_104_EG_322019_8.qgd","1","i.C18.0",0,0
"B_040","B_040_EG_342019_15.qgd","1","i.C18.0",0,0
"B_063","B_063_EG_342019_7.qgd","1","i.C18.0",0,0
"B_064","B_064_EG_342019_9.qgd","1","i.C18.0",0,0
"B_005","B_005_Fucus_322019_20.qgd","1","i.C18.0",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","i.C18.0",0,0
"B_030","B_030_Fucus_322019_13.qgd","1","i.C18.0",0,0
"B_031","B_031_Fucus_322019_14.qgd","1","i.C18.0",0,0
"B_066","B_066_Fucus_342019_8.qgd","1","i.C18.0",0,0
"B_067","B_067_Fucus_342019_19.qgd","1","i.C18.0",0,0
"B_033","B_033_SKelp_322019_15.qgd","1","i.C18.0",0,0
"B_034","B_034_SKelp_322019_24.qgd","1","i.C18.0",0,0
"B_060","B_060_SKelp_322019_16.qgd","1","i.C18.0",0,0
"B_061","B_061_SKelp_322019_18.qgd","1","i.C18.0",0,0
"B_001","B_001_ButterC__322019_11.qgd","1","i.C18.0",124563,0.2662
"B_002","B_002_ButterC_322019_12.qgd","1","i.C18.0",82138,0.1755
"B_048","B_048_ButterC_342019_18.qgd","1","i.C18.0",68870,0.1472
"B_050","B_050_Macoma_322019_7.qgd","1","i.C18.0",31546,0.0674
"B_018","B_018_Ido_342019_12.qgd","1","i.C18.0",2068,0.0044
"B_019","B_019_Ido_342019_13.qgd","1","i.C18.0",2597,0.0055
"B_020","B_020_Ido_342019_14.qgd","1","i.C18.0",2891,0.0062
"B_042","B_042_Ido_342019_16.qgd","1","i.C18.0",3384,0.0072
"B_079","B_079_Ido_342019_22.qgd","1","i.C18.0",1420,0.003
"B_015","B_015_Dung_342019_11.qgd","1","i.C18.0",254594,0.5441
"B_287","B_287_Stag_322019_9.qgd","1","i.C18.0",37705,0.0806
"Blank","Blank_2-23__322019_10.qgd","1","i.C18.0",0,0
"Blank","Blank_2-27__322019_19.qgd","1","i.C18.0",0,0
"Blank","Blank_2-28_064__342019_10.qgd","1","i.C18.0",0,0
"Blank","Blank_3-1_342019_23.qgd","1","i.C18.0",0,0
"B_008","B_008_Ulva_322019_22.qgd","1","C17.3w3",0,0
"B_009","B_009_Ulva_322019_23.qgd","1","C17.3w3",0,0
"B_035","B_035_Ulva_322019_25.qgd","1","C17.3w3",0,0
"B_036","B_036_Ulva_322019_26.qgd","1","C17.3w3",0,0
"B_069","B_069_Ulva_342019_20.qgd","1","C17.3w3",0,0
"B_070","B_070_Ulva_342019_21.qgd","1","C17.3w3",0,0
"B_039","B_039_EG_322019_27.qgd","1","C17.3w3",0,0
"B_104","B_104_EG_322019_8.qgd","1","C17.3w3",0,0
"B_040","B_040_EG_342019_15.qgd","1","C17.3w3",0,0
"B_063","B_063_EG_342019_7.qgd","1","C17.3w3",0,0
"B_064","B_064_EG_342019_9.qgd","1","C17.3w3",0,0
"B_005","B_005_Fucus_322019_20.qgd","1","C17.3w3",0,0
"B_006","B_006_Fucus_322019_21.qgd","1","C17.3w3",0,0
"B_030","B_030_Fucus_322019_13.qgd","1","C17.3w3",0,0
"B_031","B_031_Fucus_322019_14.qgd","1","C17.3w3",0,0
"B_066","B_066_Fucus_342019_8.qgd","1","C17.3w3",0,0
"B_067","B_067_Fucus_342019_19.qgd","1","C17.3w3",0,0
"B_033","B_033_SKelp_322019_15.qgd","1","C17.3w3",0,0
"B_034","B_034_SKelp_322019_24.qgd","1","C17.3w3",0,0
"B_060","B_060_SKelp_322019_16.qgd","1","C17.3w3",0,0
"B_061","B_061_SKelp_322019_18.qgd","1","C17.3w3",0,0
"B_001","B_001_ButterC__322019_11.qgd","1","C17.3w3",0,0
"B_002","B_002_ButterC_322019_12.qgd","1","C17.3w3",0,0
