"ID","Sample","Batch","FA","Area","Conc"
"B_051","B_051_Macoma_3142019_10.qgd","5","C23.0",2204,0.0072
"B_056","B_056_Limpet_3142019_12.qgd","5","C23.0",15119,0.0495
"B_057","B_057_Limpet_3142019_13.qgd","5","C23.0",14766,0.0484
"B_078","B_078_Idotea_3142019_14.qgd","5","C23.0",7560,0.0248
"B_080","B_080_ButterC_3142019_15.qgd","5","C23.0",3043,0.01
"B_081","B_081_ButterC_3142019_16.qgd","5","C23.0",2022,0.0066
"B_086","B_086_PMacoma_3142019_18.qgd","5","C23.0",1948,0.0064
"B_088","B_088_Limpet_3142019_19.qgd","5","C23.0",14962,0.049
"B_055","B_055_DungC_3142019_11.qgd","5","C23.0",6105,0.02
"B_090","B_090_RedRockC_3142019_20.qgd","5","C23.0",8860,0.029
"B_091","B_091_HelmetC_3142019_21.qgd","5","C23.0",11318,0.0371
"B_092","B_092_HelmetC_3142019_22.qgd","5","C23.0",9885,0.0324
"B_093","B_093_HelmetC_3142019_23.qgd","5","C23.0",8378,0.0275
"B_094","B_094_DungC_3142019_24.qgd","5","C23.0",7459,0.0244
"B_095","B_095_DungC_3142019_25.qgd","5","C23.0",6838,0.0224
"B_096","B_096_HelmetC_3142019_26.qgd","5","C23.0",7664,0.0251
"B_025","B_025_Eelgrass_3142019_8.qgd","5","C22.4w6",0,0
"B_101","B_101_Ulva_3142019_27.qgd","5","C22.4w6",54746,0.4118
"B_023","B_023_Limpet_3142019_7.qgd","5","C22.4w6",208925,1.5716
"B_049","B_049_ButterC_3142019_9.qgd","5","C22.4w6",930415,6.999
"B_051","B_051_Macoma_3142019_10.qgd","5","C22.4w6",274581,2.0655
"B_056","B_056_Limpet_3142019_12.qgd","5","C22.4w6",281152,2.1149
"B_057","B_057_Limpet_3142019_13.qgd","5","C22.4w6",308555,2.3211
"B_078","B_078_Idotea_3142019_14.qgd","5","C22.4w6",16101,0.1211
"B_080","B_080_ButterC_3142019_15.qgd","5","C22.4w6",1099204,8.2687
"B_081","B_081_ButterC_3142019_16.qgd","5","C22.4w6",842521,6.3378
"B_086","B_086_PMacoma_3142019_18.qgd","5","C22.4w6",329183,2.4763
"B_088","B_088_Limpet_3142019_19.qgd","5","C22.4w6",305125,2.2953
"B_055","B_055_DungC_3142019_11.qgd","5","C22.4w6",138513,1.042
"B_090","B_090_RedRockC_3142019_20.qgd","5","C22.4w6",43461,0.3269
"B_091","B_091_HelmetC_3142019_21.qgd","5","C22.4w6",30809,0.2318
"B_092","B_092_HelmetC_3142019_22.qgd","5","C22.4w6",23641,0.1778
"B_093","B_093_HelmetC_3142019_23.qgd","5","C22.4w6",29629,0.2229
"B_094","B_094_DungC_3142019_24.qgd","5","C22.4w6",93571,0.7039
"B_095","B_095_DungC_3142019_25.qgd","5","C22.4w6",80638,0.6066
"B_096","B_096_HelmetC_3142019_26.qgd","5","C22.4w6",33809,0.2543
"B_025","B_025_Eelgrass_3142019_8.qgd","5","C22.3w3",0,0
"B_101","B_101_Ulva_3142019_27.qgd","5","C22.3w3",0,0
"B_023","B_023_Limpet_3142019_7.qgd","5","C22.3w3",101895,0.1853
"B_049","B_049_ButterC_3142019_9.qgd","5","C22.3w3",165448,0.3009
"B_051","B_051_Macoma_3142019_10.qgd","5","C22.3w3",193106,0.3512
"B_056","B_056_Limpet_3142019_12.qgd","5","C22.3w3",165648,0.3013
"B_057","B_057_Limpet_3142019_13.qgd","5","C22.3w3",176419,0.3209
"B_078","B_078_Idotea_3142019_14.qgd","5","C22.3w3",42983,0.0782
"B_080","B_080_ButterC_3142019_15.qgd","5","C22.3w3",157379,0.2863
"B_081","B_081_ButterC_3142019_16.qgd","5","C22.3w3",162466,0.2955
"B_086","B_086_PMacoma_3142019_18.qgd","5","C22.3w3",134060,0.2438
"B_088","B_088_Limpet_3142019_19.qgd","5","C22.3w3",209400,0.3809
"B_055","B_055_DungC_3142019_11.qgd","5","C22.3w3",74950,0.1363
"B_090","B_090_RedRockC_3142019_20.qgd","5","C22.3w3",43210,0.0786
"B_091","B_091_HelmetC_3142019_21.qgd","5","C22.3w3",51174,0.0931
"B_092","B_092_HelmetC_3142019_22.qgd","5","C22.3w3",40515,0.0737
"B_093","B_093_HelmetC_3142019_23.qgd","5","C22.3w3",34098,0.062
"B_094","B_094_DungC_3142019_24.qgd","5","C22.3w3",34545,0.0628
"B_095","B_095_DungC_3142019_25.qgd","5","C22.3w3",33132,0.0603
"B_096","B_096_HelmetC_3142019_26.qgd","5","C22.3w3",35423,0.0644
"B_025","B_025_Eelgrass_3142019_8.qgd","5","C22.5w3",0,0
"B_101","B_101_Ulva_3142019_27.qgd","5","C22.5w3",1138077,12.3242
"B_023","B_023_Limpet_3142019_7.qgd","5","C22.5w3",2511024,27.1918
"B_049","B_049_ButterC_3142019_9.qgd","5","C22.5w3",1450955,15.7123
"B_051","B_051_Macoma_3142019_10.qgd","5","C22.5w3",805356,8.7212
"B_056","B_056_Limpet_3142019_12.qgd","5","C22.5w3",3152647,34.1399
"B_057","B_057_Limpet_3142019_13.qgd","5","C22.5w3",3180769,34.4444
"B_078","B_078_Idotea_3142019_14.qgd","5","C22.5w3",180429,1.9539
"B_080","B_080_ButterC_3142019_15.qgd","5","C22.5w3",1763681,19.0988
"B_081","B_081_ButterC_3142019_16.qgd","5","C22.5w3",1695237,18.3576
"B_086","B_086_PMacoma_3142019_18.qgd","5","C22.5w3",913569,9.893
"B_088","B_088_Limpet_3142019_19.qgd","5","C22.5w3",3148230,34.092
"B_055","B_055_DungC_3142019_11.qgd","5","C22.5w3",881504,9.5458
"B_090","B_090_RedRockC_3142019_20.qgd","5","C22.5w3",279771,3.0296
"B_091","B_091_HelmetC_3142019_21.qgd","5","C22.5w3",767181,8.3078
"B_092","B_092_HelmetC_3142019_22.qgd","5","C22.5w3",528924,5.7277
"B_093","B_093_HelmetC_3142019_23.qgd","5","C22.5w3",786183,8.5135
"B_094","B_094_DungC_3142019_24.qgd","5","C22.5w3",422862,4.5792
"B_095","B_095_DungC_3142019_25.qgd","5","C22.5w3",406307,4.3999
"B_096","B_096_HelmetC_3142019_26.qgd","5","C22.5w3",680254,7.3664
"B_025","B_025_Eelgrass_3142019_8.qgd","5","C22.6w3",12918,0.0899
"B_101","B_101_Ulva_3142019_27.qgd","5","C22.6w3",45382,0.316
"B_023","B_023_Limpet_3142019_7.qgd","5","C22.6w3",1346177,9.3727
"B_049","B_049_ButterC_3142019_9.qgd","5","C22.6w3",6044177,42.0825
"B_051","B_051_Macoma_3142019_10.qgd","5","C22.6w3",2055033,14.3081
"B_056","B_056_Limpet_3142019_12.qgd","5","C22.6w3",1801595,12.5436
"B_057","B_057_Limpet_3142019_13.qgd","5","C22.6w3",1866678,12.9967
"B_078","B_078_Idotea_3142019_14.qgd","5","C22.6w3",1452726,10.1146
"B_080","B_080_ButterC_3142019_15.qgd","5","C22.6w3",5472239,38.1004
"B_081","B_081_ButterC_3142019_16.qgd","5","C22.6w3",6059915,42.192
"B_086","B_086_PMacoma_3142019_18.qgd","5","C22.6w3",2063514,14.3672
"B_088","B_088_Limpet_3142019_19.qgd","5","C22.6w3",1689410,11.7625
"B_055","B_055_DungC_3142019_11.qgd","5","C22.6w3",4216133,29.3547
"B_090","B_090_RedRockC_3142019_20.qgd","5","C22.6w3",2786477,19.4008
"B_091","B_091_HelmetC_3142019_21.qgd","5","C22.6w3",4464784,31.086
"B_092","B_092_HelmetC_3142019_22.qgd","5","C22.6w3",4147498,28.8769
"B_093","B_093_HelmetC_3142019_23.qgd","5","C22.6w3",4806087,33.4623
"B_094","B_094_DungC_3142019_24.qgd","5","C22.6w3",4158169,28.9512
"B_095","B_095_DungC_3142019_25.qgd","5","C22.6w3",3992750,27.7994
"B_096","B_096_HelmetC_3142019_26.qgd","5","C22.6w3",5247715,36.5371
"B_166","B_166_Eelgrass_3152019_7.qgd","6","C12.0",47077,0.1134
"B_168","B_168_Fucus_3152019_8.qgd","6","C12.0",65481,0.1578
"B_169","B_169_Fucus_3152019_9.qgd","6","C12.0",68686,0.1655
"B_208","B_208_POM_3152019_32.qgd","6","C12.0",80465,0.1939
"B_209","B_209_POM_3152019_33.qgd","6","C12.0",89134,0.2148
"B_212","B_212_POM_3152019_34.qgd","6","C12.0",84613,0.2039
"B_213","B_213_POM_3152019_35.qgd","6","C12.0",111390,0.2684
"B_217","B_217_POM_3152019_36.qgd","6","C12.0",135629,0.3268
"B_218","B_218_POM_3152019_37.qgd","6","C12.0",408081,0.9832
"B_228","B_228_POM_3152019_40.qgd","6","C12.0",185384,0.4467
"B_229","B_229_POM_3172019_41.qgd","6","C12.0",238505,0.5747
"B_231","B_231_POM_3172019_1.qgd","6","C12.0",184157,0.4437
"B_232","B_232_POM_3172019_3.qgd","6","C12.0",185452,0.4468
"B_171","B_171_Limpet_3152019_10.qgd","6","C12.0",27921,0.0673
"B_172","B_172_Limpet_3152019_11.qgd","6","C12.0",16541,0.0399
"B_179","B_179_Idotea_3152019_12.qgd","6","C12.0",10474,0.0252
"B_180","B_180_Idotea_3152019_13.qgd","6","C12.0",77278,0.1862
"B_182","B_182_ButterC_3152019_14.qgd","6","C12.0",2975,0.0072
"B_183","B_183_BMacoma_3152019_15.qgd","6","C12.0",2211,0.0053
"B_184","B_184_PMacoma_3152019_16.qgd","6","C12.0",2425,0.0058
"B_185","B_185_HelmetC_3152019_18.qgd","6","C12.0",9738,0.0235
"B_186","B_186_HelmetC_3152019_19.qgd","6","C12.0",9217,0.0222
"B_198","B_198_HelmetC_3152019_25.qgd","6","C12.0",9556,0.023
"B_201","B_201_HelmetC_3152019_26.qgd","6","C12.0",6138,0.0148
"B_202","B_202_HelmetC_3152019_27.qgd","6","C12.0",7201,0.0174
"B_195","B_195_DungC_3152019_22.qgd","6","C12.0",9675,0.0233
"B_197","B_197_DungC_3152019_23.qgd","6","C12.0",8316,0.02
"B_204","B_204_DungC_3152019_29.qgd","6","C12.0",13404,0.0323
"B_205","B_205_DungC_3152019_30.qgd","6","C12.0",7571,0.0182
"B_207","B_207_DungC_3152019_31.qgd","6","C12.0",9686,0.0233
"B_191","B_191_Stag_3152019_20.qgd","6","C12.0",3010,0.0073
"B_192","B_192_Stag_3152019_21.qgd","6","C12.0",5992,0.0144
"B_247","B_247_Stag_3172019_8.qgd","6","C12.0",6555,0.0158
"B_248","B_248_Stag_3172019_10.qgd","6","C12.0",4700,0.0113
"B_239","B_239_SPerch_3172019_4.qgd","6","C12.0",6578,0.0158
"B_241","B_241_SPerch_3172019_5.qgd","6","C12.0",11569,0.0279
"B_255","B_255_SPBack_3172019_13.qgd","6","C12.0",6859,0.0165
"B_256","B_256_SPBack_3172019_14.qgd","6","C12.0",6943,0.0167
"B_242","B_242_DShrimp_3172019_6.qgd","6","C12.0",140563,0.3387
"B_244","B_244_DShrimp_3172019_7.qgd","6","C12.0",123807,0.2983
"B_250","B_250_DShrimp_3172019_11.qgd","6","C12.0",178458,0.43
"B_251","B_251_DShrimp_3172019_12.qgd","6","C12.0",100723,0.2427
"Blank","Blank_ProdMar11_3152019_24.qgd","6","C12.0",1743,0.0042
"Blank","Blank_ProdMar12_3172019_2.qgd","6","C12.0",1916,0.0046
"B_166","B_166_Eelgrass_3152019_7.qgd","6","i.C13.0",0,0
"B_168","B_168_Fucus_3152019_8.qgd","6","i.C13.0",0,0
"B_169","B_169_Fucus_3152019_9.qgd","6","i.C13.0",0,0
"B_208","B_208_POM_3152019_32.qgd","6","i.C13.0",8448,0.0185
"B_209","B_209_POM_3152019_33.qgd","6","i.C13.0",8064,0.0176
"B_212","B_212_POM_3152019_34.qgd","6","i.C13.0",8731,0.0191
"B_213","B_213_POM_3152019_35.qgd","6","i.C13.0",8154,0.0178
"B_217","B_217_POM_3152019_36.qgd","6","i.C13.0",9557,0.0209
"B_218","B_218_POM_3152019_37.qgd","6","i.C13.0",12576,0.0275
"B_228","B_228_POM_3152019_40.qgd","6","i.C13.0",14638,0.032
"B_229","B_229_POM_3172019_41.qgd","6","i.C13.0",14998,0.0328
"B_231","B_231_POM_3172019_1.qgd","6","i.C13.0",19591,0.0428
"B_232","B_232_POM_3172019_3.qgd","6","i.C13.0",17865,0.039
"B_171","B_171_Limpet_3152019_10.qgd","6","i.C13.0",7871,0.0172
"B_172","B_172_Limpet_3152019_11.qgd","6","i.C13.0",6326,0.0138
"B_179","B_179_Idotea_3152019_12.qgd","6","i.C13.0",0,0
"B_180","B_180_Idotea_3152019_13.qgd","6","i.C13.0",7616,0.0166
"B_182","B_182_ButterC_3152019_14.qgd","6","i.C13.0",374,8e-04
"B_183","B_183_BMacoma_3152019_15.qgd","6","i.C13.0",890,0.0019
"B_184","B_184_PMacoma_3152019_16.qgd","6","i.C13.0",0,0
"B_185","B_185_HelmetC_3152019_18.qgd","6","i.C13.0",0,0
"B_186","B_186_HelmetC_3152019_19.qgd","6","i.C13.0",0,0
"B_198","B_198_HelmetC_3152019_25.qgd","6","i.C13.0",0,0
"B_201","B_201_HelmetC_3152019_26.qgd","6","i.C13.0",0,0
"B_202","B_202_HelmetC_3152019_27.qgd","6","i.C13.0",0,0
"B_195","B_195_DungC_3152019_22.qgd","6","i.C13.0",0,0
"B_197","B_197_DungC_3152019_23.qgd","6","i.C13.0",0,0
"B_204","B_204_DungC_3152019_29.qgd","6","i.C13.0",0,0
"B_205","B_205_DungC_3152019_30.qgd","6","i.C13.0",0,0
"B_207","B_207_DungC_3152019_31.qgd","6","i.C13.0",0,0
"B_191","B_191_Stag_3152019_20.qgd","6","i.C13.0",0,0
"B_192","B_192_Stag_3152019_21.qgd","6","i.C13.0",0,0
"B_247","B_247_Stag_3172019_8.qgd","6","i.C13.0",0,0
"B_248","B_248_Stag_3172019_10.qgd","6","i.C13.0",0,0
"B_239","B_239_SPerch_3172019_4.qgd","6","i.C13.0",0,0
"B_241","B_241_SPerch_3172019_5.qgd","6","i.C13.0",0,0
"B_255","B_255_SPBack_3172019_13.qgd","6","i.C13.0",0,0
"B_256","B_256_SPBack_3172019_14.qgd","6","i.C13.0",558,0.0012
"B_242","B_242_DShrimp_3172019_6.qgd","6","i.C13.0",0,0
"B_244","B_244_DShrimp_3172019_7.qgd","6","i.C13.0",0,0
"B_250","B_250_DShrimp_3172019_11.qgd","6","i.C13.0",878,0.0019
"B_251","B_251_DShrimp_3172019_12.qgd","6","i.C13.0",0,0
"Blank","Blank_ProdMar11_3152019_24.qgd","6","i.C13.0",0,0
"Blank","Blank_ProdMar12_3172019_2.qgd","6","i.C13.0",0,0
"B_166","B_166_Eelgrass_3152019_7.qgd","6","C13.0",0,0
"B_168","B_168_Fucus_3152019_8.qgd","6","C13.0",22760,0.0497
"B_169","B_169_Fucus_3152019_9.qgd","6","C13.0",20114,0.0439
"B_208","B_208_POM_3152019_32.qgd","6","C13.0",56422,0.1232
"B_209","B_209_POM_3152019_33.qgd","6","C13.0",71164,0.1554
"B_212","B_212_POM_3152019_34.qgd","6","C13.0",40866,0.0893
"B_213","B_213_POM_3152019_35.qgd","6","C13.0",40218,0.0878
"B_217","B_217_POM_3152019_36.qgd","6","C13.0",30265,0.0661
"B_218","B_218_POM_3152019_37.qgd","6","C13.0",44211,0.0966
"B_228","B_228_POM_3152019_40.qgd","6","C13.0",74998,0.1638
"B_229","B_229_POM_3172019_41.qgd","6","C13.0",67205,0.1468
"B_231","B_231_POM_3172019_1.qgd","6","C13.0",79093,0.1728
"B_232","B_232_POM_3172019_3.qgd","6","C13.0",81501,0.178
"B_171","B_171_Limpet_3152019_10.qgd","6","C13.0",9251,0.0202
"B_172","B_172_Limpet_3152019_11.qgd","6","C13.0",6635,0.0145
"B_179","B_179_Idotea_3152019_12.qgd","6","C13.0",1447,0.0032
"B_180","B_180_Idotea_3152019_13.qgd","6","C13.0",7639,0.0167
"B_182","B_182_ButterC_3152019_14.qgd","6","C13.0",1558,0.0034
"B_183","B_183_BMacoma_3152019_15.qgd","6","C13.0",2508,0.0055
"B_184","B_184_PMacoma_3152019_16.qgd","6","C13.0",2566,0.0056
"B_185","B_185_HelmetC_3152019_18.qgd","6","C13.0",1285,0.0028
"B_186","B_186_HelmetC_3152019_19.qgd","6","C13.0",1046,0.0023
"B_198","B_198_HelmetC_3152019_25.qgd","6","C13.0",433,9e-04
"B_201","B_201_HelmetC_3152019_26.qgd","6","C13.0",344,8e-04
"B_202","B_202_HelmetC_3152019_27.qgd","6","C13.0",608,0.0013
"B_195","B_195_DungC_3152019_22.qgd","6","C13.0",897,0.002
"B_197","B_197_DungC_3152019_23.qgd","6","C13.0",1046,0.0023
"B_204","B_204_DungC_3152019_29.qgd","6","C13.0",1738,0.0038
"B_205","B_205_DungC_3152019_30.qgd","6","C13.0",1684,0.0037
"B_207","B_207_DungC_3152019_31.qgd","6","C13.0",1815,0.004
"B_191","B_191_Stag_3152019_20.qgd","6","C13.0",1300,0.0028
"B_192","B_192_Stag_3152019_21.qgd","6","C13.0",1831,0.004
"B_247","B_247_Stag_3172019_8.qgd","6","C13.0",1675,0.0037
"B_248","B_248_Stag_3172019_10.qgd","6","C13.0",1047,0.0023
"B_239","B_239_SPerch_3172019_4.qgd","6","C13.0",1702,0.0037
"B_241","B_241_SPerch_3172019_5.qgd","6","C13.0",3526,0.0077
"B_255","B_255_SPBack_3172019_13.qgd","6","C13.0",4159,0.0091
"B_256","B_256_SPBack_3172019_14.qgd","6","C13.0",3245,0.0071
"B_242","B_242_DShrimp_3172019_6.qgd","6","C13.0",7664,0.0167
"B_244","B_244_DShrimp_3172019_7.qgd","6","C13.0",7116,0.0155
"B_250","B_250_DShrimp_3172019_11.qgd","6","C13.0",6730,0.0147
"B_251","B_251_DShrimp_3172019_12.qgd","6","C13.0",3917,0.0086
"Blank","Blank_ProdMar11_3152019_24.qgd","6","C13.0",0,0
"Blank","Blank_ProdMar12_3172019_2.qgd","6","C13.0",0,0
"B_166","B_166_Eelgrass_3152019_7.qgd","6","C13.1w",0,0
"B_168","B_168_Fucus_3152019_8.qgd","6","C13.1w",589,0.0035
"B_169","B_169_Fucus_3152019_9.qgd","6","C13.1w",2020,0.0121
"B_208","B_208_POM_3152019_32.qgd","6","C13.1w",0,0
"B_209","B_209_POM_3152019_33.qgd","6","C13.1w",0,0
"B_212","B_212_POM_3152019_34.qgd","6","C13.1w",0,0
"B_213","B_213_POM_3152019_35.qgd","6","C13.1w",0,0
"B_217","B_217_POM_3152019_36.qgd","6","C13.1w",0,0
"B_218","B_218_POM_3152019_37.qgd","6","C13.1w",0,0
"B_228","B_228_POM_3152019_40.qgd","6","C13.1w",0,0
"B_229","B_229_POM_3172019_41.qgd","6","C13.1w",0,0
"B_231","B_231_POM_3172019_1.qgd","6","C13.1w",0,0
"B_232","B_232_POM_3172019_3.qgd","6","C13.1w",0,0
"B_171","B_171_Limpet_3152019_10.qgd","6","C13.1w",0,0
"B_172","B_172_Limpet_3152019_11.qgd","6","C13.1w",0,0
"B_179","B_179_Idotea_3152019_12.qgd","6","C13.1w",0,0
"B_180","B_180_Idotea_3152019_13.qgd","6","C13.1w",0,0
"B_182","B_182_ButterC_3152019_14.qgd","6","C13.1w",0,0
"B_183","B_183_BMacoma_3152019_15.qgd","6","C13.1w",0,0
"B_184","B_184_PMacoma_3152019_16.qgd","6","C13.1w",0,0
"B_185","B_185_HelmetC_3152019_18.qgd","6","C13.1w",0,0
"B_186","B_186_HelmetC_3152019_19.qgd","6","C13.1w",0,0
"B_198","B_198_HelmetC_3152019_25.qgd","6","C13.1w",0,0
"B_201","B_201_HelmetC_3152019_26.qgd","6","C13.1w",0,0
"B_202","B_202_HelmetC_3152019_27.qgd","6","C13.1w",0,0
"B_195","B_195_DungC_3152019_22.qgd","6","C13.1w",0,0
"B_197","B_197_DungC_3152019_23.qgd","6","C13.1w",0,0
"B_204","B_204_DungC_3152019_29.qgd","6","C13.1w",0,0
"B_205","B_205_DungC_3152019_30.qgd","6","C13.1w",0,0
"B_207","B_207_DungC_3152019_31.qgd","6","C13.1w",0,0
"B_191","B_191_Stag_3152019_20.qgd","6","C13.1w",0,0
"B_192","B_192_Stag_3152019_21.qgd","6","C13.1w",0,0
"B_247","B_247_Stag_3172019_8.qgd","6","C13.1w",0,0
"B_248","B_248_Stag_3172019_10.qgd","6","C13.1w",0,0
"B_239","B_239_SPerch_3172019_4.qgd","6","C13.1w",0,0
"B_241","B_241_SPerch_3172019_5.qgd","6","C13.1w",0,0
"B_255","B_255_SPBack_3172019_13.qgd","6","C13.1w",0,0
"B_256","B_256_SPBack_3172019_14.qgd","6","C13.1w",0,0
"B_242","B_242_DShrimp_3172019_6.qgd","6","C13.1w",0,0
"B_244","B_244_DShrimp_3172019_7.qgd","6","C13.1w",0,0
"B_250","B_250_DShrimp_3172019_11.qgd","6","C13.1w",0,0
"B_251","B_251_DShrimp_3172019_12.qgd","6","C13.1w",0,0
"Blank","Blank_ProdMar11_3152019_24.qgd","6","C13.1w",0,0
"Blank","Blank_ProdMar12_3172019_2.qgd","6","C13.1w",0,0
"B_166","B_166_Eelgrass_3152019_7.qgd","6","i.C14.0",0,0
"B_168","B_168_Fucus_3152019_8.qgd","6","i.C14.0",0,0
"B_169","B_169_Fucus_3152019_9.qgd","6","i.C14.0",0,0
"B_208","B_208_POM_3152019_32.qgd","6","i.C14.0",24540,0.0569
"B_209","B_209_POM_3152019_33.qgd","6","i.C14.0",23095,0.0535
"B_212","B_212_POM_3152019_34.qgd","6","i.C14.0",26496,0.0614
"B_213","B_213_POM_3152019_35.qgd","6","i.C14.0",23379,0.0542
"B_217","B_217_POM_3152019_36.qgd","6","i.C14.0",24633,0.0571
"B_218","B_218_POM_3152019_37.qgd","6","i.C14.0",33494,0.0776
"B_228","B_228_POM_3152019_40.qgd","6","i.C14.0",42260,0.0979
"B_229","B_229_POM_3172019_41.qgd","6","i.C14.0",47896,0.111
"B_231","B_231_POM_3172019_1.qgd","6","i.C14.0",47415,0.1099
"B_232","B_232_POM_3172019_3.qgd","6","i.C14.0",45979,0.1066
"B_171","B_171_Limpet_3152019_10.qgd","6","i.C14.0",26973,0.0625
"B_172","B_172_Limpet_3152019_11.qgd","6","i.C14.0",17745,0.0411
"B_179","B_179_Idotea_3152019_12.qgd","6","i.C14.0",2908,0.0067
"B_180","B_180_Idotea_3152019_13.qgd","6","i.C14.0",18949,0.0439
"B_182","B_182_ButterC_3152019_14.qgd","6","i.C14.0",2640,0.0061
"B_183","B_183_BMacoma_3152019_15.qgd","6","i.C14.0",2594,0.006
"B_184","B_184_PMacoma_3152019_16.qgd","6","i.C14.0",2479,0.0057
"B_185","B_185_HelmetC_3152019_18.qgd","6","i.C14.0",1729,0.004
"B_186","B_186_HelmetC_3152019_19.qgd","6","i.C14.0",1013,0.0023
"B_198","B_198_HelmetC_3152019_25.qgd","6","i.C14.0",839,0.0019
"B_201","B_201_HelmetC_3152019_26.qgd","6","i.C14.0",713,0.0017
"B_202","B_202_HelmetC_3152019_27.qgd","6","i.C14.0",625,0.0014
"B_195","B_195_DungC_3152019_22.qgd","6","i.C14.0",956,0.0022
"B_197","B_197_DungC_3152019_23.qgd","6","i.C14.0",544,0.0013
"B_204","B_204_DungC_3152019_29.qgd","6","i.C14.0",1012,0.0023
"B_205","B_205_DungC_3152019_30.qgd","6","i.C14.0",1692,0.0039
"B_207","B_207_DungC_3152019_31.qgd","6","i.C14.0",1547,0.0036
"B_191","B_191_Stag_3152019_20.qgd","6","i.C14.0",980,0.0023
"B_192","B_192_Stag_3152019_21.qgd","6","i.C14.0",2398,0.0056
"B_247","B_247_Stag_3172019_8.qgd","6","i.C14.0",1799,0.0042
"B_248","B_248_Stag_3172019_10.qgd","6","i.C14.0",892,0.0021
"B_239","B_239_SPerch_3172019_4.qgd","6","i.C14.0",566,0.0013
"B_241","B_241_SPerch_3172019_5.qgd","6","i.C14.0",2585,0.006
"B_255","B_255_SPBack_3172019_13.qgd","6","i.C14.0",3172,0.0074
"B_256","B_256_SPBack_3172019_14.qgd","6","i.C14.0",3263,0.0076
"B_242","B_242_DShrimp_3172019_6.qgd","6","i.C14.0",5170,0.012
"B_244","B_244_DShrimp_3172019_7.qgd","6","i.C14.0",2685,0.0062
"B_250","B_250_DShrimp_3172019_11.qgd","6","i.C14.0",4600,0.0107
"B_251","B_251_DShrimp_3172019_12.qgd","6","i.C14.0",2583,0.006
"Blank","Blank_ProdMar11_3152019_24.qgd","6","i.C14.0",0,0
"Blank","Blank_ProdMar12_3172019_2.qgd","6","i.C14.0",0,0
"B_166","B_166_Eelgrass_3152019_7.qgd","6","C14.0",257217,0.5962
"B_168","B_168_Fucus_3152019_8.qgd","6","C14.0",14195437,32.9018
"B_169","B_169_Fucus_3152019_9.qgd","6","C14.0",14389803,33.3523
"B_208","B_208_POM_3152019_32.qgd","6","C14.0",9617261,22.2907
"B_209","B_209_POM_3152019_33.qgd","6","C14.0",9778545,22.6645
"B_212","B_212_POM_3152019_34.qgd","6","C14.0",11516093,26.6917
"B_213","B_213_POM_3152019_35.qgd","6","C14.0",10833749,25.1102
"B_217","B_217_POM_3152019_36.qgd","6","C14.0",12393048,28.7243
"B_218","B_218_POM_3152019_37.qgd","6","C14.0",15700889,36.3912
"B_228","B_228_POM_3152019_40.qgd","6","C14.0",12074621,27.9863
"B_229","B_229_POM_3172019_41.qgd","6","C14.0",13308391,30.8459
"B_231","B_231_POM_3172019_1.qgd","6","C14.0",12845225,29.7724
"B_232","B_232_POM_3172019_3.qgd","6","C14.0",12438500,28.8297
"B_171","B_171_Limpet_3152019_10.qgd","6","C14.0",4587167,10.632
"B_172","B_172_Limpet_3152019_11.qgd","6","C14.0",2879134,6.6732
"B_179","B_179_Idotea_3152019_12.qgd","6","C14.0",97757,0.2266
"B_180","B_180_Idotea_3152019_13.qgd","6","C14.0",737728,1.7099
"B_182","B_182_ButterC_3152019_14.qgd","6","C14.0",527865,1.2235
"B_183","B_183_BMacoma_3152019_15.qgd","6","C14.0",301447,0.6987
"B_184","B_184_PMacoma_3152019_16.qgd","6","C14.0",480121,1.1128
"B_185","B_185_HelmetC_3152019_18.qgd","6","C14.0",327354,0.7587
"B_186","B_186_HelmetC_3152019_19.qgd","6","C14.0",338765,0.7852
"B_198","B_198_HelmetC_3152019_25.qgd","6","C14.0",359535,0.8333
"B_201","B_201_HelmetC_3152019_26.qgd","6","C14.0",282243,0.6542
"B_202","B_202_HelmetC_3152019_27.qgd","6","C14.0",398390,0.9234
"B_195","B_195_DungC_3152019_22.qgd","6","C14.0",280041,0.6491
"B_197","B_197_DungC_3152019_23.qgd","6","C14.0",403079,0.9342
"B_204","B_204_DungC_3152019_29.qgd","6","C14.0",223411,0.5178
"B_205","B_205_DungC_3152019_30.qgd","6","C14.0",259443,0.6013
"B_207","B_207_DungC_3152019_31.qgd","6","C14.0",186213,0.4316
"B_191","B_191_Stag_3152019_20.qgd","6","C14.0",221259,0.5128
"B_192","B_192_Stag_3152019_21.qgd","6","C14.0",427050,0.9898
"B_247","B_247_Stag_3172019_8.qgd","6","C14.0",476981,1.1055
"B_248","B_248_Stag_3172019_10.qgd","6","C14.0",303098,0.7025
"B_239","B_239_SPerch_3172019_4.qgd","6","C14.0",307194,0.712
"B_241","B_241_SPerch_3172019_5.qgd","6","C14.0",691266,1.6022
"B_255","B_255_SPBack_3172019_13.qgd","6","C14.0",585442,1.3569
"B_256","B_256_SPBack_3172019_14.qgd","6","C14.0",631076,1.4627
"B_242","B_242_DShrimp_3172019_6.qgd","6","C14.0",1061811,2.461
"B_244","B_244_DShrimp_3172019_7.qgd","6","C14.0",1037965,2.4058
"B_250","B_250_DShrimp_3172019_11.qgd","6","C14.0",1540539,3.5706
"B_251","B_251_DShrimp_3172019_12.qgd","6","C14.0",807984,1.8727
