"","otter_region","site","latitude","longitude","layer_number","layer_depth","layer_thickness","layer_volume_cm3","pan_weight","pan_sed_ww_pre_60C","pan_sed_dw_post_60C","sed_ww_pre_60C","sed_dw_post_60C","pan_sed_dw_pre_450C","pan_sed_dw_post450C","sed_dw_pre_450C","sed_dw_post_450C","crucible_weight","crucible_sed_dw_pre_950C","crucible_sed_dw_post_950C","sed_dw_pre_950C","sed_dw_post_950C","dry_bulk_density","om_dw","im_dw"
"225","Low","2017_L_04",55.25051,-132.883,8,16,1.8,35.3429173528852,1.289,64.38792,46.02067,63.09892,44.73167,44.41854,43.12119,43.12954,41.83219,NA,NA,NA,NA,NA,1.26564735880097,1.29735,NA
"226","Low","2017_L_04",55.25051,-132.883,9,18,1.9,37.3064127613788,1.28373,67.36768,47.9026,66.08395,46.61887,46.39218,45.02955,45.10845,43.74582,NA,NA,NA,NA,NA,1.24962081715511,1.36263,NA
"227","Low","2017_L_04",55.25051,-132.883,10,20,1.8,35.3429173528852,1.28124,66.14424,47.35529,64.863,46.07405,46.00618,44.78689,44.72494,43.50565,NA,NA,NA,NA,NA,1.30362894324678,1.21929,NA
"228","Low","2017_L_04",55.25051,-132.883,11,22,1.6,31.4159265358979,1.28984,51.13854,33.73584,49.8487,32.446,32.46006,31.29822,31.17022,30.00838,NA,NA,NA,NA,NA,1.03278825671193,1.16184,NA
"229","Low","2017_L_04",55.25051,-132.883,12,24,1.7,33.3794219443916,1.28123,61.8267,43.45809,60.54547,42.17686,42.21872,41.26457,40.93749,39.98334,25.15269,65.10459,63.03081,39.9519,37.87812,1.26355872999432,0.954149999999998,2.07378
"230","Low","2017_L_04",55.25051,-132.883,13,26,1.6,31.4159265358979,1.28773,57.80086,38.544,56.51313,37.25627,37.07215,35.86574,35.78442,34.57801,NA,NA,NA,NA,NA,1.18590390633326,1.20641,NA
"231","Low","2017_L_04",55.25051,-132.883,14,28,1.7,33.3794219443916,1.28897,59.1363,39.57575,57.84733,38.28678,38.52096,37.37787,37.23199,36.0889,NA,NA,NA,NA,NA,1.14701746674295,1.14309,NA
"232","Low","2017_L_04",55.25051,-132.883,15,30,1.8,35.3429173528852,1.2868,64.63034,46.24783,63.34354,44.96103,44.77713,43.64363,43.49033,42.35683,NA,NA,NA,NA,NA,1.27213691928942,1.1335,NA
"233","Low","2017_L_04",55.25051,-132.883,16,32,1.7,33.3794219443916,1.29346,56.0664,34.0912,54.77294,32.79774,32.71378,31.96465,31.42032,30.67119,NA,NA,NA,NA,NA,0.982573636375111,0.749130000000001,NA
"234","Low","2017_L_04",55.25051,-132.883,17,34,1.8,35.3429173528852,1.30082,49.26539,20.55392,47.96457,19.2531,19.81381,18.26823,18.51299,16.96741,27.0449,43.92463,41.79003,16.87973,14.74513,0.544751295083124,1.54558,2.1346
"235","Low","2017_L_04",55.25051,-132.883,18,36,1.9,37.3064127613788,1.28606,57.3461,31.74944,56.06004,30.46338,30.69272,29.61695,29.40666,28.33089,NA,NA,NA,NA,NA,0.816572212258827,1.07577,NA
"236","Low","2017_L_04",55.25051,-132.883,19,38,1.6,31.4159265358979,1.2885,45.37733,23.22132,44.08883,21.93282,22.45893,21.51128,21.17043,20.22278,NA,NA,NA,NA,NA,0.698143343788957,0.947649999999999,NA
"237","Low","2017_L_04",55.25051,-132.883,20,40,1.7,33.3794219443916,1.28981,45.28843,18.92226,43.99862,17.63245,18.09381,16.99488,16.804,15.70507,NA,NA,NA,NA,NA,0.528243120248601,1.09893,NA
"238","Low","2017_L_04",55.25051,-132.883,21,42,1.9,37.3064127613788,1.29666,47.3915,16.81751,46.09484,15.52085,16.20381,15.07694,14.90715,13.78028,NA,NA,NA,NA,NA,0.4160370523769,1.12687,NA
"239","Low","2017_L_04",55.25051,-132.883,22,44,1.8,35.3429173528852,1.29425,44.52006,15.01555,43.22581,13.7213,14.38955,13.36571,13.0953,12.07146,25.99662,38.05303,36.16073,12.05641,10.16411,0.388233372559435,1.02384,1.8923
"240","Low","2017_L_04",55.25051,-132.883,23,46,1.8,35.3429173528852,1.30873,43.89868,14.14617,42.58995,12.83744,13.40792,12.34298,12.09919,11.03425,NA,NA,NA,NA,NA,0.36322525024811,1.06494,NA
"241","Low","2017_L_04",55.25051,-132.883,24,48,1.8,35.3429173528852,1.26206,42.92687,13.25534,41.66481,11.99328,12.69522,11.53227,11.43316,10.27021,NA,NA,NA,NA,NA,0.339340408157363,1.16295,NA
"242","Low","2017_L_04",55.25051,-132.883,25,50,1.8,35.3429173528852,1.2902,43.66123,12.99495,42.37103,11.70475,12.38448,11.20309,11.09428,9.91289,NA,NA,NA,NA,NA,0.331176679138642,1.18139,NA
"243","Low","2017_L_04",55.25051,-132.883,26,52,1.7,33.3794219443916,1.263,40.4398,11.89757,39.1768,10.63457,11.4152,10.22809,10.1522,8.96509,NA,NA,NA,NA,NA,0.318596589770687,1.18711,NA
"244","Low","2017_L_04",55.25051,-132.883,27,54,1.8,35.3429173528852,1.27523,43.74446,14.54285,42.46923,13.26762,13.82249,12.61694,12.54726,11.34171,28.69525,40.01248,38.52699,11.31723,9.83174,0.375396854411536,1.20555,1.48549
"245","Low","2017_L_04",55.25051,-132.883,28,56,1.9,37.3064127613788,1.28518,42.80595,14.91041,41.52077,13.62523,14.16126,12.93533,12.87608,11.65015,NA,NA,NA,NA,NA,0.36522487667604,1.22593,NA
"246","Low","2017_L_04",55.25051,-132.883,29,58,1.9,37.3064127613788,1.29124,46.19643,20.51238,44.90519,19.22114,19.74367,18.53979,18.45243,17.24855,NA,NA,NA,NA,NA,0.515223485113491,1.20388,NA
"247","High","2017_H_07",55.62082,-133.38664,1,2,1.2,23.5619449019235,1.29977,41.9423,29.33174,40.64253,28.03197,27.79958,27.28643,26.49981,25.98666,NA,NA,NA,NA,NA,1.18971375736099,0.51315,NA
"248","High","2017_H_07",55.62082,-133.38664,2,4,1.2,23.5619449019235,1.29078,40.66875,28.34968,39.37797,27.0589,26.74725,26.09707,25.45647,24.80629,28.00649,48.74393,48.3398,20.73744,20.33331,1.14841538390114,0.650180000000002,0.404130000000002
"249","High","2017_H_07",55.62082,-133.38664,3,6,1,19.6349540849362,1.29304,33.76855,24.05347,32.47551,22.76043,22.59102,22.01366,21.29798,20.72062,NA,NA,NA,NA,NA,1.15917918124706,0.577359999999999,NA
"250","High","2017_H_07",55.62082,-133.38664,4,8,0.9,17.6714586764426,1.28856,33.61597,24.35326,32.32741,23.0647,22.76532,22.20667,21.47676,20.91811,NA,NA,NA,NA,NA,1.3051950278868,0.55865,NA
"251","High","2017_H_07",55.62082,-133.38664,5,10,0.9,17.6714586764426,1.26727,32.02615,24.15378,30.75888,22.88651,22.68107,22.16258,21.4138,20.89531,NA,NA,NA,NA,NA,1.29511153657674,0.51849,NA
"252","High","2017_H_07",55.62082,-133.38664,6,12,0.9,17.6714586764426,1.28874,32.34473,24.48269,31.05599,23.19395,22.79429,22.23738,21.50555,20.94864,NA,NA,NA,NA,NA,1.31250908171601,0.556909999999998,NA
"253","High","2017_H_07",55.62082,-133.38664,7,14,1,19.6349540849362,1.29356,37.53067,27.85846,36.23711,26.5649,26.11685,25.42105,24.82329,24.12749,25.07477,50.74621,48.88741,25.67144,23.81264,1.3529392472774,0.695799999999998,1.8588
"254","High","2017_H_07",55.62082,-133.38664,8,16,1.1,21.5984494934298,1.28723,41.60005,29.2648,40.31282,27.97757,27.6282,26.82405,26.34097,25.53682,NA,NA,NA,NA,NA,1.29535085416713,0.80415,NA
"255","High","2017_H_07",55.62082,-133.38664,9,18,1,19.6349540849362,1.28151,34.23448,24.33899,32.95297,23.05748,22.77696,22.09543,21.49545,20.81392,NA,NA,NA,NA,NA,1.1743078135176,0.681529999999999,NA
"256","High","2017_H_07",55.62082,-133.38664,10,20,0.9,17.6714586764426,1.29579,31.56037,23.23251,30.26458,21.93672,21.71407,21.16081,20.41828,19.86502,NA,NA,NA,NA,NA,1.2413644171459,0.553259999999998,NA
"257","High","2017_H_07",55.62082,-133.38664,11,22,1,19.6349540849362,1.27186,36.32766,28.19364,35.0558,26.92178,26.85094,26.3547,25.57908,25.08284,NA,NA,NA,NA,NA,1.37111499642641,0.49624,NA
"258","High","2017_H_07",55.62082,-133.38664,12,24,1,19.6349540849362,1.2898,40.88813,34.06372,39.59833,32.77392,32.69423,32.16349,31.40443,30.87369,23.81919,49.39346,47.94454,25.57427,24.12535,1.66916203919947,0.530739999999994,1.44891999999999
"259","High","2017_H_07",55.62082,-133.38664,13,26,0.9,17.6714586764426,1.26056,34.41885,28.87282,33.15829,27.61226,27.2983,26.8097,26.03774,25.54914,NA,NA,NA,NA,NA,1.56253428228929,0.488599999999998,NA
"260","High","2017_H_07",55.62082,-133.38664,14,28,1,19.6349540849362,1.28096,37.6963,30.13419,36.41534,28.85323,28.7126,28.23372,27.43164,26.95276,NA,NA,NA,NA,NA,1.46948293717356,0.478879999999997,NA
"261","High","2017_H_07",55.62082,-133.38664,15,30,1,19.6349540849362,1.29203,37.80181,29.29412,36.50978,28.00209,27.8823,27.3776,26.59027,26.08557,NA,NA,NA,NA,NA,1.42613473292932,0.5047,NA
"262","High","2017_H_07",55.62082,-133.38664,16,32,1,19.6349540849362,1.26972,37.71,30.46524,36.44028,29.19552,28.27392,27.83765,27.0042,26.56793,NA,NA,NA,NA,NA,1.48691562372425,0.43627,NA
"263","High","2017_H_07",55.62082,-133.38664,17,34,0.8,15.707963267949,1.2773,30.6328,24.37352,29.3555,23.09622,22.56984,22.17881,21.29254,20.90151,28.77938,54.34928,53.7383,25.5699,24.95892,1.47035103189516,0.391030000000001,0.610979999999998
"264","High","2017_H_07",55.62082,-133.38664,18,36,1,19.6349540849362,1.28715,37.33462,29.08881,36.04747,27.80166,27.48339,26.94945,26.19624,25.6623,NA,NA,NA,NA,NA,1.41592691685127,0.533940000000001,NA
"265","High","2017_H_07",55.62082,-133.38664,19,38,1,19.6349540849362,1.29332,37.7644,28.93881,36.47108,27.64549,27.58419,27.01857,26.29087,25.72525,NA,NA,NA,NA,NA,1.40797324406322,0.565619999999999,NA
"266","High","2017_H_07",55.62082,-133.38664,20,40,1,19.6349540849362,1.28693,40.3272,31.15981,39.04027,29.87288,29.59331,29.04334,28.30638,27.75641,NA,NA,NA,NA,NA,1.52141328524513,0.549969999999995,NA
"267","High","2017_H_07",55.62082,-133.38664,21,42,1,19.6349540849362,1.28032,40.47321,31.34372,39.19289,30.0634,29.76405,29.20372,28.48373,27.9234,NA,NA,NA,NA,NA,1.53111638916764,0.56033,NA
"268","High","2017_H_07",55.62082,-133.38664,22,44,0.9,17.6714586764426,1.28176,31.41383,24.58417,30.13207,23.30241,23.1513,22.72322,21.86954,21.44146,25.10926,51.20061,50.12252,26.09135,25.01326,1.31864666220587,0.428079999999998,1.07809
"269","High","2017_H_07",55.62082,-133.38664,23,46,1,19.6349540849362,1.28413,37.48022,29.43576,36.19609,28.15163,27.83423,27.3449,26.5501,26.06077,NA,NA,NA,NA,NA,1.43375074259011,0.489330000000002,NA
"270","High","2017_H_07",55.62082,-133.38664,24,48,0.9,17.6714586764426,1.28041,33.05931,25.65143,31.7789,24.37102,24.10572,23.62591,22.82531,22.3455,NA,NA,NA,NA,NA,1.3791176182014,0.479810000000001,NA
"271","High","2017_H_07",55.62082,-133.38664,25,50,0.9,17.6714586764426,1.28156,56.72874,43.5403,55.44718,42.25874,42.17126,41.34528,40.8897,40.06372,NA,NA,NA,NA,NA,2.39135550571918,0.825979999999994,NA
"272","Mid","2017_M_03",55.48442,-133.175,1,2,1.5,29.4524311274043,1.28467,38.54281,15.7567,37.25814,14.47203,14.31214,13.8206,13.02747,12.53593,NA,NA,NA,NA,NA,0.49136962369583,0.491539999999999,NA
"273","Mid","2017_M_03",55.48442,-133.175,2,4,1.6,31.4159265358979,1.28168,58.47499,42.7261,57.19331,41.44442,40.80615,40.15505,39.52447,38.87337,26.81137,39.35809,37.90564,12.54672,11.09427,1.31921686131532,0.6511,1.45245
"274","Mid","2017_M_03",55.48442,-133.175,3,6,1.6,31.4159265358979,1.29377,60.05918,45.49659,58.76541,44.20282,43.85531,43.06877,42.56154,41.775,NA,NA,NA,NA,NA,1.40701946032026,0.786540000000002,NA
"275","Mid","2017_M_03",55.48442,-133.175,4,8,1.5,29.4524311274043,1.29071,60.06028,44.93329,58.76957,43.64258,43.29283,42.50668,42.00212,41.21597,NA,NA,NA,NA,NA,1.48179889840714,0.786149999999999,NA
"276","Mid","2017_M_03",55.48442,-133.175,5,10,1.4,27.4889357189107,1.28561,46.46028,34.38522,45.17467,33.09961,32.77349,41.78972,31.48788,40.50411,NA,NA,NA,NA,NA,1.20410663906604,-9.01623,NA
"277","Mid","2017_M_03",55.48442,-133.175,6,12,1.6,31.4159265358979,1.29069,60.27867,44.39325,58.98798,43.10256,42.80847,41.79682,41.51778,40.50613,NA,NA,NA,NA,NA,1.371997096783,1.01165,NA
"278","Mid","2017_M_03",55.48442,-133.175,7,14,1.6,31.4159265358979,1.29607,57.10901,41.55503,55.81294,40.25896,39.89094,38.05323,38.59487,36.75716,25.86819,66.34982,65.68521,40.48163,39.81702,1.28148249754778,1.83771,0.664609999999996
"279","Mid","2017_M_03",55.48442,-133.175,8,16,1.6,31.4159265358979,1.28065,61.32128,46.42047,60.04063,45.13982,44.72277,43.83614,43.44212,42.55549,NA,NA,NA,NA,NA,1.43684509665568,0.886629999999997,NA
"280","Mid","2017_M_03",55.48442,-133.175,9,18,1.6,31.4159265358979,1.29609,58.25882,43.85976,56.96273,42.56367,42.38375,41.20537,41.08766,39.90928,NA,NA,NA,NA,NA,1.35484369532644,1.17838,NA
"281","Mid","2017_M_03",55.48442,-133.175,10,20,1.6,31.4159265358979,1.28002,60.80326,47.53142,59.52324,46.2514,45.9225,45.18337,44.64248,43.90335,NA,NA,NA,NA,NA,1.4722277869841,0.739130000000003,NA
"282","Mid","2017_M_03",55.48442,-133.175,11,22,1.6,31.4159265358979,0.12856,61.49107,48.59884,61.36251,48.47028,46.70481,45.79775,46.57625,45.66919,NA,NA,NA,NA,NA,1.54285693100965,0.907060000000001,NA
"283","Mid","2017_M_03",55.48442,-133.175,12,24,1.6,31.4159265358979,1.29087,61.59025,48.54952,60.29938,47.25865,46.8244,45.88443,45.53353,44.59356,27.14097,71.65771,70.89056,44.51674,43.74959,1.50428955026996,0.939969999999995,0.767150000000001
"284","Mid","2017_M_03",55.48442,-133.175,13,26,1.6,31.4159265358979,1.28439,61.43704,48.17415,60.15265,46.88976,46.64473,45.81159,45.36034,44.5272,NA,NA,NA,NA,NA,1.49254741687853,0.83314,NA
"285","Mid","2017_M_03",55.48442,-133.175,14,28,1.6,31.4159265358979,1.28692,62.19163,48.56083,60.90471,47.27391,46.83847,46.0661,45.55155,44.77918,NA,NA,NA,NA,NA,1.50477529115628,0.772370000000002,NA
"286","Mid","2017_M_03",55.48442,-133.175,15,30,1.5,29.4524311274043,1.2929,56.72102,44.2289,55.42812,42.936,42.54377,41.79926,41.25087,40.50636,NA,NA,NA,NA,NA,1.45780834913997,0.744510000000005,NA
"287","Mid","2017_M_03",55.48442,-133.175,16,32,1.6,31.4159265358979,1.28647,57.72564,45.18029,56.43917,43.89382,43.37267,42.56673,42.0862,41.28026,NA,NA,NA,NA,NA,1.39718368483718,0.80594,NA
"288","Mid","2017_M_04",55.52904,-133.147,1,2,0.9,17.6714586764426,1.28782,17.58327,5.96639,16.29545,4.67857,4.98921,4.39819,3.70139,3.11037,NA,NA,NA,NA,NA,0.264752903858293,0.59102,NA
"289","Mid","2017_M_04",55.52904,-133.147,2,4,1,19.6349540849362,1.28731,24.63272,11.79788,23.34541,10.51057,10.54097,9.96163,9.25366,8.67432,28.10534,36.76372,36.3425,8.65838,8.23716,0.535298934468282,0.57934,0.421219999999998
"290","Mid","2017_M_04",55.52904,-133.147,3,6,1,19.6349540849362,1.29136,29.74181,15.06504,28.45045,13.77368,13.84981,13.11056,12.55845,11.8192,NA,NA,NA,NA,NA,0.701487762101113,0.739250000000002,NA
"291","Mid","2017_M_04",55.52904,-133.147,4,8,1.1,21.5984494934298,1.27904,32.26645,16.45544,30.98741,15.1764,15.38037,14.53201,14.10133,13.25297,NA,NA,NA,NA,NA,0.702661550062499,0.84836,NA
"292","Mid","2017_M_04",55.52904,-133.147,5,10,1.1,21.5984494934298,1.29471,28.71004,15.05579,27.41533,13.76108,13.86359,13.08847,12.56888,11.79376,NA,NA,NA,NA,NA,0.63713277215506,0.775120000000001,NA
"293","Mid","2017_M_04",55.52904,-133.147,6,12,1.1,21.5984494934298,1.29744,35.17077,19.9486,33.87333,18.65116,18.64049,17.77247,17.34305,16.47503,NA,NA,NA,NA,NA,0.863541616988461,0.868020000000001,NA
"294","Mid","2017_M_04",55.52904,-133.147,7,14,1.1,21.5984494934298,1.28832,34.09054,20.43308,32.80222,19.14476,18.98081,18.14254,17.69249,16.85422,25.90268,42.76318,42.16026,16.8605,16.25758,0.886395109325962,0.838270000000001,0.602919999999997
"295","Mid","2017_M_04",55.52904,-133.147,8,16,1.2,23.5619449019235,1.28077,37.97323,24.20232,36.69246,22.92155,22.71851,21.79237,21.43774,20.5116,NA,NA,NA,NA,NA,0.972820796220809,0.92614,NA
"296","Mid","2017_M_04",55.52904,-133.147,9,18,1.1,21.5984494934298,1.27467,37.73312,25.45373,36.45845,24.17906,23.88744,23.07961,22.61277,21.80494,NA,NA,NA,NA,NA,1.11948128532815,0.807830000000003,NA
"297","Mid","2017_M_04",55.52904,-133.147,10,20,1.1,21.5984494934298,1.28426,43.48355,32.34764,42.19929,31.06338,31.03654,30.28867,29.75228,29.00441,NA,NA,NA,NA,NA,1.43822268396856,0.747869999999999,NA
"298","Mid","2017_M_04",55.52904,-133.147,11,22,1.2,23.5619449019235,1.28467,43.974,33.22899,42.68933,31.94432,31.68902,30.93076,30.40435,29.64609,NA,NA,NA,NA,NA,1.35575904845581,0.75826,NA
"299","Mid","2017_M_04",55.52904,-133.147,12,24,1.1,21.5984494934298,1.27764,41.89508,31.84812,40.61744,30.57048,30.22427,29.34758,28.94663,28.06994,26.21056,54.2812,53.26891,28.07064,27.05835,1.41540160136492,0.87669,1.01229
"300","Mid","2017_M_04",55.52904,-133.147,13,26,1,19.6349540849362,1.28316,38.97556,29.98307,37.6924,28.69991,28.55688,27.58349,27.27372,26.30033,NA,NA,NA,NA,NA,1.46167441369361,0.973389999999998,NA
"301","Mid","2017_M_04",55.52904,-133.147,14,28,1.1,21.5984494934298,1.28481,43.0613,33.78352,41.77649,32.49871,32.11745,31.3044,30.83264,30.01959,NA,NA,NA,NA,NA,1.50467791726837,0.813049999999997,NA
"302","Mid","2017_M_04",55.52904,-133.147,15,30,1.1,21.5984494934298,1.27974,42.12544,32.23747,40.8457,30.95773,30.5064,29.84392,29.22666,28.56418,NA,NA,NA,NA,NA,1.43333112913579,0.662479999999999,NA
"303","Mid","2017_M_04",55.52904,-133.147,16,32,1.2,23.5619449019235,1.2898,42.7181,33.45856,41.4283,32.16876,32.03416,30.95689,30.74436,29.66709,NA,NA,NA,NA,NA,1.36528457790316,1.07727,NA
"304","Mid","2017_M_04",55.52904,-133.147,17,34,1.1,21.5984494934298,1.29015,45.81758,35.52035,44.52743,34.2302,34.0139,33.05345,32.72375,31.7633,25.91429,57.69885,56.78357,31.78456,30.86928,1.58484524597068,0.960450000000005,0.915280000000003
"305","Mid","2017_M_04",55.52904,-133.147,18,36,1.2,23.5619449019235,1.28561,45.77286,37.21789,44.48725,35.93228,35.57511,34.81136,34.2895,33.52575,NA,NA,NA,NA,NA,1.52501332761655,0.763750000000002,NA
"306","Mid","2017_M_04",55.52904,-133.147,19,38,1.1,21.5984494934298,1.28203,45.56396,37.26201,44.28193,35.97998,35.81861,35.19951,34.53658,33.91748,NA,NA,NA,NA,NA,1.66585939471928,0.619100000000003,NA
"307","Mid","2017_M_04",55.52904,-133.147,20,40,1.2,23.5619449019235,1.28582,46.6588,36.54889,45.37298,35.26307,34.95441,33.82435,33.66859,32.53853,NA,NA,NA,NA,NA,1.49661117309214,1.13006,NA
"308","Mid","2017_M_04",55.52904,-133.147,21,42,1.1,21.5984494934298,1.28153,38.26925,28.76186,36.98772,27.48033,27.19541,26.42803,25.91388,25.1465,NA,NA,NA,NA,NA,1.27232883121353,0.767379999999999,NA
"309","Mid","2017_M_04",55.52904,-133.147,22,44,1.2,23.5619449019235,1.28781,46.32143,36.40486,45.03362,35.11705,34.82115,34.08926,33.53334,32.80145,26.80227,59.6242,58.04147,32.82193,31.2392,1.49041389181473,0.73189,1.58273000000001
"310","Mid","2017_M_04",55.52904,-133.147,23,46,1.2,23.5619449019235,1.29169,49.87034,39.64897,48.57865,38.35728,38.08996,37.3145,36.79827,36.02281,NA,NA,NA,NA,NA,1.62793352414931,0.775459999999995,NA
"311","Mid","2017_M_04",55.52904,-133.147,24,48,1.1,21.5984494934298,1.28553,39.53526,29.74717,38.24973,28.46164,28.38558,27.4883,27.10005,26.20277,NA,NA,NA,NA,NA,1.31776311112786,0.897280000000002,NA
"312","Mid","2017_M_04",55.52904,-133.147,25,50,1.2,23.5619449019235,1.27899,48.07108,38.29958,46.79209,37.02059,36.85742,36.22151,35.57843,34.94252,NA,NA,NA,NA,NA,1.5712026385809,0.635909999999996,NA
"313","Mid","2017_M_04",55.52904,-133.147,26,52,1.2,23.5619449019235,1.2846,48.48623,39.9034,47.20163,38.6188,38.41772,37.77582,37.13312,36.49122,NA,NA,NA,NA,NA,1.63903277767394,0.6419,NA
"314","Mid","2017_M_04",55.52904,-133.147,27,54,1.2,23.5619449019235,1.28214,49.49173,41.82109,48.20959,40.53895,40.28347,39.51148,39.00133,38.22934,26.46159,64.71316,63.55636,38.25157,37.09477,1.72052647473472,0.771990000000002,1.1568
"315","Mid","2017_M_04",55.52904,-133.147,28,56,1.2,23.5619449019235,1.28604,48.71458,41.26604,47.42854,39.98,39.89645,38.97461,38.61041,37.68857,NA,NA,NA,NA,NA,1.69680389995039,0.921840000000003,NA
"316","Mid","2017_M_04",55.52904,-133.147,29,58,1.3,25.5254403104171,1.27392,59.87157,51.33472,58.59765,50.0608,49.84444,49.08879,48.57052,47.81487,NA,NA,NA,NA,NA,1.96121200618702,0.755649999999996,NA
"317","Low","2017_L_02",55.19286,-132.9,1,2,1.5,29.4524311274043,1.2939,37.72616,16.79942,36.43226,15.50552,15.28632,14.82194,13.99242,13.52804,NA,NA,NA,NA,NA,0.526459766018186,0.46438,NA
"318","Low","2017_L_02",55.19286,-132.9,2,4,1.4,27.4889357189107,1.28382,55.33179,41.8788,54.04797,40.59498,40.14901,39.30823,38.86519,38.02441,25.00468,63.03216,61.55233,38.02748,36.54765,1.4767752529638,0.840779999999995,1.47983
"319","Low","2017_L_02",55.19286,-132.9,3,6,1.2,23.5619449019235,1.28996,49.40218,38.63672,48.11222,37.34676,36.83701,36.03842,35.54705,34.74846,NA,NA,NA,NA,NA,1.58504572332445,0.798589999999997,NA
"320","Low","2017_L_02",55.19286,-132.9,4,8,1.3,25.5254403104171,1.28796,47.42728,36.18016,46.13932,34.8922,34.29626,33.54688,33.0083,32.25892,NA,NA,NA,NA,NA,1.36695781054795,0.749379999999995,NA
"321","Low","2017_L_02",55.19286,-132.9,5,10,1.4,27.4889357189107,1.2937,54.71488,41.73136,53.42118,40.43766,40.00558,39.74694,38.71188,38.45324,NA,NA,NA,NA,NA,1.47105222310158,0.25864,NA
"322","Low","2017_L_02",55.19286,-132.9,6,12,1.4,27.4889357189107,1.28698,58.69456,47.59968,57.40758,46.3127,45.75404,44.56704,44.46706,43.28006,NA,NA,NA,NA,NA,1.68477603038446,1.187,NA
"323","Low","2017_L_02",55.19286,-132.9,7,14,1.4,27.4889357189107,1.29615,52.33204,41.76448,51.03589,40.46833,39.84248,39.10923,38.54633,37.81308,27.24737,65.03768,63.03013,37.79031,35.78276,1.4721679447255,0.733250000000005,2.00754999999999
"324","Low","2017_L_02",55.19286,-132.9,8,16,1.3,25.5254403104171,1.29467,56.74777,46.43608,55.4531,45.14141,44.31822,43.65663,43.02355,42.36196,NA,NA,NA,NA,NA,1.76848702514164,0.661590000000004,NA
"325","Low","2017_L_02",55.19286,-132.9,9,18,1.4,27.4889357189107,1.2904,58.96551,48.48157,57.67511,47.19117,47.07998,46.24215,45.78958,44.95175,NA,NA,NA,NA,NA,1.71673325160913,0.837829999999997,NA
"326","Low","2017_L_02",55.19286,-132.9,10,20,1.4,27.4889357189107,1.29599,60.01466,48.58196,58.71867,47.28597,46.44101,45.3901,45.14502,44.09411,NA,NA,NA,NA,NA,1.72018191186173,1.05091,NA
"327","Low","2017_L_02",55.19286,-132.9,11,22,1.4,27.4889357189107,1.29342,60.01609,49.55584,58.72267,48.26242,47.30459,46.19371,46.01117,44.90029,NA,NA,NA,NA,NA,1.75570347624621,1.11087999999999,NA
"328","Low","2017_L_02",55.19286,-132.9,12,24,1.3,25.5254403104171,1.28446,57.33164,48.11913,56.04718,46.83467,46.27849,45.75123,44.99403,44.46677,27.65974,72.12162,69.29295,44.46188,41.63321,1.83482319718836,0.527259999999998,2.82866999999999
"329","Low","2017_L_02",55.19286,-132.9,13,26,1.4,27.4889357189107,1.30127,60.316,49.8551,59.01473,48.55383,47.63481,46.73603,46.33354,45.43476,NA,NA,NA,NA,NA,1.76630446869567,0.898780000000002,NA
"330","Low","2017_L_02",55.19286,-132.9,14,28,1.4,27.4889357189107,1.29812,61.25817,50.42879,59.96005,49.13067,48.40469,47.24351,47.10657,45.94539,NA,NA,NA,NA,NA,1.78728891152381,1.16118,NA
"331","Low","2017_L_02",55.19286,-132.9,15,30,1.4,27.4889357189107,1.29402,62.08058,50.41125,60.78656,49.11723,48.15983,46.25808,46.86581,44.96406,NA,NA,NA,NA,NA,1.78679998753864,1.90175,NA
"332","High","2017_H_02",55.7073,-133.342,1,2,1.5,29.4524311274043,1.28935,40.69422,16.6819,39.40487,15.39255,15.41117,14.46643,14.12182,13.17708,NA,NA,NA,NA,NA,0.522624089448353,0.944739999999999,NA
"333","High","2017_H_02",55.7073,-133.342,2,4,1.5,29.4524311274043,1.28349,43.00276,22.39755,41.71927,21.11406,21.11087,19.91692,19.82738,18.63343,28.03335,46.6865,45.97186,18.65315,17.93851,0.716886830450958,1.19395,0.714640000000003
"334","High","2017_H_02",55.7073,-133.342,3,6,1.4,27.4889357189107,1.29675,40.66012,20.57431,39.36337,19.27756,19.55723,18.2615,18.26048,16.96475,NA,NA,NA,NA,NA,0.701284334800137,1.29573,NA
"335","High","2017_H_02",55.7073,-133.342,4,8,1.4,27.4889357189107,1.28873,39.59261,20.02269,38.30388,18.73396,19.01027,17.78136,17.72154,16.49263,NA,NA,NA,NA,NA,0.681509105756764,1.22891,NA
"336","High","2017_H_02",55.7073,-133.342,5,10,1.4,27.4889357189107,1.29421,39.43491,20.77067,38.1407,19.47646,19.65606,18.57446,18.36185,17.28025,NA,NA,NA,NA,NA,0.708519973241503,1.0816,NA
"337","High","2017_H_02",55.7073,-133.342,6,12,1.4,27.4889357189107,1.29686,47.24166,28.77745,45.9448,27.48059,27.4163,26.1766,26.11944,24.87974,NA,NA,NA,NA,NA,0.999696397161533,1.2397,NA
"338","High","2017_H_02",55.7073,-133.342,7,14,1.4,27.4889357189107,1.27565,45.66245,30.52194,44.3868,29.24629,29.12764,27.70524,27.85199,26.42959,26.63435,53.06875,52.03005,26.4344,25.3957,1.06392951327979,1.4224,1.0387
"339","High","2017_H_02",55.7073,-133.342,8,16,1.4,27.4889357189107,1.28576,49.7909,35.95777,48.50514,34.67201,34.80434,33.63639,33.51858,32.35063,NA,NA,NA,NA,NA,1.26130783507009,1.16795,NA
