"","otter_region","site","latitude","longitude","layer_number","layer_depth","layer_thickness","layer_volume_cm3","pan_weight","pan_sed_ww_pre_60C","pan_sed_dw_post_60C","sed_ww_pre_60C","sed_dw_post_60C","pan_sed_dw_pre_450C","pan_sed_dw_post450C","sed_dw_pre_450C","sed_dw_post_450C","crucible_weight","crucible_sed_dw_pre_950C","crucible_sed_dw_post_950C","sed_dw_pre_950C","sed_dw_post_950C","dry_bulk_density","om_dw","im_dw"
"455","Low","2017_L_07",55.155625,-132.589934,4,8,1.3,25.5254403104171,1.25663,53.19477,41.50962,51.93814,40.25299,39.83541,39.2321,38.57878,37.97547,NA,NA,NA,NA,NA,1.57697534344089,0.60331,NA
"456","Low","2017_L_07",55.155625,-132.589934,5,10,1.3,25.5254403104171,1.2947,49.11366,39.72474,47.81896,38.43004,38.2472,37.6371,36.9525,36.3424,NA,NA,NA,NA,NA,1.50555835796166,0.610100000000003,NA
"457","Low","2017_L_07",55.155625,-132.589934,6,12,1.4,27.4889357189107,1.29024,56.71654,47.10759,55.4263,45.81735,45.51501,44.8666,44.22477,43.57636,NA,NA,NA,NA,NA,1.66675605299919,0.648409999999998,NA
"458","Low","2017_L_07",55.155625,-132.589934,7,14,1.4,27.4889357189107,1.26473,59.09712,48.44347,57.83239,47.17874,46.70874,46.1779,45.44401,44.91317,28.5337,73.2089,72.133,44.6752,43.5993,1.71628106967939,0.530839999999998,1.0759
"459","Low","2017_L_07",55.155625,-132.589934,8,16,1.4,27.4889357189107,1.27103,54.69107,44.85117,53.42004,43.58014,43.06717,42.2586,41.79614,40.98757,NA,NA,NA,NA,NA,1.58537021751699,0.808569999999996,NA
"460","Low","2017_L_07",55.155625,-132.589934,9,18,1.6,31.4159265358979,1.31454,58.33441,49.09727,57.01987,47.78273,47.28607,46.3696,45.97153,45.05506,NA,NA,NA,NA,NA,1.52097153478508,0.916470000000004,NA
"461","Low","2017_L_07",55.155625,-132.589934,10,20,1.4,27.4889357189107,1.26703,59.59959,51.29333,58.33256,50.0263,49.73922,49.0721,48.47219,47.80507,NA,NA,NA,NA,NA,1.81987038390813,0.667120000000004,NA
"462","Low","2017_L_07",55.155625,-132.589934,11,22,1.6,31.4159265358979,1.26979,66.25612,55.55978,64.98633,54.28999,53.57724,52.5474,52.30745,51.27761,NA,NA,NA,NA,NA,1.72810405378191,1.02984,NA
"463","Low","2017_L_07",55.155625,-132.589934,12,24,1.5,29.4524311274043,1.32326,61.7211,51.4856,60.39784,50.16234,49.90111,49.2412,48.57785,47.91794,26.9348,74.7048,73.6697,47.77,46.7349,1.70316466518535,0.659910000000004,1.0351
"464","Low","2017_L_07",55.155625,-132.589934,13,26,1.3,25.5254403104171,1.25399,57.41131,48.88643,56.15732,47.63244,47.27614,46.5918,46.02215,45.33781,NA,NA,NA,NA,NA,1.86607711446846,0.684339999999999,NA
"465","Low","2017_L_07",55.155625,-132.589934,14,28,1.4,27.4889357189107,1.28411,64.27364,57.10277,62.98953,55.81866,55.40847,54.8457,54.12436,53.56159,NA,NA,NA,NA,NA,2.03058643560362,0.56277,NA
"466","Low","2017_L_07",55.155625,-132.589934,15,30,1.5,29.4524311274043,1.28556,71.09667,62.21451,69.81111,60.92895,60.41229,59.6909,59.12673,58.40534,NA,NA,NA,NA,NA,2.06872396157844,0.72139,NA
"467","Low","2017_L_07",55.155625,-132.589934,16,32,1.4,27.4889357189107,1.31801,60.59283,53.0161,59.27482,51.69809,51.5933,51.0569,50.27529,49.73889,NA,NA,NA,NA,NA,1.8806872164365,0.5364,NA
"468","Low","2017_L_07",55.155625,-132.589934,17,34,1.4,27.4889357189107,1.32024,65.23315,58.86478,63.91291,57.54454,57.36462,56.9151,56.04438,55.59486,23.0189,78.4707,77.3076,55.4518,54.2887,2.0933709689027,0.44952,1.1631
"469","Low","2017_L_07",55.155625,-132.589934,18,36,1.6,31.4159265358979,1.26754,82.165,71.92534,80.89746,70.6578,70.60187,69.5676,69.33433,68.30006,NA,NA,NA,NA,NA,2.2491076275997,1.03427000000001,NA
"470","Mid","2017_M_02",55.49709,-133.17,1,2,1.6,31.4159265358979,1.26046,46.9536,30.09575,45.69314,28.83529,28.24948,29.5734,26.98902,28.31294,NA,NA,NA,NA,NA,0.91785578779766,-1.32392,NA
"471","Mid","2017_M_02",55.49709,-133.17,2,4,1.6,31.4159265358979,1.27655,66.66024,47.90276,65.38369,46.62621,46.29151,45.3394,45.01496,44.06285,27.9984,71.959,70.683,43.9606,42.6846,1.48415835982815,0.952110000000005,1.276
"472","Mid","2017_M_02",55.49709,-133.17,3,6,1.6,31.4159265358979,1.29038,52.46649,37.77646,51.17611,36.48608,36.42956,35.8024,35.13918,34.51202,NA,NA,NA,NA,NA,1.16138799720927,0.627160000000003,NA
"473","Mid","2017_M_02",55.49709,-133.17,4,8,1.6,31.4159265358979,1.27239,46.10401,34.20914,44.83162,32.93675,32.86681,32.3589,31.59442,31.08651,NA,NA,NA,NA,NA,1.0484093143764,0.507910000000003,NA
"474","Mid","2017_M_02",55.49709,-133.17,5,10,1.6,31.4159265358979,1.26418,58.63798,42.87675,57.3738,41.61257,41.40926,40.6826,40.14508,39.41842,NA,NA,NA,NA,NA,1.3245692420515,0.726660000000003,NA
"475","Mid","2017_M_02",55.49709,-133.17,6,12,1.5,29.4524311274043,1.25624,52.6242,38.86694,51.36796,37.6107,37.30132,36.6804,36.04508,35.42416,NA,NA,NA,NA,NA,1.27699814787122,0.620919999999998,NA
"476","Mid","2017_M_02",55.49709,-133.17,7,14,1.4,27.4889357189107,1.25911,53.04712,37.55641,51.78801,36.2973,36.12153,34.9961,34.86242,33.73699,26.4718,60.0462,59.3158,33.5744,32.844,1.32043307791759,1.12543,0.730399999999996
"477","Mid","2017_M_02",55.49709,-133.17,8,16,1.6,31.4159265358979,1.28596,55.7428,39.65296,54.45684,38.367,38.18194,37.3601,36.89598,36.07414,NA,NA,NA,NA,NA,1.22125954032135,0.821839999999995,NA
"478","Mid","2017_M_02",55.49709,-133.17,9,18,1.6,31.4159265358979,1.29401,49.87904,36.09608,48.58503,34.80207,34.67197,34.0728,33.37796,32.77879,NA,NA,NA,NA,NA,1.10778429406603,0.599170000000001,NA
"479","Mid","2017_M_02",55.49709,-133.17,10,20,1.6,31.4159265358979,1.25713,57.51069,42.11,56.25356,40.85287,40.67978,39.9783,39.42265,38.72117,NA,NA,NA,NA,NA,1.30038723999812,0.701480000000004,NA
"480","Mid","2017_M_02",55.49709,-133.17,11,22,1.5,29.4524311274043,1.2792,21.73471,15.73204,20.45551,14.45284,14.23984,13.93507,12.96064,12.65587,NA,NA,NA,NA,NA,0.490718064579471,0.30477,NA
"481","Mid","2017_M_02",55.49709,-133.17,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Mid","2017_M_02",55.49709,-133.17,13,26,1.5,29.4524311274043,1.31024,20.51375,15.01689,19.20351,13.70665,13.47455,14.1237,12.16431,12.81346,NA,NA,NA,NA,NA,0.465382634822512,-0.649149999999999,NA
"483","Mid","2017_M_02",55.49709,-133.17,14,28,1.6,31.4159265358979,1.2832,33.5319,24.43725,32.2487,23.15405,22.82973,22.2816,21.54653,20.9984,NA,NA,NA,NA,NA,0.73701630201938,0.54813,NA
"484","Mid","2017_M_02",55.49709,-133.17,15,30,1.5,29.4524311274043,1.27689,32.85478,23.46518,31.57789,22.18829,21.84168,22.6156,20.56479,21.33871,NA,NA,NA,NA,NA,0.753360220214714,-0.77392,NA
"485","Mid","2017_M_02",55.49709,-133.17,16,32,1.6,31.4159265358979,1.27452,54.10817,39.16898,52.83365,37.89446,37.95253,34.816,36.67801,33.54148,NA,NA,NA,NA,NA,1.20621812495962,3.13653,NA
"486","Mid","2017_M_02",55.49709,-133.17,17,34,1.7,33.3794219443916,1.25414,63.29487,45.66633,62.04073,44.41219,44.36835,43.8392,43.11421,42.58506,27.14119,69.5918,68.26,42.45061,41.11881,1.33052603708921,0.529150000000001,1.3318
"487","Mid","2017_M_02",55.49709,-133.17,18,36,1.6,31.4159265358979,1.27518,54.36856,38.78454,53.09338,37.50936,37.42025,36.6711,36.14507,35.39592,NA,NA,NA,NA,NA,1.19396001124268,0.74915,NA
"488","Mid","2017_M_02",55.49709,-133.17,19,38,1.8,35.3429173528852,1.26163,78.81607,55.63881,77.55444,54.37718,53.9336,52.2768,52.67197,51.01517,NA,NA,NA,NA,NA,1.53855946460404,1.6568,NA
"489","Mid","2017_M_07",55.552669,-133.431392,1,2,1.1,21.5984494934298,1.26567,29.7633,8.03193,28.49763,6.76626,7.05546,6.5066,5.78979,5.24093,NA,NA,NA,NA,NA,0.313275265525809,0.54886,NA
"490","Mid","2017_M_07",55.552669,-133.431392,2,4,1.1,21.5984494934298,1.28005,46.08545,26.9528,44.8054,25.67275,25.63236,24.3559,24.35231,23.07585,NA,NA,NA,NA,NA,1.18863856443999,1.27646,NA
"491","Mid","2017_M_07",55.552669,-133.431392,3,6,1.1,21.5984494934298,1.27568,84.6335,64.71274,83.35782,63.43706,63.49714,62.1506,62.22146,60.87492,NA,NA,NA,NA,NA,2.93711175977226,1.34654,NA
"492","Mid","2017_M_07",55.552669,-133.431392,4,8,1.1,21.5984494934298,1.29597,52.4648,30.78774,51.16883,29.49177,29.59284,27.7686,28.29687,26.47263,NA,NA,NA,NA,NA,1.36545773848124,1.82424,NA
"493","Mid","2017_M_07",55.552669,-133.431392,5,10,1.1,21.5984494934298,1.29401,55.3172,32.04978,54.02319,30.75577,30.66225,28.9639,29.36824,27.66989,NA,NA,NA,NA,NA,1.42398045791925,1.69835,NA
"494","Mid","2017_M_07",55.552669,-133.431392,6,12,1.1,21.5984494934298,1.29776,41.65573,28.55576,40.35797,27.258,27.45717,26.4334,26.15941,25.13564,NA,NA,NA,NA,NA,1.26203503674149,1.02377,NA
"495","Mid","2017_M_07",55.552669,-133.431392,7,14,1.1,21.5984494934298,1.27802,41.8196,31.23624,40.54158,29.95822,30.26187,29.4401,28.98385,28.16208,28.2831,55.5002,54.089,27.2171,25.8059,1.38705419614094,0.821769999999997,1.4112
"496","Mid","2017_M_07",55.552669,-133.431392,8,16,1.1,21.5984494934298,1.28408,66.63964,52.63473,65.35556,51.35065,50.99422,49.8784,49.71014,48.59432,NA,NA,NA,NA,NA,2.37751557192199,1.11582,NA
"497","Mid","2017_M_07",55.552669,-133.431392,9,18,1.1,21.5984494934298,1.28283,47.73938,40.2013,46.45655,38.91847,38.90334,38.2818,37.62051,36.99897,NA,NA,NA,NA,NA,1.80191036453051,0.621540000000003,NA
"498","Mid","2017_M_07",55.552669,-133.431392,10,20,1.1,21.5984494934298,1.27113,46.78167,39.25422,45.51054,37.98309,38.25855,37.1772,36.98742,35.90607,NA,NA,NA,NA,NA,1.75860262615399,1.08135,NA
"499","Mid","2017_M_07",55.552669,-133.431392,11,22,1.1,21.5984494934298,1.28678,50.85926,42.86899,49.57248,41.58221,41.57511,40.8475,40.28833,39.56072,NA,NA,NA,NA,NA,1.92524051379934,0.727610000000006,NA
"500","Mid","2017_M_07",55.552669,-133.431392,12,24,1.1,21.5984494934298,1.26329,45.85507,39.13845,44.59178,37.87516,38.43893,37.846,37.17564,36.58271,28.0211,63.8323,62.8454,35.8112,34.8243,1.75360550818805,0.592930000000003,0.986900000000006
"501","Mid","2017_M_07",55.552669,-133.431392,13,26,1.1,21.5984494934298,1.2783,51.9867,44.02941,50.7084,42.75111,42.9065,42.1545,41.6282,40.8762,NA,NA,NA,NA,NA,1.97936013939356,0.752000000000002,NA
"502","Mid","2017_M_07",55.552669,-133.431392,14,28,1.1,21.5984494934298,1.29126,42.20646,35.78637,40.9152,34.49511,34.74885,34.0547,33.45759,32.76344,NA,NA,NA,NA,NA,1.59711047825416,0.69415,NA
"503","Mid","2017_M_07",55.552669,-133.431392,15,30,1.1,21.5984494934298,1.26841,49.06741,42.45346,47.799,41.18505,41.32466,40.7021,40.05625,39.43369,NA,NA,NA,NA,NA,1.90685215679618,0.62256,NA
"504","Mid","2017_M_07",55.552669,-133.431392,16,32,1.1,21.5984494934298,1.25974,54.66919,46.83876,53.40945,45.57902,46.13899,45.515,44.87925,44.25526,NA,NA,NA,NA,NA,2.11029129724636,0.623989999999999,NA
"505","Mid","2017_M_07",55.552669,-133.431392,17,34,1.1,21.5984494934298,1.2829,52.60474,46.4872,51.32184,45.2043,45.40455,44.2753,44.12165,42.9924,26.3987,65.6637,64.4376,39.265,38.0389,2.0929419037117,1.12925,1.2261
"506","Mid","2017_M_07",55.552669,-133.431392,18,36,1.1,21.5984494934298,1.2986,55.04578,47.74084,53.74718,46.44224,46.61705,46.0966,45.31845,44.798,NA,NA,NA,NA,NA,2.1502580550575,0.520449999999997,NA
"507","Mid","2017_M_07",55.552669,-133.431392,19,38,1.1,21.5984494934298,1.29528,51.46393,45.11458,50.16865,43.8193,44.2924,43.5009,42.99712,42.20562,NA,NA,NA,NA,NA,2.02881693027686,0.791499999999999,NA
"508","Mid","2017_M_07",55.552669,-133.431392,20,40,1.1,21.5984494934298,1.2528,65.79314,58.73692,64.54034,57.48412,57.94839,57.1163,56.69559,55.8635,NA,NA,NA,NA,NA,2.66149290102914,0.832090000000001,NA
"509","Mid","2017_M_07",55.552669,-133.431392,21,42,1.1,21.5984494934298,1.31912,40.2364,35.74984,38.91728,34.43072,34.8472,34.3511,33.52808,33.03198,NA,NA,NA,NA,NA,1.59412924573469,0.496099999999998,NA
"510","Mid","2017_M_07",55.552669,-133.431392,22,44,1.1,21.5984494934298,1.28481,42.16398,37.89325,40.87917,36.60844,37.34793,36.8266,36.06312,35.54179,25.8587,81.6204,80.1001,55.7617,54.2414,1.69495685378416,0.521329999999999,1.52030000000001
"511","Mid","2017_M_07",55.552669,-133.431392,23,46,1.1,21.5984494934298,1.28578,46.28703,42.20979,45.00125,40.92401,41.614303,40.8658,40.328523,39.58002,NA,NA,NA,NA,NA,1.89476610404135,0.748502999999999,NA
"512","Mid","2017_M_07",55.552669,-133.431392,24,48,1.1,21.5984494934298,1.29534,67.82746,60.16252,66.53212,58.86718,59.26219,57.776,57.96685,56.48066,NA,NA,NA,NA,NA,2.72552805320156,1.48618999999999,NA
"513","Mid","2017_M_07",55.552669,-133.431392,25,50,1.1,21.5984494934298,1.26101,39.94837,37.21846,38.68736,35.95745,36.25283,36.7147,34.99182,35.45369,NA,NA,NA,NA,NA,1.664816264285,-0.461869999999998,NA
"514","Mid","2017_M_07",55.552669,-133.431392,26,52,1.1,21.5984494934298,1.30058,41.25971,42.20008,39.95913,40.8995,40.93057,40.3459,39.62999,39.04532,NA,NA,NA,NA,NA,1.89363130035985,0.584670000000003,NA
"515","Mid","2017_M_07",55.552669,-133.431392,27,54,1.1,21.5984494934298,1.27487,47.53431,35.78085,46.25944,34.50598,34.63615,45.3372,33.36128,44.06233,26.1581,61.5154,60.508,35.3573,34.3499,1.59761375512148,-10.70105,1.00739999999999
"516","Mid","2017_M_07",55.552669,-133.431392,28,56,1.1,21.5984494934298,1.29076,54.04823,48.19055,52.75747,46.89979,47.03001,34.097,45.73925,32.80624,NA,NA,NA,NA,NA,2.1714424461009,12.93301,NA
"517","Mid","2017_M_07",55.552669,-133.431392,29,58,1.1,21.5984494934298,1.29889,44.23804,39.71,42.93915,38.41111,38.59614,38.0883,37.29725,36.78941,NA,NA,NA,NA,NA,1.77841978942445,0.507840000000002,NA
"518","Mid","2017_M_07",55.552669,-133.431392,30,60,1,19.6349540849362,1.27595,34.27343,31.22655,32.99748,29.9506,30.64201,30.2895,29.36606,29.01355,NA,NA,NA,NA,NA,1.5253715323418,0.352509999999995,NA
"519","Mid","2017_M_07",55.552669,-133.431392,31,62,1,19.6349540849362,1.29048,41.09163,36.43433,39.80115,35.14385,35.72206,35.1748,34.43158,33.88432,NA,NA,NA,NA,NA,1.78986158296963,0.547260000000001,NA
"520","Mid","2017_M_07",55.552669,-133.431392,32,64,1,19.6349540849362,1.28361,45.02339,40.96076,43.73978,39.67715,40.32255,39.535,39.03894,38.25139,26.3065,55.2364,54.4802,28.9299,28.1737,2.02074065609555,0.787550000000003,0.7562
"521","Mid","2017_M_07",55.552669,-133.431392,33,66,1,19.6349540849362,1.25014,60.95067,53.56032,59.70053,52.31018,52.91338,51.6859,51.66324,50.43576,NA,NA,NA,NA,NA,2.66413559072858,1.22748,NA
