NOAA SIN,ID,Date Collected,Size mm,Species,Frozen Weight,Live Weight,Date Dissected,Dissected Weight,Notes,SEX,Site location,site number
403900,18-022,5/17/2018,470,apc,,731.97,,,ca cuc 1,,Soda Bay,9
403901,18-023,5/17/2018,460,apc,,633.49,,,ca cuc 2,,Soda Bay,9
403902,18-024,5/17/2018,240,apc,,131.77,,,ca cuc 3,,Soda Bay,9
403903,18-029,5/17/2018,80,apc,,14.54,,,small ca cuc 4,,Soda Bay,8
403904,18-030,5/17/2018,80,apc,,13.93,3/4/2019,,small ca cuc 5,,Soda Bay,8
403905,18-454,8/10/2018,,apc,260.48,,,,Soda Bay,,Soda Bay,9
403906,18-455,8/10/2018,,apc,227.94,,,,Soda Bay,,Soda Bay,9
403907,18-456,8/10/2018,,apc,381.36,,,,Soda Bay,,Soda Bay,9
403908,18-457,8/10/2018,,apc,291.61,,,,Soda Bay,,Soda Bay,9
403909,18-458,8/10/2018,,apc,285.99,,,,Soda Bay,,Soda Bay,9
403925,18-001,5/3/2018,85,Sag,,177.06,5/3/2018,51.82,,,Craig,2
403926,18-002,5/3/2018,81,Sag,,153.86,5/3/2018,43.96,,,Craig,2
403927,18-003,5/3/2018,62,Sag,,56.73,5/3/2018,22.77,,,Craig,2
403928,18-004,5/3/2018,60,Sag,,54.29,5/3/2018,20.61,,,Craig,2
403929,18-005,5/3/2018,23,Sag,,3.4,5/3/2018,1.57,,,Craig,2
403930,18-278,8/8/2018,64.5,sag,79.99,,8/9/2018,42.37,S. Wadleigh,,Craig,2
403931,18-279,8/8/2018,55.5,sag,61.37,,8/9/2018,23.51,S. Wadleigh,,Craig,2
403932,18-280,8/8/2018,67,sag,96.00,,8/9/2018,48.24,S. Wadleigh,,Craig,2
403933,18-281,8/8/2018,51,sag,39.88,,8/9/2018,18.73,S. Wadleigh,,Craig,2
403934,18-282,8/8/2018,73.5,sag,124.09,,8/9/2018,57.08,S. Wadleigh,,Craig,2
403935,18-007,5/3/2018,42,prs,,24.08,5/3/2018,7.22,,,Craig,2
403936,18-008,5/3/2018,45,prs,,27.29,5/3/2018,10.45,,,Craig,2
403937,18-009,5/3/2018,52,prs,,34.57,5/3/2018,8.43,,,Craig,2
403938,18-010,5/3/2018,39,prs,,17.71,5/3/2018,6.47,,,Craig,2
403939,18-011,5/3/2018,47.5,prs,,31.61,5/3/2018,9.98,,,Craig,2
403940,18-295,8/8/2018,53,prs,49.29,,8/9/2018,19.85,S. Wadleigh,,Craig,2
403941,18-296,8/8/2018,58,prs,62.42,,8/9/2018,22.28,S. Wadleigh,,Craig,2
403942,18-297,8/8/2018,55.5,prs,52.52,,8/9/2018,20.93,S. Wadleigh,,Craig,2
403943,18-298,8/8/2018,60,prs,84.15,,8/9/2018,31.60,S. Wadleigh,,Craig,2
403944,18-299,8/8/2018,54,prs,51.32,,8/9/2018,19.57,S. Wadleigh,,Craig,2
403945,18-012,5/3/2018,50,cln,,42.32,5/3/2018,16.04,,,Craig,2
403946,18-013,5/3/2018,42,cln,,22.19,5/3/2018,10.86,,,Craig,2
403947,18-014,5/3/2018,52,cln,,47.14,5/3/2018,22.27,,,Craig,2
403948,18-015,5/3/2018,54.5,cln,,49.03,5/3/2018,25.68,,,Craig,2
403949,18-016,5/3/2018,30,cln,,9.99,5/3/2018,3.96,,,Craig,2
403950,18-285,8/8/2018,44,cln,26.40,,8/9/2018,12.44,S. Wadleigh,,Craig,2
403951,18-286,8/8/2018,59,cln,56.31,,8/9/2018,27.31,S. Wadleigh,,Craig,2
403952,18-287,8/8/2018,59.5,cln,65.15,,8/9/2018,33.23,S. Wadleigh,,Craig,2
403953,18-288,8/8/2018,56.5,cln,46.08,,8/9/2018,19.41,S. Wadleigh,,Craig,2
403954,18-289,8/8/2018,46.5,cln,27.61,,8/9/2018,12.28,S. Wadleigh,,Craig,2
403955,18-136,5/3/2018,27,nuc,2.88,,5/26/2018,0.68,Wadleigh,,Craig,2
403956,18-137,5/3/2018,29,nuc,4.02,,5/26/2018,0.94,Wadleigh,,Craig,2
403957,18-138,5/3/2018,30,nuc,3.47,,5/26/2018,0.77,Wadleigh,,Craig,2
403958,18-139,5/3/2018,25,nuc,2.51,,5/26/2018,0.54,Wadleigh,,Craig,2
403959,18-140,5/3/2018,27,nuc,2.87,,5/26/2018,0.75,Wadleigh,,Craig,2
403960,18-464,5/7,55,tec,44.08,,9/6,12.18,Nossuk,m,Nossuk,4
403961,18-465,5/7,52.00,tec,41.61,,9/6,16.40,Nossuk,m,Nossuk,4
403962,18-466,5/7,57.00,tec,40.98,,9/6,16.29,Nossuk,m,Nossuk,4
403963,18-467,5/7,59.00,tec,50.67,,9/6,14.10,Nossuk,m,Nossuk,4
403964,18-468,5/7,66.00,tec,84.92,,9/6,37.95,Nossuk,m,Nossuk,4
403965,18-271,5/13/2018,29.5,cao,7.01,,8/8/2018,2.13,San Alberto,f/gravid,Craig,5
403966,18-272,5/13/2018,29,cao,7.61,,8/8/2018,1.26,San Alberto,f/gravid,Craig,5
403967,18-043,5/13/2018,64,cef,23.67,,5/20/2018,3.49,,,Craig,5
403968,18-044,5/13/2018,67,cef,29.21,,5/20/2018,5.77,,,Craig,5
403969,18-045,5/13/2018,69,cef,29.23,,5/20/2018,5.72,,,Craig,5
403970,18-046,5/13/2018,53,cef,11.37,,5/20/2018,1.54,,,Craig,5
403971,18-047,5/13/2018,45,cef,8.03,,5/20/2018,1.27,,,Craig,5
403972,18-061,5/13/2018,24,tes,5.44,,5/20/2018,1.00,listed as tef on bag,,Craig,5
403973,18-062,5/13/2018,26,tes,7.53,,5/20/2018,2.68,listed as tef on bag,,Craig,5
403974,18-063,5/13/2018,23,tes,6.65,,5/20/2018,0.36,listed as tef on bag,,Craig,5
403975,18-064,5/13/2018,24,tes,4.57,,5/20/2018,1.35,listed as tef on bag,,Craig,5
403976,18-065,5/13/2018,21,tes,3.98,,5/20/2018,0.39,listed as tef on bag,,Craig,5
403977,18-180,5/15/2018,143,cap,310.54,355.97,9/10/2018,149.95,"RRC1, dissected weight when frozen. ",m,Soda Bay,6
403978,18-181,5/15/2018,160,cap,487.46,550.01,9/10/2018,170.40,RRC2 ,m,Soda Bay,6
403979,18-182,5/15/2018,138,cap,295.31,372.8,9/10/2018,113.94,"RRC3, dissected weight after homoginized",m,Soda Bay,6
403980,18-257,5/16/2018,135,cap,391.19,,8/8/2018,155.82,"North Pass, RRC4",m,Soda Bay,6
403981,18-275,5/16/2018,121.5,cap,225.62,,8/8/2018,90.43,RRC5 North Pass,m,Soda Bay,6
403982,18-245,5/17/2018,43,cam,13.21,,8/8/2018,1.97,Soda Bay,m,Soda Bay,6
403983,18-246,5/17/2018,43.5,cam,13.31,,8/8/2018,1.23,Soda Bay,f,Soda Bay,6
403984,18-247,5/17/2018,47,cam,21.59,,8/8/2018,5.14,Soda Bay,m,Soda Bay,6
403985,18-248,5/17/2018,41,cam,11.49,,8/8/2018,3.02,Soda Bay,m,Soda Bay,6
403986,18-503,5/17/2018,185,cam,734.55,757.95,12/20/2018,314.20,N Pass pot,m,Soda Bay,6
403987,18-345,8/8/2018,32.5,cao,10.11,,8/9/2018,3.20,Alberto Is.,f,Craig,5
403988,18-346,8/8/2018,31.5,cao,11.23,,8/9/2018,2.29,Alberto Is.,m,Craig,5
403989,18-115,5/2/2018,75,sag,93.56,,5/20/2018,47.63,,,Nossuk,1
403990,18-168,5/17/2018,51,prs,34.66,,5/26/2018,15.70,,,Soda Bay,8
403991,18-169,5/17/2018,68,prs,90.83,,5/26/2018,35.90,,,Soda Bay,8
403992,18-170,5/17/2018,56,prs,41.55,,5/26/2018,18.42,,,Soda Bay,8
403993,18-171,5/17/2018,45,prs,20.80,,5/26/2018,8.20,,,Soda Bay,8
403994,18-172,5/17/2018,65,prs,90.95,,5/26/2018,35.78,,,Soda Bay,8
403995,18-025,5/17/2018,65.5,sag,,68.18,5/17/2018,27.12,broken butter,,Soda Bay,8
403996,18-175,5/17/2018,45,sag,18.65,,5/26/2018,9.9,,,Soda Bay,8
403997,18-176,5/17/2018,86,sag,152.07,,5/26/2018,68.10,,,Soda Bay,8
403998,18-404,7/28/2018,160,cam,515.24,,8/14/2018,269.17,North Pass,f,Soda Bay,15
403999,18-405,7/28/2018,71,cam,44.49,,8/14/2018,16.65,North Pass,f,Soda Bay,15
404000,18-511,7/28/2018,89,cam,97.93,,12/21/2018,44.91,"Natsuhini, pots",m,Soda Bay,15
404001,19-001,2/17/2019,250,apc,382.36,,2/27/2019,,Soda Bay,,Soda Bay,9
404002,19-002,2/17/2019,350,apc,768.45,,2/27/2019,,Soda Bay,,Soda Bay,9
404003,19-003,2/17/2019,250,apc,326.72,,2/27/2019,,Soda Bay,,Soda Bay,9
404004,19-004,2/17/2019,250,apc,287.50,,2/27/2019,,Soda Bay,,Soda Bay,9
404005,18-173,5/17/2018,37,sag,11.30,,5/26/2018,4.79,,,Soda Bay,8
404006,18-124,5/2/2018,25,cln,3.99,,5/20/2018,1.86,,,Nossuk,1
404007,18-125,5/2/2018,27,cln,5.47,,5/20/2018,2.64,,,Nossuk,1
404008,18-126,5/2/2018,30,cln,7.54,,5/20/2018,3.75,,,Nossuk,1
404009,18-127,5/2/2018,36,cln,13.34,,5/20/2018,6.75,,,Nossuk,1
404010,18-120,5/2/2018,32,prs,8.46,,5/20/2018,3.46,,,Nossuk,1
404011,18-121,5/2/2018,31,prs,7.40,,5/20/2018,3.18,,,Nossuk,1
404012,18-122,5/2/2018,31,prs,7.94,,5/20/2018,3.13,,,Nossuk,1
404013,18-123,5/2/2018,32,prs,7.71,,5/20/2018,3.10,,,Nossuk,1
404014,18-051,5/13/2018,46,std,29.32,,5/20/2018,1.46,,,Craig,5
404015,18-052,5/13/2018,35,std,14.69,,5/20/2018,0.29,,,Craig,5
404016,18-174,5/17/2018,26,sag,4.30,,5/26/2018,2.08,,,Soda Bay,8
404017,18-148,5/17/2018,25,std,5.97,,5/26/2018,0.06,,,Soda Bay,9
404017,18-149,5/17/2018,25,std,4.97,,5/26/2018,0.22,,,Soda Bay,9
404018,18-150,5/17/2018,26,std,6.10,,5/26/2018,0.37,,,Soda Bay,9
404019,18-151,5/17/2018,29,std,8.61,,5/26/2018,0.47,,,Soda Bay,9
404020,18-146,5/18/2018,57,stf,62.18,,5/26/2018,4.89,,,,12
404021,18-147,5/18/2018,52,stf,44.77,,5/26/2018,3.18,,,,12
404022,18-630,8/10/2018,62/180,evt,152.46,,1/30/2019,11.24,"stomach, soda bay",,Soda Bay,9
404023,18-630,8/10/2018,62/180,evt,152.46,,1/30/2019,3.71,"feet, soda bay",,Soda Bay,9
404024,18-628,8/10/2018,79/180,pio,331.67,,1/30/2019,81.94,"stomach, soda bay",,Soda Bay,9
404025,18-628,8/10/2018,79/180,pio,331.67,,1/30/2019,9.94,"feet, soda bay",,Soda Bay,9
404026,18-628,8/10/2018,79/180,pio,331.67,,1/30/2019,2.93,"gonads, soda bay",,Soda Bay,9
404027,18-629,8/10/2018,90/200,pio,487.93,,1/30/2019,69.81,"stomach, soda bay",,Soda Bay,9
404028,18-629,8/10/2018,90/200,pio,487.93,,1/30/2019,28.28,"gonads, soda bay",,Soda Bay,9
404029,18-629,8/10/2018,90/200,pio,487.93,,1/30/2019,7.19,"feet, soda bay",,Soda Bay,9
404030,18-631,8/10/2018,79/181,pio,348.27,,1/30/2019,92.10,"stomach, soda bay",,Soda Bay,9
404031,18-631,8/10/2018,79/181,pio,348.27,,1/30/2019,8.80,"gonads, soda bay",,Soda Bay,9
404032,18-631,8/10/2018,79/181,pio,348.27,,1/30/2019,5.89,"feet, soda bay",,Soda Bay,9
404033,19-005,2/17/2019,74,apc,8.26,,3/4/2019,,"Soda bay, soft sediment site",,Soda Bay,8
404033,19-006,2/17/2019,89,apc,13.65,,3/4/2019,,"Soda bay, soft sediment site",,Soda Bay,8
404034,19-051,2/17/2019,27.5,cln,6.47,,3/6/2019,2.75,Soda Bay,,Soda Bay,8
404035,19-052,2/17/2019,62,cln,76.73,,3/6/2019,39.25,Soda Bay,,Soda Bay,8
404036,19-053,2/17/2019,49,cln,29.83,,3/6/2019,15.25,Soda Bay,,Soda Bay,8
404037,19-054,2/17/2019,58,cln,56.42,,3/6/2019,25.82,Soda Bay,,Soda Bay,8
404038,19-046,2/17/2019,40,prs,15.77,,3/6/2019,7.31,Soda Bay,,Soda Bay,8
404039,19-047,2/17/2019,44,prs,25.77,,3/6/2019,12.75,Soda Bay,,Soda Bay,8
404040,19-048,2/17/2019,46,prs,24.48,,3/6/2019,11.47,Soda Bay,,Soda Bay,8
404041,19-049,2/17/2019,44,prs,26.44,,3/6/2019,12.73,Soda Bay,,Soda Bay,8
404042,19-050,2/17/2019,60,prs,67.91,,3/6/2019,32.90,Soda Bay,,Soda Bay,8
404043,19-040,2/17/2019,41,sag,12.15,,3/6/2019,4.89,"Soda bay, broken shell",,Soda Bay,8
404044,19-041,2/17/2019,40,sag,12.99,,3/6/2019,6.17,Soda Bay,,Soda Bay,8
404045,19-042,2/17/2019,61,sag,61.92,,3/6/2019,28.75,Soda Bay,,Soda Bay,8
404046,19-043,2/17/2019,59,sag,75.19,,3/6/2019,30.55,Soda Bay,,Soda Bay,8
404047,19-044,2/17/2019,69,sag,97.94,,3/6/2019,42.15,Soda Bay,,Soda Bay,8
904048,18-307,8/8/2018,31,nul,4.65,,8/9/2018,0.83,S. Wadleigh,,Craig,2
904049,18-308,8/8/2018,33,nul,4.66,,8/9/2018,0.99,S. Wadleigh,,Craig,2
904050,18-309,8/8/2018,32,nul,4.56,,8/9/2018,1.72,S. Wadleigh,,Craig,2
904051,18-310,8/8/2018,30,nul,3.77,,8/9/2018,0.99,S. Wadleigh,,Craig,2
904052,18-311,8/8/2018,29,nul,3.42,,8/9/2018,1.28,S. Wadleigh,,Craig,2
904053,18-312,8/8/2018,30,nul,3.94,,8/9/2018,0.85,S. Wadleigh,,Craig,2
,18-071,5/2/2018,56,ecs,3.41,,5/20/2018,,possibly peanut worm,,Nossuk,1
,18-072,5/2/2018,71,kat,28.52,,5/20/2018,12.54,,,Nossuk,1
,18-073,5/2/2018,57,kat,11.47,,5/20/2018,3.81,,,Nossuk,1
,18-074,5/2/2018,66,kat,11.19,,5/20/2018,3.14,,,Nossuk,1
,18-075,5/2/2018,65,kat,7.64,,5/20/2018,1.67,,,Nossuk,1
,18-076,5/2/2018,25,kat,1.00,,5/20/2018,0.29,,,Nossuk,1
,18-077,5/2/2018,47,moc,10.07,,5/20/2018,2.25,,,Nossuk,1
,18-078,5/2/2018,82,moc,12.80,,5/20/2018,3.65,really curled- length may be stretched,,Nossuk,1
,18-079,5/2/2018,40,moc,8.39,,5/20/2018,2.83,,,Nossuk,1
,18-080,5/2/2018,52,moc,6.68,,5/20/2018,1.99,,,Nossuk,1
,18-081,5/2/2018,39,moc,2.85,,5/20/2018,0.85,,,Nossuk,1
,18-082,5/2/2018,38,mtr,4.31,,5/20/2018,1.10,,,Nossuk,1
,18-083,5/2/2018,34,mtr,3.83,,5/20/2018,1.11,,,Nossuk,1
,18-084,5/2/2018,29,mtr,1.84,,5/20/2018,0.56,,,Nossuk,1
,18-085,5/2/2018,33.5,mtr,3.72,,5/20/2018,0.85,,,Nossuk,1
,18-086,5/2/2018,26,mtr,2.23,,5/20/2018,0.85,,,Nossuk,1
,18-087,5/2/2018,,hermit crab,,,5/20/2018,1.08,,,Nossuk,1
,18-088,5/2/2018,,hermit crab,,,5/20/2018,1.88,,,Nossuk,1
,18-089,5/2/2018,,hermit crab,,,5/20/2018,0.36,,,Nossuk,1
,18-090,5/2/2018,21,decorator,8.74,,5/20/2018,1.18,,,Nossuk,1
,18-091,5/2/2018,46.5,nuc,12.19,,5/20/2018,2.22,Nossuk,,Nossuk,1
,18-092,5/2/2018,47,nuc,11.50,,5/20/2018,2.01,Nossuk,,Nossuk,1
,18-093,5/2/2018,49.5,nuc,13.29,,5/20/2018,2.62,Nossuk,,Nossuk,1
,18-094,5/2/2018,45,nuc,11.01,,5/20/2018,1.22,Nossuk,,Nossuk,1
,18-095,5/2/2018,43.5,nuc,9.49,,5/20/2018,1.70,Nossuk,,Nossuk,1
,18-096,5/2/2018,46,nuc,11.38,,5/20/2018,1.93,Nossuk,,Nossuk,1
,18-097,5/2/2018,29,lim,3.09,,5/20/2018,1.66,,,Nossuk,1
,18-098,5/2/2018,24,lim,2.38,,5/20/2018,1.29,,,Nossuk,1
,18-099,5/2/2018,23.5,lim,2.28,,5/20/2018,1.27,,,Nossuk,1
,18-100,5/2/2018,24,lim,2.05,,5/20/2018,1.27,,,Nossuk,1
,18-101,5/2/2018,26,lim,1.98,,5/20/2018,1.00,,,Nossuk,1
,18-116,5/2/2018,41,mac,11.03,,5/20/2018,5.09,,,Nossuk,1
,18-117,5/2/2018,33.5,mac,3.89,,5/20/2018,1.63,,,Nossuk,1
,18-118,5/2/2018,45,mac,9.67,,5/20/2018,3.77,,,Nossuk,1
,18-119,5/2/2018,23,mac,1.73,,5/20/2018,0.75,,,Nossuk,1
,18-128,5/2/2018,78,mya,67.53,,5/20/2018,44.81,,,Nossuk,1
,18-238,5/2/2018,79,mya,74.49,,8/8/2018,38.96,Nossuk,,Nossuk,1
,18-239,5/2/2018,92,mya,85.65,,8/8/2018,49.76,Nossuk,,Nossuk,1
,18-240,5/2/2018,84,mya,67.22,,8/8/2018,38.24,Nossuk,,Nossuk,1
,18-241,5/2/2018,73,mya,53.48,,8/8/2018,24.21,Nossuk,,Nossuk,1
,18-242,5/2/2018,42.5,man,9.55,,8/8/2018,4.04,Nossuk,,Nossuk,1
,18-243,5/2/2018,39,man,7.07,,8/8/2018,3.01,Nossuk,,Nossuk,1
,18-587,5/2/2018,50,pyh,,,,,"Pycnopodia helianthoides, Nossuk",,Nossuk,1
,18-588,5/2/2018,30,pyh,,,,,"Pycnopodia helianthoides, Nossuk",,Nossuk,1
,18-589,5/2/2018,50,evt,,,,,Nossuk,,Nossuk,1
,18-601,5/2/2018,42,dei,,,,,"Dermasterias imbricata, Nossuk",,Nossuk,1
,18-602,5/2/2018,81,dei,,,,,"Dermasterias imbricata, Nossuk",,Nossuk,1
,18-603,5/2/2018,87,dei,,,,,"Dermasterias imbricata, Nossuk",,Nossuk,1
,18-604,5/2/2018,39,dei,,,,,"Dermasterias imbricata, Nossuk",,Nossuk,1
,18-605,5/2/2018,75,dei,,,,,"Dermasterias imbricata, Nossuk",,Nossuk,1
,18-006,5/3/2018,40,prs,,24.03,5/3/2018,6.42,,,Craig,2
,18-017,5/3/2018,41,Mac,,10.19,5/3/2018,3.60,,,Craig,2
,18-018,5/3/2018,46.5,Mac,,14.04,5/3/2018,5.32,,,Craig,2
,18-019,5/3/2018,52,Mac,,21.72,5/3/2018,6.61,,,Craig,2
,18-020,5/3/2018,35,Mac,,5.92,5/3/2018,1.56,,,Craig,2
,18-021,5/3/2018,34.5,Mac,,5.16,5/3/2018,1.73,,,Craig,2
,18-129,5/3/2018,42,moc,6.31,,5/26/2018,2.76,,,Craig,2
,18-130,5/3/2018,12,pag,0.70,,5/26/2018,0.33,hermit crab with shell,,Craig,2
,18-131,5/3/2018,35,mtr,3.70,,5/26/2018,1.44,,,Craig,2
,18-132,5/3/2018,24.5,mtr,1.91,,5/26/2018,0.58,,,Craig,2
,18-133,5/3/2018,26,mtr,1.95,,5/26/2018,0.68,,,Craig,2
,18-134,5/3/2018,21,mtr,1.13,,5/26/2018,0.57,,,Craig,2
,18-135,5/3/2018,25,mtr,2.42,,5/26/2018,0.67,,,Craig,2
,18-244,5/3/2018,37,eul,22.70,,8/8/2018,9.83,Get coordinates from Tiff. ,,Nossuk,3
,18-035,5/13/2018,64,hak,28.44,,5/20/2018,18.56,,,Craig,5
,18-036,5/13/2018,55,kat,14.30,,5/20/2018,2.29,,,Craig,5
,18-037,5/13/2018,44.5,kat,6.47,,5/20/2018,2.31,,,Craig,5
,18-038,5/13/2018,48,kat,9.11,,5/20/2018,2.21,,,Craig,5
,18-039,5/13/2018,36,kat,4.xx,,5/20/2018,1.31,,,Craig,5
,18-040,5/13/2018,36,kat,4.13,,5/20/2018,1.30,,,Craig,5
,18-049,5/13/2018,41,moc,11.06,,5/20/2018,3.80,,,Craig,5
,18-050,5/13/2018,42,moc,8.19,,5/20/2018,1.95,,,Craig,5
,18-053,5/13/2018,31,keyhole limpet,4.68,,5/20/2018,3.03,,,Craig,5
,18-054,5/13/2018,30,keyhole limpet,4.72,,5/20/2018,2.53,,,Craig,5
,18-055,5/13/2018,16,hermit crab,,,5/20/2018,0.55,,,Craig,5
,18-056,5/13/2018,17,hermit crab,,,5/20/2018,0.78,,,Craig,5
,18-057,5/13/2018,12,hermit crab,,,5/20/2018,0.29,,,Craig,5
,18-058,5/13/2018,17,cas,2.56,,5/20/2018,0.56,,,Craig,5
,18-059,5/13/2018,16,cas,2.03,,5/20/2018,0.40,,,Craig,5
,18-060,5/13/2018,14,cas,1.18,,5/20/2018,0.30,,,Craig,5
,18-066,5/13/2018,30.5,mtr,2.79,,5/20/2018,0.68,,,Craig,5
,18-067,5/13/2018,27,mtr,1.95,,5/20/2018,0.63,,,Craig,5
,18-068,5/13/2018,22,mtr,1.32,,5/20/2018,0.14,,,Craig,5
,18-069,5/13/2018,23,mtr,1.39,,5/20/2018,0.36,,,Craig,5
,18-070,5/13/2018,23,mtr,1.19,,5/20/2018,0.50,,,Craig,5
,18-273,5/13/2018,31.5,pup,7.58,,8/8/2018,1.45,San Alberto,m,Craig,5
