site,transect_location,species_common,death_estimate,width_mm
Kinani,Inside,Cockle,Sea Otter,34
Kinani,Inside,Steamer clam,Sea Otter,35
Kinani,Inside,Steamer clam,Whole,44
Kinani,Inside,Steamer clam,Whole,29
Kinani,Outside,Butter clam,Sea Otter,45
Kinani,Outside,Butter clam,Whole,48
Kinani,Outside,Butter clam,Whole,34
Kinani,Outside,Butter clam,Whole,18
Kinani,Outside,Butter clam,Whole,33
Kinani,Outside,Butter clam,Whole,31
Kinani,Outside,Cockle,Sea Otter,32
Kinani,Outside,Cockle,Sea Otter,28
Kinani,Outside,Cockle,Crab,35
Kinani,Outside,Cockle,Whole,32
Kinani,Outside,Cockle,Whole,30
Kinani,Outside,Cockle,Whole,31
Kinani,Outside,Cockle,Whole,18
Kinani,Outside,Cockle,Whole,20
Kinani,Outside,Cockle,Whole,35
Kinani,Outside,Cockle,Whole,29
Kinani,Outside,Cockle,Whole,41
Kinani,Outside,Cockle,Whole,29
Kinani,Outside,Cockle,Whole,42
Kinani,Outside,Cockle,Whole,29
Kinani,Outside,Cockle,Whole,40
Kinani,Outside,Cockle,Whole,32
Kinani,Outside,Cockle,Whole,36
Kinani,Outside,Cockle,Whole,33
Kinani,Outside,Cockle,Whole,33
Kinani,Outside,Cockle,Whole,21
Kinani,Outside,Cockle,Whole,39
Kinani,Outside,Cockle,Whole,24
Kinani,Outside,Cockle,Whole,36
Kinani,Outside,Cockle,Whole,31
Kinani,Outside,Cockle,Whole,35
Kinani,Outside,Pointed macoma,Whole,25
Kinani,Outside,Pointed macoma,Whole,27
Kinani,Outside,Steamer clam,Whole,16
Kinani,Outside,Steamer clam,Whole,23
Kinani,Outside,Steamer clam,Whole,37
Kinani,Outside,Steamer clam,Whole,24
Kinani,Outside,Steamer clam,Whole,28
Kinani,Outside,Steamer clam,Whole,26
Kinani,Outside,Steamer clam,Whole,40
Kinani,Outside,Steamer clam,Whole,31
Kinani,Outside,Steamer clam,Whole,36
Kinani,Outside,Steamer clam,Whole,25
Kinani,Outside,Steamer clam,Whole,29
Kinani,Outside,Steamer clam,Whole,32
Mushroom Island,Edge,Bentnose macoma,Sea Otter,57
Mushroom Island,Edge,Bentnose macoma,Crab,56
Mushroom Island,Edge,Butter clam,Sea Otter,78
Mushroom Island,Edge,Butter clam,Sea Otter,72
Mushroom Island,Edge,Butter clam,Sea Otter,65
Mushroom Island,Edge,Butter clam,Sea Otter,58
Mushroom Island,Edge,Butter clam,Sea Otter,80
Mushroom Island,Edge,Butter clam,Sea Otter,58
Mushroom Island,Edge,Butter clam,Sea Otter,69
Mushroom Island,Edge,Butter clam,Sea Otter,47
Mushroom Island,Edge,Butter clam,Sea Otter,66
Mushroom Island,Edge,Butter clam,Sea Otter,68
Mushroom Island,Edge,Butter clam,Whole,84
Mushroom Island,Edge,Butter clam,Whole,64
Mushroom Island,Edge,Butter clam,Whole,78
Mushroom Island,Edge,Butter clam,Crab,72
Mushroom Island,Edge,Cockle,Sea Otter,76
Mushroom Island,Edge,Cockle,Whole,57
Mushroom Island,Edge,Cockle,Whole,40
Mushroom Island,Edge,Pointed macoma,Sea Otter,55
Mushroom Island,Edge,Steamer clam,Sea Otter,48
Mushroom Island,Edge,Steamer clam,Sea Otter,55
Mushroom Island,Edge,Steamer clam,Whole,52
Mushroom Island,Inside,Bentnose macoma,Crab,56
Mushroom Island,Inside,Bentnose macoma,Whole,52
Mushroom Island,Inside,Butter clam,Sea Otter,67
Mushroom Island,Inside,Butter clam,Sea Otter,63
Mushroom Island,Inside,Butter clam,Sea Otter,67
Mushroom Island,Inside,Butter clam,Sea Otter,63
Mushroom Island,Inside,Butter clam,Sea Otter,71
Mushroom Island,Inside,Butter clam,Sea Otter,66
Mushroom Island,Inside,Butter clam,Sea Otter,70
Mushroom Island,Inside,Butter clam,Whole,69
Mushroom Island,Inside,Pointed macoma,Sea Otter,45
Mushroom Island,Inside,Pointed macoma,Sea Otter,51
Mushroom Island,Inside,Pointed macoma,Sea Otter,50
Mushroom Island,Inside,Pointed macoma,Whole,36
Mushroom Island,Inside,Steamer clam,Sea Otter,47
Mushroom Island,Inside,Steamer clam,Sea Otter,53
Mushroom Island,Inside,Steamer clam,Sea Otter,45
Mushroom Island,Outside,Bentnose macoma,Sea Otter,47
Mushroom Island,Outside,Bentnose macoma,Whole,38
Mushroom Island,Outside,Bentnose macoma,Whole,46
Mushroom Island,Outside,Butter clam,Sea Otter,47
Mushroom Island,Outside,Butter clam,Sea Otter,54
Mushroom Island,Outside,Butter clam,Sea Otter,52
Mushroom Island,Outside,Butter clam,Sea Otter,45
Mushroom Island,Outside,Butter clam,Sea Otter,76
Mushroom Island,Outside,Butter clam,Sea Otter,56
Mushroom Island,Outside,Butter clam,Sea Otter,47
Mushroom Island,Outside,Butter clam,Sea Otter,82
Mushroom Island,Outside,Butter clam,Sea Otter,68
Mushroom Island,Outside,Butter clam,Sea Otter,66
Mushroom Island,Outside,Butter clam,Sea Otter,59
Mushroom Island,Outside,Butter clam,Sea Otter,73
Mushroom Island,Outside,Butter clam,Sea Otter,73
Mushroom Island,Outside,Butter clam,Sea Otter,70
Mushroom Island,Outside,Butter clam,Sea Otter,72
Mushroom Island,Outside,Butter clam,Crab,80
Mushroom Island,Outside,Butter clam,Whole,72
Mushroom Island,Outside,Butter clam,Whole,76
Mushroom Island,Outside,Butter clam,Whole,58
Mushroom Island,Outside,Butter clam,Whole,60
Mushroom Island,Outside,Butter clam,Whole,61
Mushroom Island,Outside,Butter clam,Whole,75
Mushroom Island,Outside,Pointed macoma,Whole,33
Mushroom Island,Outside,Steamer clam,Sea Otter,55
Mushroom Island,Outside,Steamer clam,Sea Otter,45
Mushroom Island,Outside,Steamer clam,Sea Otter,62
Mushroom Island,Outside,Steamer clam,Sea Otter,44
Mushroom Island,Outside,Steamer clam,Sea Otter,60
Mushroom Island,Outside,Steamer clam,Sea Otter,53
Mushroom Island,Outside,Steamer clam,Sea Otter,50
Mushroom Island,Outside,Steamer clam,Sea Otter,52
Mushroom Island,Outside,Steamer clam,Whole,53
Mushroom Island,Outside,Steamer clam,Whole,49
N Fish Egg Island,Edge,Bentnose macoma,Whole,56
N Fish Egg Island,Edge,Cockle,Sea Otter,104
N Fish Egg Island,Edge,Cockle,Whole,52
N Fish Egg Island,Edge,Cockle,Whole,31
N Fish Egg Island,Edge,Pointed macoma,Whole,49
N Fish Egg Island,Inside,Cockle,Sea Otter,74
N Fish Egg Island,Inside,Cockle,Whole,101
N Fish Egg Island,Inside,Pointed macoma,Sea Otter,103
N Fish Egg Island,Inside,Steamer clam,Whole,53
N Fish Egg Island,Outside,Butter clam,Sea Otter,29
N Fish Egg Island,Outside,Butter clam,Whole,16
N Fish Egg Island,Outside,Cockle,Sea Otter,57
N Fish Egg Island,Outside,Cockle,Sea Otter,87
N Fish Egg Island,Outside,Cockle,Whole,13
N Fish Egg Island,Outside,Cockle,Whole,109
N Fish Egg Island,Outside,Cockle,Whole,70
N Fish Egg Island,Outside,Cockle,Whole,14
N Fish Egg Island,Outside,Cockle,Whole,69
N Fish Egg Island,Outside,Cockle,Whole,17
Natzuhini Bay 1,Edge,Bentnose macoma,Sea Otter,43
Natzuhini Bay 1,Edge,Butter clam,Sea Otter,64
Natzuhini Bay 1,Edge,Butter clam,Sea Otter,44
Natzuhini Bay 1,Edge,Butter clam,Sea Otter,57
Natzuhini Bay 1,Edge,Butter clam,Whole,72
Natzuhini Bay 1,Edge,Cockle,Sea Otter,58
Natzuhini Bay 1,Edge,Cockle,Crab,76
Natzuhini Bay 1,Edge,Cockle,Whole,74
Natzuhini Bay 1,Edge,Cockle,Whole,30
Natzuhini Bay 1,Edge,Cockle,Whole,48
Natzuhini Bay 1,Edge,Pointed macoma,Whole,47
Natzuhini Bay 1,Edge,Pointed macoma,Whole,37
Natzuhini Bay 1,Edge,Pointed macoma,Whole,51
Natzuhini Bay 1,Edge,Steamer clam,Sea Otter,55
Natzuhini Bay 1,Edge,Steamer clam,Sea Otter,48
Natzuhini Bay 1,Edge,Steamer clam,Sea Otter,55
Natzuhini Bay 1,Edge,Steamer clam,Sea Otter,53
Natzuhini Bay 1,Edge,Steamer clam,Sea Otter,43
Natzuhini Bay 1,Edge,Steamer clam,Sea Otter,63
Natzuhini Bay 1,Edge,Steamer clam,Whole,52
Natzuhini Bay 1,Edge,Steamer clam,Whole,58
Natzuhini Bay 1,Inside,Butter clam,Sea Otter,49
Natzuhini Bay 1,Inside,Butter clam,Sea Otter,53
Natzuhini Bay 1,Inside,Butter clam,Crab,65
Natzuhini Bay 1,Inside,Butter clam,Whole,85
Natzuhini Bay 1,Inside,Steamer clam,Sea Otter,39
Natzuhini Bay 1,Inside,Steamer clam,Sea Otter,58
Natzuhini Bay 1,Inside,Steamer clam,Crab,44
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,69
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,67
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,45
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,75
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,49
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,60
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,54
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,57
Natzuhini Bay 1,Outside,Butter clam,Sea Otter,47
Natzuhini Bay 1,Outside,Butter clam,Crab,47
Natzuhini Bay 1,Outside,Butter clam,Whole,38
Natzuhini Bay 1,Outside,Butter clam,Whole,18
Natzuhini Bay 1,Outside,Cockle,Whole,35
Natzuhini Bay 1,Outside,Cockle,Whole,12
Natzuhini Bay 1,Outside,Pointed macoma,Whole,36
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,57
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,44
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,47
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,50
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,43
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,53
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,45
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,38
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,44
Natzuhini Bay 1,Outside,Steamer clam,Sea Otter,54
Natzuhini Bay 1,Outside,Steamer clam,Whole,54
Natzuhini Bay 1,Outside,Steamer clam,Whole,52
Natzuhini Bay 1,Outside,Steamer clam,Whole,26
Natzuhini Bay 1,Outside,Steamer clam,Whole,43
Natzuhini Bay 1,Outside,Steamer clam,Whole,51
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,76
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,72
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,92
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,102
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,56
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,72
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,57
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,62
Natzuhini Bay 2,Edge,Butter clam,Sea Otter,84
Natzuhini Bay 2,Edge,Butter clam,Whole,44
Natzuhini Bay 2,Edge,Horse clam,Sea Otter,133
Natzuhini Bay 2,Edge,Pointed macoma,Crab,47
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,60
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,62
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,56
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,53
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,56
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,54
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,58
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,52
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,55
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,56
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,58
Natzuhini Bay 2,Edge,Steamer clam,Sea Otter,47
Natzuhini Bay 2,Inside,Bentnose macoma,Sea Otter,51
Natzuhini Bay 2,Inside,Bentnose macoma,Whole,53
Natzuhini Bay 2,Inside,Butter clam,Sea Otter,63
Natzuhini Bay 2,Inside,Butter clam,Sea Otter,70
Natzuhini Bay 2,Inside,Butter clam,Sea Otter,60
Natzuhini Bay 2,Inside,Butter clam,Sea Otter,70
Natzuhini Bay 2,Inside,Butter clam,Sea Otter,62
Natzuhini Bay 2,Inside,Butter clam,Sea Otter,65
Natzuhini Bay 2,Inside,Butter clam,Crab,81
Natzuhini Bay 2,Inside,Horse clam,Sea Otter,110
Natzuhini Bay 2,Inside,Pointed macoma,Sea Otter,49
Natzuhini Bay 2,Inside,Steamer clam,Sea Otter,52
Natzuhini Bay 2,Outside,Bentnose macoma,Whole,50
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,61
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,78
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,101
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,55
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,57
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,72
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,52
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,47
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,73
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,53
Natzuhini Bay 2,Outside,Butter clam,Sea Otter,62
Natzuhini Bay 2,Outside,Butter clam,Crab,56
Natzuhini Bay 2,Outside,Pointed macoma,Sea Otter,42
Natzuhini Bay 2,Outside,Steamer clam,Sea Otter,64
Natzuhini Bay 2,Outside,Steamer clam,Sea Otter,49
Natzuhini Bay 2,Outside,Steamer clam,Sea Otter,63
Natzuhini Bay 2,Outside,Steamer clam,Sea Otter,55
North Pass,Edge,Bentnose macoma,Crab,62
North Pass,Edge,Butter clam,Sea Otter,62
North Pass,Edge,Butter clam,Sea Otter,55
North Pass,Edge,Butter clam,Sea Otter,82
North Pass,Edge,Butter clam,Sea Otter,60
North Pass,Edge,Butter clam,Sea Otter,81
North Pass,Edge,Butter clam,Sea Otter,71
North Pass,Edge,Butter clam,Sea Otter,62
North Pass,Edge,Cockle,Sea Otter,35
North Pass,Edge,Pointed macoma,Whole,33
North Pass,Edge,Steamer clam,Sea Otter,49
North Pass,Edge,Steamer clam,Sea Otter,76
North Pass,Inside,Butter clam,Sea Otter,110
North Pass,Inside,Butter clam,Sea Otter,69
North Pass,Inside,Butter clam,Sea Otter,62
North Pass,Inside,Butter clam,Sea Otter,68
North Pass,Inside,Butter clam,Crab,59
North Pass,Inside,Butter clam,Crab,59
North Pass,Inside,Butter clam,Whole,30
North Pass,Inside,Pointed macoma,Sea Otter,45
North Pass,Inside,Steamer clam,Sea Otter,59
North Pass,Outside,Bentnose macoma,Sea Otter,61
North Pass,Outside,Bentnose macoma,Sea Otter,35
North Pass,Outside,Bentnose macoma,Whole,52
North Pass,Outside,Butter clam,Sea Otter,58
North Pass,Outside,Butter clam,Sea Otter,69
Nossuk Bay 1,Edge,Bentnose macoma,Whole,43
Nossuk Bay 1,Edge,Bentnose macoma,Whole,49
Nossuk Bay 1,Edge,Butter clam,Sea Otter,42
Nossuk Bay 1,Edge,Pointed macoma,Sea Otter,37
Nossuk Bay 1,Edge,Pointed macoma,Whole,31
Nossuk Bay 1,Edge,Steamer clam,Sea Otter,40
Nossuk Bay 1,Edge,Steamer clam,Whole,35
Nossuk Bay 1,Edge,Steamer clam,Whole,31
Nossuk Bay 1,Inside,Butter clam,Whole,45
Nossuk Bay 1,Inside,Cockle,Sea Otter,41
Nossuk Bay 1,Inside,Cockle,Sea Otter,30
Nossuk Bay 1,Inside,Cockle,Whole,29
Nossuk Bay 1,Inside,Steamer clam,Whole,23
Nossuk Bay 1,Outside,Bentnose macoma,Whole,38
Nossuk Bay 1,Outside,Butter clam,Sea Otter,38
Nossuk Bay 1,Outside,Butter clam,Sea Otter,53
Nossuk Bay 1,Outside,Butter clam,Sea Otter,45
Nossuk Bay 1,Outside,Butter clam,Sea Otter,54
Nossuk Bay 1,Outside,Butter clam,Sea Otter,28
Nossuk Bay 1,Outside,Butter clam,Whole,44
Nossuk Bay 1,Outside,Butter clam,Whole,37
Nossuk Bay 1,Outside,Butter clam,Whole,35
Nossuk Bay 1,Outside,Butter clam,Whole,30
Nossuk Bay 1,Outside,Butter clam,Whole,29
Nossuk Bay 1,Outside,Cockle,Sea Otter,51
Nossuk Bay 1,Outside,Cockle,Sea Otter,31
Nossuk Bay 1,Outside,Cockle,Sea Otter,36
Nossuk Bay 1,Outside,Cockle,Sea Otter,31
Nossuk Bay 1,Outside,Cockle,Sea Otter,45
Nossuk Bay 1,Outside,Cockle,Sea Otter,35
Nossuk Bay 1,Outside,Cockle,Whole,33
Nossuk Bay 1,Outside,Cockle,Whole,27
Nossuk Bay 1,Outside,Pointed macoma,Sea Otter,20
Nossuk Bay 1,Outside,Pointed macoma,Crab,21
Nossuk Bay 1,Outside,Pointed macoma,Whole,24
Nossuk Bay 1,Outside,Pointed macoma,Whole,23
Nossuk Bay 1,Outside,Pointed macoma,Whole,20
Nossuk Bay 1,Outside,Pointed macoma,Drill,24
Nossuk Bay 1,Outside,Pointed macoma,Drill,25
Nossuk Bay 1,Outside,Pointed macoma,Drill,23
Nossuk Bay 1,Outside,Pointed macoma,Drill,21
Nossuk Bay 1,Outside,Pointed macoma,Drill,16
Nossuk Bay 1,Outside,Softshell clam,Sea Otter,42
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,34
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,45
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,39
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,36
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,42
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,43
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,34
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,45
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,26
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,36
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,33
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,40
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,41
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,38
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,45
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,34
Nossuk Bay 1,Outside,Steamer clam,Sea Otter,23
Nossuk Bay 1,Outside,Steamer clam,Whole,43
Nossuk Bay 1,Outside,Steamer clam,Whole,37
Nossuk Bay 1,Outside,Steamer clam,Whole,40
Nossuk Bay 1,Outside,Steamer clam,Whole,47
Nossuk Bay 1,Outside,Steamer clam,Whole,30
Nossuk Bay 1,Outside,Steamer clam,Whole,16
Nossuk Bay 2,Edge,Bentnose macoma,Crab,94
Nossuk Bay 2,Edge,Bentnose macoma,Whole,50
Nossuk Bay 2,Edge,Bentnose macoma,Whole,93
Nossuk Bay 2,Edge,Bentnose macoma,Whole,32
Nossuk Bay 2,Edge,Bentnose macoma,Whole,93
Nossuk Bay 2,Edge,Bentnose macoma,Whole,23
Nossuk Bay 2,Edge,Bentnose macoma,Whole,94
Nossuk Bay 2,Edge,Bentnose macoma,Whole,34
Nossuk Bay 2,Edge,Bentnose macoma,Whole,25
Nossuk Bay 2,Edge,Bentnose macoma,Whole,90
Nossuk Bay 2,Edge,Butter clam,Sea Otter,120
Nossuk Bay 2,Edge,Butter clam,Crab,96
Nossuk Bay 2,Edge,Butter clam,Crab,22
Nossuk Bay 2,Edge,Butter clam,Whole,81
Nossuk Bay 2,Edge,Butter clam,Whole,68
Nossuk Bay 2,Edge,Butter clam,Whole,51
Nossuk Bay 2,Edge,Cockle,Sea Otter,99
Nossuk Bay 2,Edge,Cockle,Crab,37
Nossuk Bay 2,Edge,Cockle,Crab,92
Nossuk Bay 2,Edge,Cockle,Whole,33
Nossuk Bay 2,Edge,Cockle,Whole,35
Nossuk Bay 2,Edge,Cockle,Whole,96
Nossuk Bay 2,Edge,Cockle,Whole,31
Nossuk Bay 2,Edge,Cockle,Whole,35
Nossuk Bay 2,Edge,Cockle,Whole,95
Nossuk Bay 2,Edge,Cockle,Whole,89
Nossuk Bay 2,Edge,Cockle,Whole,35
Nossuk Bay 2,Edge,Cockle,Whole,25
Nossuk Bay 2,Edge,Cockle,Whole,24
Nossuk Bay 2,Edge,Pointed macoma,Sea Otter,103
Nossuk Bay 2,Edge,Pointed macoma,Whole,37
Nossuk Bay 2,Edge,Pointed macoma,Whole,42
Nossuk Bay 2,Edge,Pointed macoma,Whole,30
Nossuk Bay 2,Edge,Pointed macoma,Whole,33
Nossuk Bay 2,Edge,Pointed macoma,Whole,37
Nossuk Bay 2,Edge,Pointed macoma,Whole,32
Nossuk Bay 2,Edge,Pointed macoma,Whole,17
Nossuk Bay 2,Edge,Pointed macoma,Whole,35
Nossuk Bay 2,Edge,Pointed macoma,Whole,35
Nossuk Bay 2,Edge,Pointed macoma,Whole,20
Nossuk Bay 2,Edge,Pointed macoma,Whole,46
Nossuk Bay 2,Edge,Pointed macoma,Whole,33
Nossuk Bay 2,Edge,Pointed macoma,Whole,84
Nossuk Bay 2,Edge,Pointed macoma,Whole,34
Nossuk Bay 2,Edge,Pointed macoma,Whole,22
Nossuk Bay 2,Edge,Steamer clam,Whole,40
Nossuk Bay 2,Edge,Steamer clam,Whole,106
Nossuk Bay 2,Edge,Steamer clam,Whole,47
Nossuk Bay 2,Edge,Steamer clam,Whole,53
Nossuk Bay 2,Edge,Steamer clam,Whole,41
Nossuk Bay 2,Edge,Steamer clam,Whole,32
Nossuk Bay 2,Edge,Steamer clam,Whole,35
Nossuk Bay 2,Edge,Steamer clam,Whole,110
Nossuk Bay 2,Edge,Steamer clam,Whole,31
Nossuk Bay 2,Edge,Steamer clam,Whole,39
Nossuk Bay 2,Edge,Steamer clam,Whole,37
Nossuk Bay 2,Edge,Steamer clam,Whole,33
Nossuk Bay 2,Edge,Steamer clam,Whole,37
Nossuk Bay 2,Inside,Butter clam,Sea Otter,33
Nossuk Bay 2,Inside,Cockle,Sea Otter,52
Nossuk Bay 2,Inside,Cockle,Sea Otter,33
Nossuk Bay 2,Inside,Cockle,Whole,39
Nossuk Bay 2,Inside,Pointed macoma,Sea Otter,50
Nossuk Bay 2,Inside,Pointed macoma,Whole,40
Nossuk Bay 2,Inside,Pointed macoma,Whole,46
Nossuk Bay 2,Inside,Pointed macoma,Whole,47
Nossuk Bay 2,Inside,Pointed macoma,Whole,35
Nossuk Bay 2,Inside,Pointed macoma,Whole,38
Nossuk Bay 2,Inside,Pointed macoma,Whole,39
Nossuk Bay 2,Inside,Steamer clam,Sea Otter,49
Nossuk Bay 2,Inside,Steamer clam,Whole,32
Nossuk Bay 2,Inside,Steamer clam,Whole,44
Nossuk Bay 2,Inside,Steamer clam,Whole,39
Nossuk Bay 2,Outside,Bentnose macoma,Whole,101
Nossuk Bay 2,Outside,Bentnose macoma,Whole,34
Nossuk Bay 2,Outside,Bentnose macoma,Whole,29
Nossuk Bay 2,Outside,Bentnose macoma,Whole,31
Nossuk Bay 2,Outside,Bentnose macoma,Whole,49
Nossuk Bay 2,Outside,Bentnose macoma,Whole,44
Nossuk Bay 2,Outside,Bentnose macoma,Whole,44
Nossuk Bay 2,Outside,Bentnose macoma,Whole,97
Nossuk Bay 2,Outside,Bentnose macoma,Whole,97
Nossuk Bay 2,Outside,Butter clam,Sea Otter,110
Nossuk Bay 2,Outside,Butter clam,Whole,73
Nossuk Bay 2,Outside,Butter clam,Whole,123
Nossuk Bay 2,Outside,Butter clam,Whole,46
Nossuk Bay 2,Outside,Cockle,Sea Otter,35
Nossuk Bay 2,Outside,Cockle,Sea Otter,95
Nossuk Bay 2,Outside,Cockle,Sea Otter,84
Nossuk Bay 2,Outside,Cockle,Crab,39
Nossuk Bay 2,Outside,Cockle,Whole,30
Nossuk Bay 2,Outside,Cockle,Whole,22
Nossuk Bay 2,Outside,Cockle,Whole,38
Nossuk Bay 2,Outside,Cockle,Whole,30
Nossuk Bay 2,Outside,Cockle,Whole,89
Nossuk Bay 2,Outside,Cockle,Whole,33
Nossuk Bay 2,Outside,Cockle,Whole,34
Nossuk Bay 2,Outside,Cockle,Whole,28
Nossuk Bay 2,Outside,Cockle,Whole,29
Nossuk Bay 2,Outside,Cockle,Whole,18
Nossuk Bay 2,Outside,Cockle,Whole,27
Nossuk Bay 2,Outside,Cockle,Whole,36
Nossuk Bay 2,Outside,Cockle,Whole,32
Nossuk Bay 2,Outside,Pointed macoma,Crab,38
Nossuk Bay 2,Outside,Pointed macoma,Crab,38
Nossuk Bay 2,Outside,Pointed macoma,Whole,30
Nossuk Bay 2,Outside,Pointed macoma,Whole,35
Nossuk Bay 2,Outside,Pointed macoma,Whole,97
Nossuk Bay 2,Outside,Pointed macoma,Whole,26
Nossuk Bay 2,Outside,Pointed macoma,Whole,26
Nossuk Bay 2,Outside,Pointed macoma,Whole,36
Nossuk Bay 2,Outside,Pointed macoma,Whole,31
Nossuk Bay 2,Outside,Pointed macoma,Whole,90
Nossuk Bay 2,Outside,Pointed macoma,Whole,35
Nossuk Bay 2,Outside,Steamer clam,Sea Otter,29
Nossuk Bay 2,Outside,Steamer clam,Sea Otter,93
Nossuk Bay 2,Outside,Steamer clam,Sea Otter,38
Nossuk Bay 2,Outside,Steamer clam,Crab,86
Nossuk Bay 2,Outside,Steamer clam,Whole,30
Nossuk Bay 2,Outside,Steamer clam,Whole,25
Nossuk Bay 2,Outside,Steamer clam,Whole,29
Nossuk Bay 2,Outside,Steamer clam,Whole,19
Nossuk Bay 2,Outside,Steamer clam,Whole,17
Nossuk Bay 2,Outside,Steamer clam,Whole,22
Nossuk Bay 2,Outside,Steamer clam,Whole,24
Nossuk Bay 2,Outside,Steamer clam,Whole,94
Nossuk Bay 2,Outside,Steamer clam,Whole,42
Nossuk Bay 2,Outside,Steamer clam,Whole,19
Nossuk Bay 2,Outside,Steamer clam,Whole,96
Nossuk Bay 2,Outside,Steamer clam,Whole,98
Nossuk Bay 2,Outside,Steamer clam,Whole,29
Nossuk Bay 2,Outside,Steamer clam,Whole,34
Nossuk Bay 2,Outside,Steamer clam,Whole,28
Port Caldera,Edge,Bentnose macoma,Whole,45
Port Caldera,Edge,Bentnose macoma,Whole,42
Port Caldera,Edge,Bentnose macoma,Whole,35
Port Caldera,Edge,Bentnose macoma,Whole,52
Port Caldera,Edge,Bentnose macoma,Whole,52
Port Caldera,Edge,Bentnose macoma,Whole,47
Port Caldera,Edge,Bentnose macoma,Whole,46
Port Caldera,Edge,Bentnose macoma,Whole,47
Port Caldera,Edge,Bentnose macoma,Whole,47
Port Caldera,Edge,Bentnose macoma,Whole,45
Port Caldera,Edge,Bentnose macoma,Drill,40
Port Caldera,Edge,Butter clam,Sea Otter,43
Port Caldera,Edge,Cockle,Whole,21
Port Caldera,Edge,Cockle,Whole,20
Port Caldera,Edge,Cockle,Whole,17
Port Caldera,Edge,Cockle,Whole,25
Port Caldera,Edge,Cockle,Whole,34
Port Caldera,Edge,Cockle,Whole,51
Port Caldera,Edge,Cockle,Whole,30
Port Caldera,Edge,Cockle,Whole,25
Port Caldera,Edge,Cockle,Whole,52
Port Caldera,Edge,Cockle,Whole,23
Port Caldera,Edge,Cockle,Drill,21
Port Caldera,Edge,Pointed macoma,Crab,43
Port Caldera,Edge,Pointed macoma,Crab,31
Port Caldera,Edge,Pointed macoma,Whole,45
